TIME,V_pu,I_pu,P_pu,Q_pu,f_drp
0.0,0.0,0.0,0.0,0.0,60.299984004927
4.5e-05,5.6752038983025e-05,0.00066992911834809,-1.6852900528997e-05,1.1620067070306e-08,60.300004229259
9e-05,0.00074654969676818,0.0040042875459931,-0.00057377511393759,1.9867621988234e-06,60.300672592045
0.000135,0.0027993758927354,0.0094691911348686,-0.0031274904049643,2.0831724246854e-05,60.30373749353
0.00018,0.0066789448488326,0.015948106612451,-0.0087790494557313,9.7346972713859e-05,60.310520906811
0.000225,0.012479642362019,0.02213537353166,-0.016836765935428,0.00030048798119093,60.320193594903
0.00027,0.019910893722532,0.026796601398408,-0.024641057150399,0.00071564814098512,60.32956438058
0.000315,0.028361318374064,0.029030861575127,-0.02891003631432,0.0014218739614617,60.334694482046
0.00036,0.037020554572039,0.029917396039528,-0.027695766234393,0.0024629775362431,60.333245113869
0.000405,0.045040750404702,0.03317232874521,-0.021589497019329,0.0038213236772375,60.325924322184
0.00045,0.051707361722961,0.038489483406078,-0.013327778465344,0.005403282257434,60.316014985493
0.000495,0.056584347611336,0.044797174823978,-0.0060974262751627,0.007042311289045,60.307341141056
0.00054,0.059614355638541,0.05082909515625,-0.001747701404605,0.0085222548487016,60.302122468694
0.000585,0.0611805630457,0.055382346121288,-0.00012197290611256,0.0096180391973857,60.300171804855
0.00063,0.062065940112219,0.057555136545208,0.00014742949363102,0.010145824584415,60.299895547255
0.000675,0.062865104319449,0.058054458408727,0.000125078840971,0.01001148369063,60.299908957643
0.00072,0.063903809972531,0.060845353326379,-0.00042848974161858,0.009245279291129,60.300539588776
0.000765,0.065915774918716,0.065655436245041,-0.0027693847957823,0.0080126324352005,60.303349044515
0.00081,0.069516004980124,0.071435327376846,-0.0078521691424763,0.0065955751173708,60.309449762118
0.000855,0.074869333885579,0.076954143044154,-0.015057638605194,0.0053458548805895,60.318099391984
0.0009,0.081735525058442,0.081045521968971,-0.022029586324358,0.0046173799412296,60.32647076881
0.000945,0.089555773447963,0.082854357157878,-0.025853712112355,0.004691165668543,60.331066270391
0.00099,0.097578877454554,0.083445542737818,-0.024796181398532,0.0057088195409734,60.329804172905
0.001035,0.10501938306927,0.086311809716732,-0.019380426076241,0.0076300265197241,60.323311299737
0.00108,0.11122355174596,0.09113593506498,-0.01204397022613,0.010225375515607,60.31451180543
0.001125,0.11581876798731,0.096909331517645,-0.0056322797149277,0.013108916320859,60.306820123521
0.00117,0.11883387427256,0.10243822737002,-0.0017988911597914,0.015806427551249,60.302221005312
0.001215,0.1207620569288,0.10658614220946,-0.00039812850023475,0.017847306484592,60.300540349309
0.00126,0.12231185976118,0.10849849389809,-0.00018563878694657,0.018862070675604,60.300285430027
0.001305,0.12382488456845,0.10869139556061,-0.0001729554437984,0.018665109527963,60.300270257502
0.00135,0.1254194944986,0.11097508701085,-0.00053839276321692,0.017304254808846,60.300708861251
0.001395,0.12757657177065,0.11517268773724,-0.0023930130248976,0.015064755340051,60.302934758701
0.00144,0.13094836384595,0.1202978305719,-0.0066178624101991,0.012424243661453,60.308005744191
0.001485,0.13582633563647,0.12519023245651,-0.012723877988298,0.0099654750822729,60.315335550137
0.00153,0.14206094629794,0.12874728695224,-0.018684562093528,0.0082628683516433,60.322492638567
0.001575,0.14916782261753,0.13015426886899,-0.021961050492172,0.007765161076731,60.326429986014
0.00162,0.15646772507403,0.13046992300384,-0.02103479788488,0.008698343891057,60.325324374898
0.001665,0.16324745667202,0.13298911112735,-0.016364973084961,0.011009876789229,60.319725693332
0.00171,0.16892738545172,0.13736813109213,-0.010090969745873,0.014367486833271,60.31220046837
0.001755,0.17321862800158,0.14265661847837,-0.0047001849311614,0.018215048824083,60.305733487385
0.0018,0.17625129285921,0.1477289361981,-0.0016077385477432,0.021876316004524,60.302023354669
0.001845,0.178566142348,0.15151143439352,-0.00061728615485076,0.024687024243112,60.300835080776
0.00189,0.18072014689224,0.15319506478136,-0.00055048625710725,0.026129334993139,60.300755072576
0.001935,0.18287291493981,0.15313087248566,-0.00046805997210089,0.025941201061848,60.300656302035
0.00198,0.18500604597599,0.15495460161183,-0.00050254537899019,0.024177487896229,60.300697804808
0.002025,0.18738299275128,0.1585919532708,-0.0016682304010822,0.021208851036382,60.302096885395
0.00207,0.1905701820019,0.16311648791553,-0.004829122033594,0.01765670036934,60.305890789175
0.002115,0.19495750088759,0.16743452404787,-0.0096668688817619,0.014275610408357,60.311698019966
0.00216,0.20050956405557,0.17050339128865,-0.014499910516783,0.011805589767413,60.317500953359
0.002205,0.20683545289018,0.1715440202272,-0.017162458182242,0.010823370690928,60.320700346093
0.00225,0.21333998286625,0.1715993092548,-0.016346681108077,0.011622823783467,60.319726009952
0.002295,0.21939224903274,0.17379863147969,-0.012449800093101,0.014149411196872,60.315053688306
0.00234,0.22449882683682,0.17776494701416,-0.0073178070834695,0.018003189501649,60.308897968806
0.002385,0.22846845747803,0.18260219276937,-0.0030737767636708,0.022511280424639,60.303806502071
0.00243,0.23152528977716,0.18724897950161,-0.00086743091212623,0.026856660020885,60.301159376979
0.002475,0.23419736781483,0.19069140747761,-0.00040839250271678,0.03023844143261,60.300608678639
0.00252,0.2368797090313,0.19216549979915,-0.0005428488929303,0.032031973042847,60.300770154812
0.002565,0.23959152649788,0.19192532286465,-0.00036214072938593,0.031916528410219,60.300553436776
0.00261,0.24220802778562,0.19334995658515,3.2952526251181e-05,0.029944347455953,60.30007936599
0.002655,0.24482072348185,0.19649075626712,-0.00031321609538854,0.026536189529432,60.300494780023
0.0027,0.24785876284153,0.20047981100937,-0.0022888162095551,0.02240314434516,60.302865814554
0.002745,0.25175427248059,0.20428673570248,-0.0057707249610547,0.018409300629382,60.307045171465
0.00279,0.25659022975659,0.20692577214263,-0.0094238879208569,0.015401984028657,60.311431032167
0.002835,0.2620848685329,0.20765174741729,-0.011443456677835,0.01404315345546,60.313857379467
0.00288,0.2677388353162,0.20746376404639,-0.010722231698357,0.014675730040261,60.312994959289
0.002925,0.27301333748264,0.20935796041838,-0.0075969384245764,0.017252009452302,60.309247116942
0.00297,0.27751202278676,0.21292984237753,-0.0036295047653687,0.021339141580015,60.304487711025
0.003015,0.28114878198603,0.21733506276707,-0.00058307365177107,0.026201353485075,60.300832531432
0.00306,0.28422086234759,0.22157323664571,0.00066926643544223,0.030943203232606,60.299582445173
0.003105,0.28719964592158,0.22468776562939,0.00053758503422463,0.034685787667908,60.299661453992
0.00315,0.29032875456605,0.22596070233532,0.00017769520942955,0.036741004018778,60.299919291803
0.003195,0.29351496809435,0.22561376626965,0.00047843011942922,0.036749099661297,60.299696946932
0.00324,0.29654694446997,0.22671439335293,0.0013583228345094,0.034751856855711,60.299169011443
0.003285,0.29938078353327,0.22943353543289,0.0018921541596482,0.031186461183619,60.298848712733
0.00333,0.30229699347447,0.23296273907117,0.0011411968179161,0.026800869909537,60.299299287018
0.003375,0.30571386384045,0.23633249203352,-0.0009756230814127,0.02250717538007,60.301302017221
0.00342,0.30981913028119,0.23861199568131,-0.0034581730872654,0.019201899171272,60.304281682466
0.003465,0.31445117398226,0.23909358876857,-0.004841157464469,0.017588845906915,60.305942418669
0.00351,0.3192178779755,0.23870784071051,-0.0042029872282931,0.018039731547029,60.305177878004
0.003555,0.32368231535292,0.24030172576138,-0.0018210120338892,0.020520345893162,60.302320346183
0.0036,0.32755470806262,0.24348561442262,0.0010127216178703,0.024596995100829,60.299376372118
0.003645,0.33085483080165,0.24746580422636,0.002880287436261,0.029521997938598,60.298255832924
0.00369,0.33392438388813,0.25130036156663,0.0031816916079622,0.034381275787368,60.298074990469
0.003735,0.33715016816226,0.25408818244555,0.0024560823213818,0.038274729645729,60.298510355926
0.00378,0.34064195506388,0.25515966874896,0.001874300340734,0.040493605456775,60.298859425021
0.003825,0.34421568745345,0.25475498477109,0.0023093641761161,0.040659702982989,60.298598386789
0.00387,0.34758955010407,0.25561714915256,0.0036884761152574,0.038798939774399,60.297770919845
0.003915,0.35061332371448,0.25799780211884,0.0050980088716781,0.035334894381867,60.296925200416
0.00396,0.35342770273751,0.261150406242,0.0055359996728849,0.031003887354506,60.296662406005
0.004005,0.35639304790961,0.26416465416321,0.0047224302398713,0.026708724210237,60.297150547535
0.00405,0.35977369413606,0.26616367984226,0.0033459257323204,0.023340317161691,60.297976450021
0.004095,0.36353247824193,0.26648516192668,0.0025616969415291,0.021602625997477,60.29844698717
0.00414,0.36739537289656,0.26597557338073,0.0031247680424677,0.021875502635787,60.298109144599
0.004185,0.37103724300593,0.26726674226297,0.0048158892928053,0.02414229968014,60.297094472118
0.00423,0.37428267520976,0.27005999622789,0.006594018007253,0.027996092985624,60.296027595173
0.004275,0.37725058989993,0.27361269287552,0.0073623534730316,0.032722699143024,60.295566594015
0.00432,0.38029526158786,0.27703942117274,0.0067773794935955,0.037443480156257,60.29591757831
0.004365,0.38370456329162,0.2794933026782,0.0055025369349668,0.041289238542063,60.296682483642
0.00441,0.38747429079701,0.28035653326603,0.004725174082947,0.043570612601216,60.29714890123
0.004455,0.39134789167429,0.27992958170041,0.0053009730026715,0.043911403496822,60.29680342197
0.0045,0.39498749568317,0.28064011137836,0.0071571672492872,0.04231893340538,60.295689705717
0.004545,0.39816065574258,0.28276797628713,0.0093814146294383,0.039178255696775,60.294355157643
0.00459,0.40088681076672,0.28562960690664,0.010907939562823,0.035172231724356,60.293439242926
0.004635,0.40344068347117,0.28837237406927,0.011275277839371,0.031144108234229,60.293218840018
0.00468,0.40612549167688,0.2901724783811,0.010893840926865,0.027930377991492,60.293447702105
0.004725,0.4090235794496,0.29041843163411,0.010644656566185,0.026197213359139,60.293597212682
0.00477,0.41198869585554,0.28982282172,0.011138129713149,0.026312608038122,60.293301128872
0.004815,0.41481782069417,0.29080452716257,0.012211273644207,0.02827886500342,60.292657242684
0.00486,0.41745515222132,0.29319856651628,0.013050970309067,0.03173780542999,60.292153424819
0.004905,0.42010378528607,0.2963150999362,0.012849531413252,0.036046546092808,60.292274288125
0.00495,0.42309940653527,0.29932376354089,0.011492464645455,0.040407816361697,60.293088527969
0.004995,0.42662789772415,0.30143097269264,0.0097511237427932,0.044028301139966,60.294133332234
0.00504,0.43059157037154,0.30207498747153,0.0088215793835133,0.046273425571621,60.294691058701
0.005085,0.43467786925087,0.3016471565825,0.0095365071615077,0.046788254139408,60.294262102148
0.00513,0.43850639225552,0.30228281425578,0.011816675850437,0.045561401011472,60.292894001298
0.005175,0.44178319066945,0.30423874263692,0.014748149567655,0.042920501186222,60.291135117534
0.00522,0.44442919401914,0.30689082460288,0.017210851895939,0.039461482811438,60.289657496529
0.005265,0.44662278352664,0.3094418112812,0.018589181701142,0.035926860142162,60.288830498865
0.00531,0.4486657218659,0.31111918958455,0.019056127495612,0.033057978956503,60.288550331463
0.005355,0.45074303840322,0.31136008742164,0.019258922798378,0.031450736703067,60.288428654314
0.0054,0.45284311436514,0.310705407337,0.019686969453049,0.031442968163957,60.288171826389
0.005445,0.45489558375243,0.31136916328383,0.020230850354015,0.033054826411144,60.287845497935
0.00549,0.45696520415735,0.31335246422913,0.0202788653557,0.035992579490366,60.287816688942
0.005535,0.45931580768796,0.31602114150465,0.019274325708381,0.039713536599993,60.28841941257
0.00558,0.46223816590471,0.31859860158011,0.017296077177797,0.043537868893548,60.289606361374
0.005625,0.46582246649567,0.32034368359141,0.015198274268076,0.046784243452983,60.290865042785
0.00567,0.46989793124163,0.32075554013384,0.014171105104864,0.048902115657467,60.29148134412
0.005715,0.47411130246929,0.32033694349508,0.015015837002426,0.049574907339971,60.290974505116
0.00576,0.47805255717393,0.32095607216274,0.017642465783902,0.048774718250074,60.289398528265
0.005805,0.48138458035587,0.32280870338828,0.021138719516835,0.046759270834535,60.287300776582
0.00585,0.48395368614881,0.32532172272922,0.024347554232144,0.044013385601805,60.285375476263
0.005895,0.48584649430576,0.32774955499995,0.026533641388748,0.041148090743414,60.284063824317
0.00594,0.48732908804479,0.32936762805913,0.027678219945139,0.038778373376616,60.283377077365
0.005985,0.48865961609909,0.32965307616381,0.02823752368229,0.037404106626584,60.283041495212
0.00603,0.48996139642278,0.32896396054112,0.028604006543149,0.037317275220502,60.282821605554
0.006075,0.4913056989868,0.32930189470506,0.028718099707611,0.038552707684537,60.282753149674
0.00612,0.49287133073234,0.33086275866931,0.028140566652465,0.040890420409053,60.283099669415
0.006165,0.49495267812931,0.33307189856441,0.026523550940781,0.043907292273222,60.284069878584
0.00621,0.4977785817085,0.33520508855917,0.02409810240544,0.047066213913603,60.28552514732
0.006255,0.50135740340312,0.33657244594243,0.021770292073344,0.049823956122332,60.286921833148
0.0063,0.50546520104231,0.33673923839314,0.020705457198313,0.05173604419349,60.287560733904
0.006345,0.50972242470748,0.33633277114954,0.021663679963083,0.052538348251657,60.286985800397
0.00639,0.51370181585768,0.33697281711234,0.024542004080051,0.052190456738306,60.285258806385
0.006435,0.51703959858595,0.33877356404288,0.028437799537382,0.050873980087375,60.282921329731
0.00648,0.51953078975138,0.34120204535418,0.032179820305431,0.04894802904925,60.280676117866
0.006525,0.52118664394746,0.34355935327599,0.034951715529183,0.046872387309396,60.279012981173
0.00657,0.52221843879887,0.34516418666713,0.036590870586877,0.04511474921222,60.278029488399
0.006615,0.52291960284441,0.34552336168232,0.03740565881767,0.044060767379138,60.27754061559
0.00666,0.52353573495746,0.34482261845475,0.037714935808014,0.043944235348581,60.277355049445
0.006705,0.52428097379143,0.34482959353499,0.037504189848843,0.044809969582426,60.277481496987
0.00675,0.52543001778037,0.34595860660167,0.036476355601344,0.046514950873953,60.278098197372
0.006795,0.52727679487895,0.34769934858717,0.034448314828503,0.048765531478938,60.279315021513
0.00684,0.52998459324033,0.34937803717061,0.031759526824505,0.051181584183424,60.280928293887
0.006885,0.53349943964926,0.350354239748,0.029334206919529,0.053373695483094,60.282383485444
0.00693,0.53756341398744,0.35026496154352,0.028291838392808,0.055017722654455,60.283008906395
0.006975,0.54178431688315,0.34986958789544,0.02934138670959,0.055912438570132,60.282379177572
0.00702,0.54572951516982,0.35054915265754,0.032366729837359,0.05601012562205,60.280563972176
0.007065,0.54902356207714,0.3523305823368,0.036486113898013,0.055415874893147,60.278092342396
0.00711,0.55143191560147,0.35471085339738,0.040539914957818,0.054357724111493,60.275660062405
0.007155,0.55291399391505,0.35703218647852,0.043671029245888,0.053135328660198,60.27378139433
0.0072,0.55362749545056,0.35865144581207,0.045620566827929,0.052058544723321,60.272611672091
0.007245,0.55386762348708,0.35909667560544,0.046590612512831,0.051388494779781,60.272029644835
0.00729,0.55397033066849,0.35840621398595,0.046848074394572,0.051292307032114,60.271875167747
0.007335,0.55427230615417,0.35808188869624,0.046417714441995,0.051819220776269,60.27213338365
0.00738,0.55511230788713,0.35877408050644,0.045114165748206,0.052900978908791,60.272915512659
0.007425,0.55676265765375,0.36004301009633,0.042875103981672,0.054374437901053,60.274258949362
0.00747,0.55933238393464,0.36126239647857,0.040104577923089,0.056020138034898,60.275921264556
0.007515,0.56272797662549,0.36183822936336,0.037710947589437,0.057607978644778,60.277357442376
0.00756,0.56667571806365,0.36148553207403,0.036746894435641,0.058940536564019,60.277935874114
0.007605,0.57078366102125,0.36109863319558,0.037861211164318,0.059885911794514,60.277267284255
0.00765,0.57462509768672,0.36182142316064,0.040926106316352,0.060394841982218,60.275428347651
0.007695,0.57782655274362,0.36359850090946,0.045093755725565,0.060500476444828,60.272927758669
0.00774,0.58014348480309,0.36594911882566,0.049242804847223,0.060302814720268,60.270438329856
0.007785,0.58150906105202,0.36825148988485,0.052514717798384,0.059942644856056,60.268475182606
0.00783,0.58204561028399,0.36989605418053,0.05459930656229,0.059571345868252,60.26722442968
0.007875,0.58203448431669,0.37042688372407,0.055630709544978,0.059322955157914,60.266605588054
0.00792,0.58185322819745,0.36976835477719,0.055843042987218,0.059293594176132,60.266478188023
0.007965,0.58190580516886,0.36911974593945,0.055293744430956,0.059531123231965,60.266807767069
0.00801,0.58255459835475,0.36937663811487,0.053879621368104,0.060035349135582,60.267656240682
0.008055,0.5840471652886,0.37017848423759,0.051617258234125,0.060766842170281,60.269013658202
0.0081,0.58646064891358,0.3709418837025,0.048933800350061,0.061660912062901,60.270623732505
0.008145,0.58968542286453,0.37111430631364,0.046689844613438,0.062642801485392,60.27197010559
0.00819,0.5934488443031,0.37049636261828,0.045852146733805,0.063640669187055,60.272472724185
0.008235,0.59737134777463,0.37011536645362,0.047001952996696,0.064594200187789,60.27178284061
0.00828,0.60104283745653,0.37087425517764,0.050002681836984,0.065458283240751,60.269982403783
0.008325,0.60410418098789,0.37264719085787,0.05405397146336,0.066202674940371,60.267551630652
0.00837,0.60631784780887,0.37497114297008,0.058098213120031,0.066809537024208,60.265125086302
0.008415,0.60761396915885,0.37725627261058,0.061311632806913,0.067270967923756,60.263197035001
0.00846,0.60810288983156,0.37892314715001,0.063373199374869,0.067588146985602,60.261960095389
0.008505,0.60805154907622,0.37952984306713,0.06438287689046,0.067772673331049,60.26135428904
0.00855,0.60782823503976,0.37892301863973,0.064558075276624,0.067849460519842,60.261249170036
0.008595,0.60782859109088,0.37796896935888,0.063981746967434,0.067859540313864,60.26159496693
0.00864,0.6083991256123,0.37780108108335,0.062605330320657,0.067860669366005,60.262420816699
0.008685,0.60977038382225,0.37815212352207,0.060486139751963,0.067923902289533,60.263692330703
0.00873,0.6120118527734,0.37847438605061,0.05803722064534,0.06812526658042,60.265161681777
0.008775,0.61501904062001,0.37824892796461,0.056043483500402,0.06853311634357,60.266357923747
0.00882,0.61853558466314,0.37737189057723,0.055369851183873,0.069193268946347,60.266762103029
0.008865,0.62220558768329,0.37699531269442,0.056524900658244,0.07011520349954,60.266069073529
0.00891,0.62564557939193,0.37777576177723,0.05936714939551,0.071263044328059,60.264363724739
0.008955,0.62852188732458,0.37953331731281,0.063156524889415,0.072554551980191,60.262090100045
0.009,0.63061820941522,0.38182099338116,0.066921797078363,0.073869915145566,60.259830937331
0.009045,0.63187951658802,0.38407825967879,0.069905261945004,0.075070038150011,60.258040858886
0.00909,0.63242073688928,0.38575373549446,0.071809490230715,0.076021704312043,60.256898322218
0.009135,0.6324928052733,0.38642000214685,0.072728499437182,0.076625015218165,60.25634691684
0.00918,0.63241640696231,0.38587961233,0.072875663411201,0.076837377605429,60.256258618479
0.009225,0.63252176320636,0.38465890276707,0.072352024960812,0.076688390507881,60.256572801466
0.00927,0.63310774010141,0.38409035747765,0.071138969244966,0.076281375435879,60.257300634703
0.009315,0.63439019261558,0.38402394775365,0.069301383908469,0.075779791632997,60.258403185612
0.00936,0.63644749452377,0.38393702970133,0.06720683340395,0.07537991301652,60.259659915581
0.009405,0.63919693487512,0.38333216255937,0.065542017433613,0.075274256699906,60.260658804899
0.00945,0.64241154635476,0.38221428478333,0.065058325568219,0.075612644462754,60.260949019941
0.009495,0.64576943348098,0.38184216628653,0.066189123678438,0.076468860279693,60.260270541255
0.00954,0.64892302473083,0.38262480547948,0.068792533913169,0.077820303634625,60.258708495528
0.009585,0.651573938303,0.38434733550417,0.072199909725125,0.079545837380684,60.256664070583
0.00963,0.65353835040493,0.38657950184753,0.075544891866149,0.081443559250749,60.254657081831
0.009675,0.65478731418493,0.38878885538638,0.07816098006827,0.083266156878208,60.253087429326
0.00972,0.65544549076711,0.39045131315453,0.079801766411075,0.084767676068297,60.252102957782
0.009765,0.65573880461027,0.39115625575507,0.080577414592517,0.085752775167012,60.251637568996
0.00981,0.65591916611975,0.39069010786295,0.080706395408128,0.086118502713197,60.251560180527
0.009855,0.6562278458044,0.38927505440433,0.080300471703956,0.085879633708471,60.251803734685
0.0099,0.65689627383136,0.38835591568235,0.079349836661599,0.08517152568518,60.252374115559
0.009945,0.65811743751626,0.38793289615191,0.077899757922586,0.084228788094705,60.253244162572
0.00999,0.65998333941744,0.38749641340863,0.076247787217813,0.083342954176944,60.254235344732
0.010035,0.66244347949413,0.38655524365714,0.074966203942471,0.082806804035167,60.255004294493
0.01008,0.66531083057246,0.38523650296818,0.074685954875239,0.082856061179065,60.255172443889
0.010125,0.6683067212443,0.38487008729212,0.075765340071447,0.083620174572621,60.254524812943
0.01017,0.67112792827543,0.3856323761349,0.078066819713823,0.085092515340495,60.253143925524
0.010215,0.67351982568735,0.38729415409095,0.081001865053253,0.087126757327504,60.251382898787
0.01026,0.67533921212761,0.38944438305162,0.083822444640439,0.089461129682191,60.249690551484
0.010305,0.67658790788212,0.39157870813981,0.085971423290218,0.091766622305928,60.248401164636
0.01035,0.6773962185956,0.39320070821099,0.087273272060842,0.093710228346406,60.247620055581
0.010395,0.67795355903859,0.39392003392671,0.087870044925516,0.095020968911389,60.247261991957
0.01044,0.67843600693156,0.39352906825274,0.087990988347447,0.095545500682322,60.247189425923
0.010485,0.67899459778393,0.39209929280259,0.087751581157579,0.095281822081277,60.247333070199
0.01053,0.67978587200743,0.39094556412154,0.087133699085523,0.09438369321341,60.247703799344
0.010575,0.68096778238368,0.3902717641532,0.086142310471044,0.093134096665801,60.248298632355
0.01062,0.68264081878449,0.38959071338719,0.084987815914458,0.091892267260934,60.248991328905
0.010665,0.68479038502427,0.38842040952987,0.084118606846124,0.091024257773964,60.249512854208
0.01071,0.68727685960471,0.38699936646774,0.084043267264161,0.090830559278691,60.249558057945
0.010755,0.68987267956491,0.38663936344913,0.085047769501886,0.091485193981333,60.248955356762
0.0108,0.69232647657121,0.38735576897503,0.087003510858414,0.092998704495047,60.247781912259
0.010845,0.6944343423509,0.38892583784148,0.089407817071158,0.095212920477729,60.246339328914
0.01089,0.69609863062811,0.39096154641207,0.091638917868075,0.097829161109837,60.245000668791
0.010935,0.69735100721501,0.39298764171287,0.093259914718437,0.10046485767009,60.244028070939
0.01098,0.69831856644908,0.39453659067822,0.094178376205641,0.10272779600825,60.243476994193
0.011025,0.6991454081653,0.39524249224238,0.094577778016221,0.10429346802705,60.24323735317
0.01107,0.69993357306523,0.39492081966317,0.094700626214739,0.10497016729537,60.243163644271
