TIME,P_G30,P_G31,P_G32,P_G33,P_G34,P_G35,P_G36,P_G37,P_G38,P_G39
0.0506,60.5345,150.7194,165.1596,160.7468,126.3947,154.0651,131.0306,130.7445,201.6906,244.5448
0.0508,61.0074,151.9471,166.4742,162.0401,127.4279,155.3241,132.0411,131.8149,203.2890,246.6475
0.0510,61.4867,153.1955,167.8121,163.3464,128.4717,156.5999,133.0617,132.8949,204.9001,248.7800
0.0512,61.9726,154.4646,169.1734,164.6656,129.5258,157.8922,134.0926,133.9846,206.5238,250.9391
0.0514,62.4653,155.7539,170.5580,165.9976,130.5900,159.2006,135.1341,135.0839,208.1600,253.1223
0.0516,62.9647,157.0633,171.9656,167.3420,131.6642,160.5248,136.1861,136.1925,209.8086,255.3286
0.0518,63.4706,158.3920,173.3957,168.6987,132.7480,161.8646,137.2489,137.3101,211.4694,257.5583
0.0520,63.9825,159.7396,174.8480,170.0675,133.8412,163.2196,138.3225,138.4363,213.1425,259.8119
0.0522,64.5004,161.1056,176.3216,171.4480,134.9435,164.5893,139.4071,139.5707,214.8276,262.0891
0.0524,65.0239,162.4894,177.8160,172.8398,136.0545,165.9732,140.5026,140.7129,216.5246,264.3886
0.0526,65.5529,163.8902,179.3305,174.2424,137.1738,167.3706,141.6089,141.8627,218.2333,266.7078
0.0528,66.0875,165.3074,180.8643,175.6555,138.3010,168.7809,142.7258,143.0197,219.9532,269.0437
0.0530,66.6275,166.7400,182.4165,177.0784,139.4357,170.2033,143.8533,144.1834,221.6842,271.3939
0.0532,67.1728,168.1871,183.9861,178.5106,140.5774,171.6369,144.9911,145.3536,223.4258,273.7565
0.0534,67.7230,169.6475,185.5719,179.9517,141.7257,173.0811,146.1390,146.5298,225.1777,276.1302
0.0536,68.2778,171.1202,187.1728,181.4010,142.8799,174.5349,147.2967,147.7114,226.9394,278.5141
0.0538,68.8369,172.6041,188.7876,182.8580,144.0397,175.9975,148.4638,148.8980,228.7106,280.9065
0.0540,69.4000,174.0979,190.4149,184.3219,145.2044,177.4680,149.6401,150.0891,230.4907,283.3055
0.0542,69.9668,175.6005,192.0534,185.7923,146.3737,178.9454,150.8252,151.2843,232.2793,285.7091
0.0544,70.5370,177.1106,193.7018,187.2683,147.5468,180.4288,152.0185,152.4830,234.0760,288.1153
0.0546,71.1103,178.6268,195.3585,188.7495,148.7234,181.9172,153.2198,153.6848,235.8802,290.5223
0.0548,71.6862,180.1479,197.0222,190.2351,149.9028,183.4097,154.4285,154.8891,237.6913,292.9285
0.0550,72.2644,181.6726,198.6914,191.7246,151.0845,184.9053,155.6441,156.0955,239.5091,295.3320
0.0552,72.8446,183.1997,200.3647,193.2171,152.2680,186.4031,156.8662,157.3034,241.3328,297.7308
0.0554,73.4263,184.7279,202.0407,194.7122,153.4528,187.9020,158.0941,158.5125,243.1621,300.1225
0.0556,74.0094,186.2558,203.7179,196.2090,154.6384,189.4010,159.3273,159.7222,244.9964,302.5050
0.0558,74.5936,187.7822,205.3949,197.7071,155.8241,190.8992,160.5652,160.9324,246.8351,304.8769
0.0560,75.1785,189.3056,207.0703,199.2058,157.0097,192.3958,161.8072,162.1424,248.6776,307.2375
0.0562,75.7638,190.8249,208.7425,200.7046,158.1946,193.8898,163.0528,163.3521,250.5235,309.5866
0.0564,76.3490,192.3388,210.4102,202.2029,159.3784,195.3806,164.3014,164.5609,252.3723,311.9235
0.0566,76.9337,193.8463,212.0721,203.7004,160.5607,196.8674,165.5525,165.7684,254.2236,314.2471
0.0568,77.5175,195.3464,213.7271,205.1963,161.7412,198.3493,166.8055,166.9742,256.0769,316.5552
0.0570,78.1001,196.8383,215.3740,206.6904,162.9194,199.8258,168.0599,168.1782,257.9320,318.8453
0.0572,78.6813,198.3209,217.0120,208.1820,164.0951,201.2960,169.3150,169.3800,259.7883,321.1158
0.0574,79.2609,199.7933,218.6399,209.6710,165.2680,202.7594,170.5703,170.5795,261.6455,323.3658
0.0576,79.8388,201.2548,220.2568,211.1569,166.4378,204.2155,171.8254,171.7767,263.5032,325.5961
0.0578,80.4148,202.7044,221.8617,212.6395,167.6043,205.6638,173.0796,172.9713,265.3610,327.8078
0.0580,80.9885,204.1415,223.4539,214.1186,168.7674,207.1041,174.3327,174.1633,267.2187,330.0021
0.0582,81.5598,205.5658,225.0327,215.5940,169.9269,208.5360,175.5843,175.3526,269.0760,332.1790
0.0584,82.1282,206.9768,226.5976,217.0656,171.0829,209.9595,176.8339,176.5390,270.9328,334.3374
0.0586,82.6935,208.3744,228.1483,218.5332,172.2352,211.3742,178.0812,177.7224,272.7891,336.4760
0.0588,83.2556,209.7584,229.6846,219.9969,173.3838,212.7801,179.3259,178.9031,274.6446,338.5937
0.0590,83.8145,211.1287,231.2063,221.4566,174.5287,214.1771,180.5676,180.0809,276.4994,340.6904
0.0592,84.3703,212.4852,232.7134,222.9125,175.6701,215.5653,181.8062,181.2563,278.3533,342.7678
0.0594,84.9229,213.8279,234.2057,224.3645,176.8081,216.9448,183.0414,182.4293,280.2064,344.8282
0.0596,85.4723,215.1570,235.6834,225.8131,177.9429,218.3161,184.2731,183.6002,282.0586,346.8740
0.0598,86.0186,216.4729,237.1467,227.2583,179.0746,219.6794,185.5014,184.7692,283.9100,348.9066
0.0600,86.5616,217.7761,238.5960,228.7005,180.2035,221.0350,186.7260,185.9365,285.7609,350.9268
0.0602,87.1014,219.0671,240.0320,230.1399,181.3300,222.3836,187.9472,187.1025,287.6114,352.9345
0.0604,87.6378,220.3467,241.4552,231.5770,182.4543,223.7255,189.1648,188.2674,289.4618,354.9300
0.0606,88.1711,221.6156,242.8665,233.0122,183.5768,225.0614,190.3789,189.4316,291.3124,356.9143
0.0608,88.7015,222.8746,244.2666,234.4458,184.6980,226.3919,191.5899,190.5956,293.1634,358.8893
0.0610,89.2292,224.1246,245.6565,235.8785,185.8181,227.7178,192.7977,191.7597,295.0151,360.8578
0.0612,89.7543,225.3666,247.0371,237.3107,186.9378,229.0399,194.0028,192.9245,296.8680,362.8223
0.0614,90.2772,226.6016,248.4095,238.7430,188.0574,230.3590,195.2053,194.0905,298.7224,364.7854
0.0616,90.7980,227.8309,249.7749,240.1761,189.1775,231.6761,196.4057,195.2581,300.5788,366.7488
0.0618,91.3169,229.0557,251.1347,241.6105,190.2987,232.9920,197.6042,196.4279,302.4377,368.7141
0.0620,91.8343,230.2774,252.4901,243.0469,191.4214,234.3078,198.8015,197.6003,304.2995,370.6828
0.0622,92.3503,231.4972,253.8426,244.4859,192.5463,235.6244,199.9978,198.7760,306.1647,372.6568
0.0624,92.8653,232.7167,255.1935,245.9283,193.6739,236.9430,201.1936,199.9554,308.0340,374.6385
0.0626,93.3798,233.9371,256.5445,247.3748,194.8048,238.2645,202.3896,201.1391,309.9078,376.6300
0.0628,93.8939,235.1600,257.8970,248.8260,195.9396,239.5901,203.5863,202.3277,311.7867,378.6336
0.0630,94.4080,236.3870,259.2526,250.2827,197.0790,240.9208,204.7842,203.5217,313.6714,380.6513
0.0632,94.9225,237.6195,260.6129,251.7456,198.2235,242.2577,205.9839,204.7216,315.5623,382.6850
0.0634,95.4378,238.8590,261.9795,253.2154,199.3736,243.6020,207.1861,205.9281,317.4602,384.7369
0.0636,95.9543,240.1069,263.3538,254.6927,200.5301,244.9546,208.3914,207.1415,319.3655,386.8093
0.0638,96.4724,241.3648,264.7376,256.1783,201.6935,246.3167,209.6004,208.3626,321.2788,388.9047
0.0640,96.9926,242.6342,266.1322,257.6729,202.8643,247.6893,210.8138,209.5918,323.2007,391.0252
0.0642,97.5152,243.9165,267.5391,259.1771,204.0431,249.0735,212.0323,210.8296,325.1318,393.1727
0.0644,98.0406,245.2131,268.9601,260.6915,205.2304,250.4702,213.2565,212.0765,327.0726,395.3481
0.0646,98.5692,246.5254,270.3964,262.2167,206.4267,251.8804,214.4871,213.3328,329.0236,397.5524
0.0648,99.1012,247.8548,271.8496,263.7533,207.6326,253.3049,215.7246,214.5989,330.9855,399.7863
0.0650,99.6370,249.2025,273.3208,265.3017,208.8484,254.7446,216.9698,215.8752,332.9587,402.0514
0.0652,100.1770,250.5695,274.8115,266.8626,210.0746,256.2003,218.2231,217.1619,334.9436,404.3497
0.0654,100.7216,251.9570,276.3225,268.4364,211.3115,257.6728,219.4853,218.4596,336.9408,406.6833
0.0656,101.2714,253.3659,277.8550,270.0235,212.5595,259.1626,220.7568,219.7685,338.9504,409.0540
0.0658,101.8266,254.7971,279.4100,271.6241,213.8190,260.6705,222.0383,221.0889,340.9730,411.4628
0.0660,102.3875,256.2515,280.9884,273.2388,215.0901,262.1970,223.3302,222.4209,343.0088,413.9095
0.0662,102.9544,257.7300,282.5910,274.8676,216.3731,263.7424,224.6329,223.7647,345.0581,416.3936
0.0664,103.5274,259.2330,284.2185,276.5108,217.6683,265.3071,225.9469,225.1203,347.1212,418.9143
0.0666,104.1067,260.7611,285.8715,278.1686,218.9756,266.8915,227.2726,226.4878,349.1983,421.4716
0.0668,104.6925,262.3147,287.5505,279.8410,220.2953,268.4957,228.6102,227.8671,351.2897,424.0661
0.0670,105.2851,263.8938,289.2556,281.5282,221.6273,270.1199,229.9601,229.2583,353.3953,426.6989
0.0672,105.8847,265.4987,290.9870,283.2301,222.9717,271.7641,231.3226,230.6613,355.5153,429.3705
0.0674,106.4916,267.1294,292.7449,284.9466,224.3285,273.4283,232.6978,232.0762,357.6496,432.0809
0.0676,107.1059,268.7858,294.5290,286.6777,225.6974,275.1123,234.0859,233.5027,359.7981,434.8291
0.0678,107.7276,270.4677,296.3394,288.4230,227.0785,276.8159,235.4869,234.9406,361.9609,437.6131
0.0680,108.3568,272.1748,298.1758,290.1825,228.4714,278.5387,236.9009,236.3898,364.1378,440.4311
0.0682,108.9933,273.9066,300.0377,291.9558,229.8760,280.2804,238.3278,237.8497,366.3286,443.2815
0.0684,109.6371,275.6626,301.9246,293.7425,231.2920,282.0405,239.7676,239.3201,368.5332,446.1631
0.0686,110.2882,277.4419,303.8357,295.5423,232.7190,283.8185,241.2201,240.8007,370.7513,449.0753
0.0688,110.9467,279.2438,305.7704,297.3548,234.1567,285.6136,242.6851,242.2911,372.9825,452.0173
0.0690,111.6123,281.0673,307.7276,299.1794,235.6048,287.4252,244.1624,243.7908,375.2265,454.9878
0.0692,112.2851,282.9114,309.7064,301.0156,237.0627,289.2526,245.6517,245.2995,377.4829,457.9850
0.0694,112.9649,284.7750,311.7057,302.8629,238.5299,291.0948,247.1527,246.8166,379.7513,461.0063
0.0696,113.6515,286.6569,313.7243,304.7207,240.0061,292.9510,248.6649,248.3416,382.0311,464.0493
0.0698,114.3446,288.5558,315.7610,306.5882,241.4906,294.8201,250.1878,249.8739,384.3220,467.1114
0.0700,115.0440,290.4703,317.8144,308.4649,242.9828,296.7012,251.7211,251.4130,386.6234,470.1905
0.0702,115.7493,292.3989,319.8830,310.3501,244.4823,298.5932,253.2642,252.9583,388.9347,473.2846
0.0704,116.4603,294.3402,321.9654,312.2430,245.9883,300.4951,254.8165,254.5092,391.2553,476.3915
0.0706,117.1767,296.2925,324.0601,314.1428,247.5003,302.4056,256.3774,256.0651,393.5846,479.5091
0.0708,117.8982,298.2543,326.1654,316.0489,249.0176,304.3236,257.9462,257.6254,395.9221,482.6350
0.0710,118.6244,300.2238,328.2797,317.9605,250.5395,306.2480,259.5223,259.1893,398.2671,485.7665
0.0712,119.3549,302.1995,330.4013,319.8767,252.0655,308.1774,261.1051,260.7564,400.6189,488.9014
0.0714,120.0893,304.1795,332.5286,321.7970,253.5948,310.1109,262.6937,262.3260,402.9769,492.0372
0.0716,120.8273,306.1623,334.6598,323.7203,255.1268,312.0471,264.2875,263.8975,405.3404,495.1717
0.0718,121.5684,308.1460,336.7933,325.6461,256.6608,313.9848,265.8858,265.4703,407.7088,498.3025
0.0720,122.3122,310.1291,338.9274,327.5736,258.1962,315.9228,267.4878,267.0438,410.0814,501.4273
0.0722,123.0584,312.1098,341.0606,329.5020,259.7324,317.8600,269.0927,268.6174,412.4575,504.5433
0.0724,123.8064,314.0865,343.1911,331.4306,261.2687,319.7953,270.6997,270.1906,414.8366,507.6484
0.0726,124.5557,316.0577,345.3174,333.3587,262.8045,321.7275,272.3083,271.7628,417.2181,510.7404
0.0728,125.3059,318.0217,347.4380,335.2858,264.3392,323.6556,273.9175,273.3334,419.6013,513.8176
0.0730,126.0566,319.9771,349.5514,337.2111,265.8723,325.5786,275.5269,274.9020,421.9857,516.8785
0.0732,126.8074,321.9224,351.6560,339.1341,267.4034,327.4955,277.1355,276.4682,424.3708,519.9219
0.0734,127.5579,323.8563,353.7508,341.0542,268.9317,329.4054,278.7429,278.0316,426.7560,522.9461
0.0736,128.3077,325.7776,355.8343,342.9710,270.4570,331.3075,280.3483,279.5918,429.1409,525.9495
0.0738,129.0564,327.6852,357.9055,344.8839,271.9788,333.2010,281.9511,281.1485,431.5249,528.9301
0.0740,129.8037,329.5779,359.9634,346.7926,273.4967,335.0851,283.5508,282.7013,433.9078,531.8865
0.0742,130.5491,331.4548,362.0070,348.6967,275.0103,336.9593,285.1468,284.2501,436.2891,534.8174
0.0744,131.2922,333.3152,364.0355,350.5959,276.5195,338.8231,286.7387,285.7945,438.6685,537.7224
0.0746,132.0326,335.1581,366.0481,352.4900,278.0238,340.6759,288.3260,287.3344,441.0459,540.6013
0.0748,132.7702,336.9831,368.0442,354.3788,279.5232,342.5175,289.9084,288.8697,443.4209,543.4541
0.0750,133.5046,338.7896,370.0234,356.2621,281.0175,344.3475,291.4856,290.4004,445.7935,546.2810
0.0752,134.2356,340.5774,371.9852,358.1399,282.5066,346.1658,293.0572,291.9264,448.1633,549.0815
0.0754,134.9632,342.3462,373.9296,360.0122,283.9904,347.9723,294.6230,293.4478,450.5305,551.8554
0.0756,135.6870,344.0961,375.8564,361.8790,285.4689,349.7669,296.1830,294.9647,452.8950,554.6024
0.0758,136.4068,345.8271,377.7658,363.7404,286.9422,351.5498,297.7369,296.4772,455.2567,557.3228
0.0760,137.1226,347.5393,379.6578,365.5966,288.4104,353.3212,299.2848,297.9854,457.6159,560.0174
0.0762,137.8340,349.2331,381.5329,367.4478,289.8737,355.0813,300.8266,299.4896,459.9726,562.6875
0.0764,138.5412,350.9089,383.3913,369.2944,291.3322,356.8306,302.3626,300.9901,462.3272,565.3346
0.0766,139.2441,352.5674,385.2338,371.1367,292.7862,358.5695,303.8928,302.4871,464.6797,567.9600
0.0768,139.9426,354.2094,387.0609,372.9750,294.2361,360.2986,305.4174,303.9811,467.0305,570.5653
0.0770,140.6370,355.8357,388.8735,374.8099,295.6821,362.0185,306.9368,305.4724,469.3800,573.1517
0.0772,141.3273,357.4472,390.6726,376.6418,297.1247,363.7300,308.4513,306.9616,471.7284,575.7206
0.0774,142.0135,359.0452,392.4593,378.4713,298.5644,365.4339,309.9612,308.4491,474.0764,578.2736
0.0776,142.6957,360.6308,394.2346,380.2990,300.0015,367.1310,311.4670,309.9354,476.4243,580.8128
0.0778,143.3742,362.2054,395.9998,382.1254,301.4366,368.8223,312.9692,311.4210,478.7727,583.3404
0.0780,144.0491,363.7703,397.7563,383.9514,302.8704,370.5088,314.4684,312.9066,481.1221,585.8589
0.0782,144.7207,365.3270,399.5055,385.7776,304.3032,372.1916,315.9651,314.3927,483.4731,588.3709
0.0784,145.3893,366.8772,401.2489,387.6047,305.7359,373.8719,317.4600,315.8800,485.8263,590.8787
0.0786,146.0550,368.4225,402.9881,389.4336,307.1690,375.5507,318.9539,317.3691,488.1824,593.3848
0.0788,146.7184,369.9647,404.7246,391.2649,308.6032,377.2294,320.4473,318.8606,490.5421,595.8917
0.0790,147.3796,371.5055,406.4602,393.0996,310.0391,378.9091,321.9411,320.3554,492.9060,598.4020
0.0792,148.0392,373.0468,408.1967,394.9383,311.4775,380.5912,323.4361,321.8540,495.2748,600.9183
0.0794,148.6974,374.5903,409.9356,396.7820,312.9191,382.2769,324.9330,323.3571,497.6492,603.4434
0.0796,149.3547,376.1381,411.6789,398.6315,314.3646,383.9676,326.4327,324.8655,500.0301,605.9800
0.0798,150.0115,377.6919,413.4284,400.4876,315.8148,385.6645,327.9360,326.3798,502.4180,608.5307
0.0800,150.6682,379.2538,415.1856,402.3510,317.2702,387.3689,329.4437,327.9007,504.8137,611.0981
0.0802,151.3254,380.8254,416.9526,404.2228,318.7317,389.0822,330.9567,329.4289,507.2180,613.6849
0.0804,151.9834,382.4088,418.7309,406.1035,320.2000,390.8055,332.4759,330.9650,509.6315,616.2937
0.0806,152.6428,384.0057,420.5223,407.9940,321.6757,392.5403,334.0020,332.5096,512.0549,618.9272
0.0808,153.3039,385.6180,422.3285,409.8951,323.1596,394.2877,335.5360,334.0634,514.4890,621.5878
0.0810,153.9673,387.2473,424.1510,411.8074,324.6522,396.0488,337.0786,335.6269,516.9343,624.2779
0.0812,154.6335,388.8954,425.9914,413.7317,326.1543,397.8248,338.6306,337.2008,519.3915,626.9996
0.0814,155.3030,390.5638,427.8513,415.6686,327.6663,399.6169,340.1928,338.7854,521.8612,629.7547
0.0816,155.9762,392.2540,429.7320,417.6187,329.1890,401.4258,341.7659,340.3815,524.3440,632.5451
0.0818,156.6535,393.9676,431.6348,419.5825,330.7228,403.2528,343.3506,341.9893,526.8403,635.3727
0.0820,157.3355,395.7057,433.5610,421.5606,332.2681,405.0985,344.9475,343.6093,529.3507,638.2392
0.0822,158.0225,397.4697,435.5117,423.5535,333.8256,406.9639,346.5572,345.2418,531.8756,641.1463
0.0824,158.7149,399.2605,437.4878,425.5615,335.3955,408.8496,348.1804,346.8872,534.4155,644.0955
0.0826,159.4131,401.0792,439.4902,427.5850,336.9783,410.7564,349.8174,348.5458,536.9706,647.0879
0.0828,160.1176,402.9267,441.5197,429.6243,338.5742,412.6847,351.4689,350.2177,539.5412,650.1244
0.0830,160.8286,404.8036,443.5771,431.6796,340.1836,414.6350,353.1351,351.9031,542.1277,653.2054
0.0832,161.5466,406.7105,445.6627,433.7511,341.8066,416.6076,354.8163,353.6022,544.7302,656.3313
0.0834,162.2718,408.6479,447.7769,435.8389,343.4434,418.6028,356.5129,355.3150,547.3488,659.5024
0.0836,163.0044,410.6160,449.9201,437.9430,345.0940,420.6208,358.2250,357.0416,549.9836,662.7189
0.0838,163.7447,412.6149,452.0922,440.0634,346.7587,422.6616,359.9528,358.7818,552.6347,665.9809
0.0840,164.4929,414.6446,454.2933,442.2000,348.4373,424.7252,361.6962,360.5357,555.3019,669.2884
0.0842,165.2492,416.7051,456.5231,444.3527,350.1297,426.8114,363.4554,362.3029,557.9853,672.6407
0.0844,166.0136,418.7958,458.7814,446.5212,351.8359,428.9200,365.2303,364.0834,560.6846,676.0372
0.0846,166.7864,420.9165,461.0676,448.7053,353.5557,431.0506,367.0206,365.8768,563.3997,679.4767
0.0848,167.5674,423.0664,463.3813,450.9046,355.2889,433.2028,368.8261,367.6829,566.1302,682.9580
0.0850,168.3569,425.2449,465.7217,453.1187,357.0351,435.3760,370.6466,369.5013,568.8760,686.4795
0.0852,169.1548,427.4510,468.0880,455.3472,358.7940,437.5696,372.4818,371.3317,571.6365,690.0399
0.0854,169.9610,429.6836,470.4791,457.5895,360.5652,439.7828,374.3311,373.1735,574.4113,693.6376
0.0856,170.7754,431.9417,472.8940,459.8451,362.3484,442.0149,376.1941,375.0262,577.2001,697.2708
0.0858,171.5979,434.2238,475.3315,462.1133,364.1430,444.2648,378.0703,376.8893,580.0022,700.9376
0.0860,172.4283,436.5287,477.7903,464.3935,365.9484,446.5318,379.9590,378.7623,582.8171,704.6356
0.0862,173.2664,438.8548,480.2690,466.6850,367.7642,448.8146,381.8596,380.6445,585.6442,708.3626
0.0864,174.1121,441.2004,482.7661,468.9870,369.5897,451.1121,383.7714,382.5353,588.4829,712.1159
0.0866,174.9650,443.5639,485.2800,471.2987,371.4243,453.4233,385.6937,384.4341,591.3325,715.8929
0.0868,175.8248,445.9435,487.8091,473.6194,373.2672,455.7468,387.6256,386.3400,594.1923,719.6909
0.0870,176.6912,448.3373,490.3517,475.9483,375.1179,458.0814,389.5663,388.2525,597.0615,723.5073
0.0872,177.5639,450.7434,492.9061,478.2843,376.9755,460.4257,391.5149,390.1708,599.9395,727.3391
0.0874,178.4425,453.1598,495.4703,480.6268,378.8394,462.7784,393.4705,392.0941,602.8253,731.1835
0.0876,179.3265,455.5844,498.0427,482.9748,380.7087,465.1381,395.4323,394.0217,605.7183,735.0376
0.0878,180.2156,458.0153,500.6213,485.3273,382.5827,467.5034,397.3992,395.9529,608.6177,738.8984
0.0880,181.1092,460.4503,503.2043,487.6836,384.4607,469.8730,399.3703,397.8869,611.5227,742.7628
0.0882,182.0069,462.8874,505.7898,490.0428,386.3418,472.2453,401.3448,399.8229,614.4324,746.6280
0.0884,182.9083,465.3245,508.3760,492.4039,388.2252,474.6191,403.3215,401.7601,617.3461,750.4910
0.0886,183.8128,467.7596,510.9610,494.7661,390.1103,476.9929,405.2996,403.6980,620.2630,754.3488
0.0888,184.7199,470.1906,513.5430,497.1285,391.9962,479.3653,407.2781,405.6357,623.1824,758.1987
0.0890,185.6291,472.6155,516.1204,499.4904,393.8821,481.7350,409.2561,407.5726,626.1035,762.0377
0.0892,186.5399,475.0326,518.6913,501.8510,395.7675,484.1008,411.2327,409.5079,629.0255,765.8631
0.0894,187.4519,477.4398,521.2541,504.2095,397.6514,486.4614,413.2070,411.4411,631.9479,769.6724
0.0896,188.3643,479.8353,523.8074,506.5651,399.5333,488.8155,415.1782,413.3716,634.8699,773.4633
0.0898,189.2769,482.2176,526.3495,508.9172,401.4126,491.1621,417.1455,415.2988,637.7908,777.2334
0.0900,190.1890,484.5850,528.8791,511.2653,403.2886,493.5000,419.1081,417.2221,640.7102,780.9806
0.0902,191.1002,486.9360,531.3949,513.6086,405.1607,495.8284,421.0654,419.1411,643.6274,784.7030
0.0904,192.0100,489.2692,533.8957,515.9467,407.0284,498.1462,423.0166,421.0553,646.5420,788.3985
0.0906,192.9180,491.5834,536.3804,518.2791,408.8913,500.4527,424.9611,422.9643,649.4536,792.0654
0.0908,193.8237,493.8775,538.8482,520.6054,410.7488,502.7471,426.8985,424.8678,652.3616,795.7021
0.0910,194.7266,496.1504,541.2981,522.9252,412.6007,505.0287,428.8282,426.7656,655.2659,799.3075
0.0912,195.6265,498.4014,543.7295,525.2383,414.4465,507.2970,430.7498,428.6572,658.1661,802.8804
0.0914,196.5229,500.6297,546.1418,527.5445,416.2860,509.5515,432.6630,430.5427,661.0620,806.4204
0.0916,197.4156,502.8347,548.5347,529.8435,418.1190,511.7919,434.5676,432.4219,663.9533,809.9268
0.0918,198.3042,505.0162,550.9077,532.1354,419.9453,514.0181,436.4633,434.2947,666.8401,813.3992
0.0920,199.1884,507.1739,553.2608,534.4201,421.7648,516.2297,438.3501,436.1610,669.7223,816.8374
0.0922,200.0681,509.3078,555.5940,536.6976,423.5775,518.4269,440.2278,438.0210,672.5999,820.2414
0.0924,200.9429,511.4179,557.9075,538.9681,425.3834,520.6096,442.0966,439.8748,675.4730,823.6113
0.0926,201.8128,513.5045,560.2016,541.2319,427.1825,522.7781,443.9566,441.7225,678.3417,826.9478
0.0928,202.6777,515.5681,562.4767,543.4890,428.9750,524.9328,445.8079,443.5644,681.2063,830.2516
0.0930,203.5374,517.6093,564.7333,545.7400,430.7612,527.0740,447.6509,445.4007,684.0670,833.5239
0.0932,204.3919,519.6287,566.9723,547.9851,432.5412,529.2022,449.4859,447.2318,686.9242,836.7660
0.0934,205.2412,521.6274,569.1945,550.2249,434.3153,531.3180,451.3133,449.0582,689.7782,839.9794
0.0936,206.0854,523.6064,571.4008,552.4598,436.0841,533.4223,453.1336,450.8802,692.6295,843.1656
0.0938,206.9246,525.5668,573.5925,554.6904,437.8478,535.5157,454.9475,452.6983,695.4787,846.3265
0.0940,207.7588,527.5101,575.7706,556.9175,439.6070,537.5993,456.7554,454.5131,698.3262,849.4640
0.0942,208.5882,529.4377,577.9366,559.1415,441.3621,539.6739,458.5582,456.3252,701.1726,852.5804
0.0944,209.4130,531.3512,580.0919,561.3634,443.1139,541.7408,460.3565,458.1351,704.0187,855.6780
0.0946,210.2335,533.2523,582.2380,563.5838,444.8628,543.8010,462.1513,459.9437,706.8651,858.7594
0.0948,211.0499,535.1428,584.3766,565.8036,446.6096,545.8557,463.9433,461.7514,709.7124,861.8274
0.0950,211.8625,537.0246,586.5093,568.0236,448.3549,547.9063,465.7335,463.5592,712.5616,864.8849
0.0952,212.6717,538.8997,588.6379,570.2448,450.0995,549.9540,467.5227,465.3678,715.4133,867.9348
0.0954,213.4779,540.7702,590.7643,572.4679,451.8441,552.0003,469.3121,467.1778,718.2684,870.9801
0.0956,214.2814,542.6382,592.8903,574.6940,453.5896,554.0466,471.1026,468.9902,721.1277,874.0239
0.0958,215.0827,544.5059,595.0179,576.9239,455.3366,556.0943,472.8952,470.8057,723.9920,877.0693
0.0960,215.8823,546.3754,597.1489,579.1586,457.0862,558.1449,474.6911,472.6252,726.8623,880.1196
0.0962,216.6805,548.2490,599.2852,581.3992,458.8390,560.2000,476.4912,474.4494,729.7393,883.1780
0.0964,217.4780,550.1291,601.4290,583.6464,460.5959,562.2609,478.2966,476.2791,732.6240,886.2479
0.0966,218.2752,552.0177,603.5820,585.9013,462.3577,564.3293,480.1085,478.1153,735.5172,889.3324
0.0968,219.0727,553.9171,605.7462,588.1648,464.1254,566.4066,481.9277,479.9587,738.4197,892.4348
0.0970,219.8709,555.8296,607.9235,590.4378,465.8996,568.4943,483.7555,481.8100,741.3324,895.5582
0.0972,220.6705,557.7573,610.1157,592.7213,467.6813,570.5937,485.5929,483.6701,744.2562,898.7058
0.0974,221.4720,559.7023,612.3247,595.0160,469.4713,572.7065,487.4407,485.5397,747.1917,901.8807
0.0976,222.2759,561.6667,614.5521,597.3228,471.2702,574.8338,489.3001,487.4195,750.1397,905.0859
0.0978,223.0828,563.6524,616.7995,599.6425,473.0789,576.9770,491.1719,489.3102,753.1011,908.3242
0.0980,223.8933,565.6613,619.0687,601.9758,474.8981,579.1373,493.0570,491.2124,756.0764,911.5981
0.0982,224.7078,567.6951,621.3610,604.3235,476.7285,581.3160,494.9562,493.1269,759.0664,914.9102
