! This profile is for proposed LVRT to align with IEEE2800 (nogrr245) for Wind.  The #2 at the end indicates this is a piece-wise curve.  The 0.1 pu at end tests protection to intentionally trip the plant. https://www.ercot.com/mktrules/issues/NOGRR245#keydocs
-100 			1
0	1
0.0001	0.7
1.3	0.7
1.3001	1
11.4	1
11.4001	0
11.56	0
11.5601	1
21.8	1
21.801	0.25
23	0.25
23.001	1
33	1
33.001	0.5
35.5	0.5
35.501	1
45.5	1
45.501	0.7
48.5	0.7
48.501	1
58.8	1
58.801	1
59	1
ENDFILE:


