TIME,B32Vrms
5.015,225.894
5.02,225.945
5.025,225.542
5.03,225.18
5.035,225.284
5.04,225.62
5.045,226.137
5.05,226.306
5.055,226.238
5.06,226.152
5.065,225.668
5.07,225.394
5.075,226.684
5.08,223.789
5.085,224.134
5.09,224.062
5.095,224.866
5.1,224.974
5.105,224.533
5.11,224.49
5.115,224.486
5.12,223.741
5.125,222.186
5.13,222.158
5.135,222.223
5.14,222.07
5.145,221.56
5.15,224.185
5.155,223.761
5.16,223.766
5.165,223.215
5.17,224.867
5.175,222.992
5.18,223.444
5.185,224.18
5.19,223.069
5.195,223.403
5.2,223.566
5.205,223.813
5.21,223.752
5.215,223.724
5.22,223.7
5.225,222.253
5.23,222.869
5.235,225.065
5.24,225.404
5.245,225.301
5.25,224.741
5.255,224.258
5.26,223.719
5.265,224.288
5.27,224.781
5.275,223.946
5.28,225.51
5.285,225.557
5.29,225.022
5.295,225.351
5.3,225.838
5.305,225.778
5.31,226.178
5.315,226.056
5.32,225.663
5.325,225.751
5.33,226.03
5.335,225.109
5.34,225.924
5.345,225.106
5.35,224.814
5.355,223.886
5.36,224.11
5.365,224.249
5.37,225.329
5.375,224.803
5.38,224.286
5.385,226.289
5.39,226.617
5.395,226.125
5.4,225.808
5.405,224.96
5.41,225.242
5.415,226.773
5.42,225.662
5.425,224.202
5.43,225.46
5.435,224.558
5.44,224.492
5.445,223.749
5.45,226.11
5.455,226.162
5.46,226.013
5.465,225.98
5.47,225.569
5.475,224.716
5.48,224.279
5.485,227.338
5.49,227.868
5.495,227.131
5.5,225.56
5.505,225.38
5.51,226.036
5.515,226.608
5.52,225.491
5.525,224.604
5.53,225.432
5.535,225.71
5.54,225.927
5.545,224.946
5.55,225.38
5.555,224.336
5.56,224.223
5.565,225.59
5.57,225.391
5.575,225.003
5.58,225.371
5.585,225.338
5.59,225.517
5.595,225.03
5.6,225.092
5.605,224.036
5.61,223.81
5.615,225.56
5.62,224.105
5.625,223.85
5.63,223.837
5.635,225.558
5.64,224.895
5.645,225.915
5.65,224.944
5.655,224.206
5.66,224.367
5.665,223.726
5.67,224.63
5.675,223.434
5.68,223.557
5.685,223.688
5.69,223.906
5.695,223.561
5.7,224.216
5.705,222.949
5.71,224.229
5.715,223.583
5.72,223.747
5.725,222.187
5.73,224.708
5.735,225.255
5.74,227.805
5.745,225.9
5.75,226.469
5.755,225.794
5.76,225.223
5.765,225.361
5.77,224.657
5.775,223.206
5.78,223.374
5.785,224.556
5.79,224.766
5.795,224.827
5.8,224.177
5.805,223.905
5.81,224.375
5.815,224.407
5.82,224.118
5.825,222.831
5.83,223.98
5.835,225.337
5.84,224.937
5.845,224.156
5.85,224.74
5.855,224.567
5.86,225.464
5.865,226.678
5.87,228.449
5.875,226.567
5.88,227.193
5.885,227.169
5.89,226.15
5.895,224.913
5.9,226.737
5.905,225.312
5.91,225.193
5.915,224.843
5.92,227.049
5.925,225.337
5.93,225.843
5.935,226.304
5.94,226.509
5.945,224.951
5.95,224.792
5.955,224.065
5.96,224.628
5.965,223.351
5.97,223.905
5.975,222.392
5.98,222.359
5.985,223.091
5.99,223.563
5.995,223.788
6,226.757
6.005,226.386
6.01,225.179
6.015,224.413
6.02,225.282
6.025,225.247
6.03,226.846
6.035,229.739
6.04,228.29
6.045,227.067
6.05,227.718
6.055,228.919
6.06,227.282
6.065,226.723
6.07,225.342
6.075,224.399
6.08,224.175
6.085,224.175
6.09,223.636
6.095,223.184
6.1,222.713
6.105,221.577
6.11,222.912
6.115,222.435
6.12,222.296
6.125,221.623
6.13,222.2
6.135,222.5
6.14,221.999
6.145,221.889
6.15,221.217
6.155,222.2
6.16,221.452
6.165,221.845
6.17,223.297
6.175,222.377
6.18,222.704
6.185,223.113
6.19,223.97
6.195,223.955
6.2,224.371
6.205,223.851
6.21,223.582
6.215,224.189
6.22,223.422
6.225,222.729
6.23,223.238
6.235,222.87
6.24,223.079
6.245,223.561
6.25,223.541
6.255,223.767
6.26,226.039
6.265,225.87
6.27,225.871
6.275,224.096
6.28,224.024
6.285,225.311
6.29,224.937
6.295,223.967
6.3,224.293
6.305,223.78
6.31,223.539
6.315,223.426
6.32,222.844
6.325,222.532
6.33,223.271
6.335,223.521
6.34,223.549
6.345,224.322
6.35,224.425
6.355,226.308
6.36,225.819
6.365,224.739
6.37,223.541
6.375,222.679
6.38,224.553
6.385,226.052
6.39,225.961
6.395,226.203
6.4,225.678
6.405,226.39
6.41,226.474
6.415,227.005
6.42,226.954
6.425,226.365
6.43,226.388
6.435,226.173
6.44,225.94
6.445,225.807
6.45,225.562
6.455,224.874
6.46,225.214
6.465,225.443
6.47,227.222
6.475,225.986
6.48,225.083
6.485,226.457
6.49,226.906
6.495,226.449
6.5,226.923
6.505,225.99
6.51,225.583
6.515,226.009
6.52,225.23
6.525,224.787
6.53,224.079
6.535,224.799
6.54,226.873
6.545,225.775
6.55,224.643
6.555,223.918
6.56,224.127
6.565,225.107
6.57,225.438
6.575,224.071
6.58,223.611
6.585,224.875
6.59,225.663
6.595,226.559
6.6,225.694
6.605,224.313
6.61,223.234
6.615,224.17
6.62,223.367
6.625,223.684
6.63,222.617
6.635,223.992
6.64,224.1
6.645,223.988
6.65,223.661
6.655,223.183
6.66,223.284
6.665,224.242
6.67,224.812
6.675,225.117
6.68,223.275
6.685,224.946
6.69,224.077
6.695,224.803
6.7,223.197
6.705,223.154
6.71,223.265
6.715,223.782
6.72,225.156
6.725,225.016
6.73,224.773
6.735,225.048
6.74,225.195
6.745,224.739
6.75,224.556
6.755,226.602
6.76,225.77
6.765,225.507
6.77,225.348
6.775,224.599
6.78,223.795
6.785,224.826
6.79,224.342
6.795,224.255
6.8,223.8
6.805,223.536
6.81,224.737
6.815,225.441
6.82,225.549
6.825,226.477
6.83,225.992
6.835,225.731
6.84,225.08
6.845,224.729
6.85,223.389
6.855,225.445
6.86,226.782
6.865,226.415
6.87,226.549
6.875,225.838
6.88,224.716
6.885,224.833
6.89,225.218
6.895,224.328
6.9,225.105
6.905,224.423
6.91,224.245
6.915,224.089
6.92,224.5
6.925,224.176
6.93,223.333
6.935,226.028
6.94,225.834
6.945,225.942
6.95,224.963
6.955,224.359
6.96,223.901
6.965,223.689
6.97,224.635
6.975,226.033
6.98,225.595
6.985,226.947
6.99,226.102
6.995,226.115
7,225.784
7.005,224.866
7.01,225.265
7.015,224.865
7.02,225.165
7.025,224.461
7.03,224.747
7.035,224.908
7.04,224.83
7.045,225.408
7.05,225.914
7.055,224.312
7.06,224.832
7.065,224.858
7.07,225.097
7.075,223.782
7.08,223.737
7.085,223.875
7.09,224.213
7.095,224.905
7.1,225.449
7.105,225.426
7.11,226.09
7.115,225.249
7.12,225.424
7.125,225.244
7.13,224.529
7.135,224.888
7.14,224.181
7.145,224.314
7.15,223.517
7.155,223.541
7.16,224.763
7.165,224.779
7.17,225.424
7.175,223.683
7.18,224.498
7.185,224.465
7.19,225.057
7.195,224.942
7.2,223.217
7.205,224.141
7.21,224.109
7.215,224.976
7.22,225.122
7.225,224.849
7.23,225.767
7.235,225.778
7.24,226.838
7.245,226.452
7.25,225.927
7.255,226.084
7.26,226.935
7.265,226.316
7.27,225.759
7.275,225.579
7.28,225.174
7.285,224.392
7.29,224.983
7.295,225.156
7.3,225.171
7.305,225.332
7.31,226.008
7.315,225.902
7.32,226.592
7.325,225.708
7.33,225.689
7.335,226.896
7.34,226.455
7.345,227.328
7.35,227.015
7.355,227.644
7.36,226.342
7.365,225.912
7.37,225.264
7.375,226.781
7.38,225.581
7.385,226.528
7.39,227.559
7.395,228.234
7.4,229.401
7.405,228.44
7.41,227.855
7.415,227.644
7.42,227.115
7.425,227.898
7.43,227.261
7.435,226.974
7.44,225.587
7.445,225.423
7.45,226.495
7.455,227.221
7.46,226.795
7.465,226.152
7.47,225.551
7.475,224.345
7.48,224.566
7.485,224.775
7.49,226.616
7.495,225.08
7.5,225.347
7.505,224.128
7.51,224.506
7.515,224.916
7.52,224.689
7.525,223.304
7.53,222.925
7.535,224.086
7.54,223.119
7.545,223.24
7.55,224.163
7.555,223.38
7.56,223.917
7.565,224.544
7.57,224.031
7.575,224.874
7.58,223.875
7.585,224.516
7.59,226.417
7.595,225.416
7.6,225.13
7.605,227.082
7.61,226.419
7.615,226.253
7.62,225.125
7.625,224.839
7.63,224.103
7.635,224.607
7.64,223.185
7.645,223.685
7.65,223.514
7.655,224.263
7.66,224.749
7.665,224.028
7.67,223.898
7.675,222.813
7.68,223.22
7.685,223.073
7.69,222.908
7.695,222.415
7.7,222.673
7.705,222.572
7.71,223.55
7.715,223.559
7.72,223.71
7.725,222.683
7.73,223.313
7.735,224.058
7.74,224.114
7.745,224.219
7.75,224.933
7.755,223.741
7.76,223.957
7.765,224.229
7.77,225.75
7.775,224.982
7.78,224.733
7.785,226.245
7.79,228.883
7.795,227.309
7.8,226.943
7.805,226.389
7.81,226.898
7.815,226.965
7.82,228.362
7.825,227.364
7.83,227.663
7.835,225.612
7.84,225.422
7.845,224.278
7.85,224.004
7.855,224.184
7.86,223.975
7.865,223.88
7.87,222.395
7.875,222.958
7.88,223.11
7.885,223.758
7.89,224.085
7.895,222.977
7.9,223.801
7.905,226.274
7.91,226.135
7.915,224.691
7.92,224.539
7.925,223.595
7.93,223.97
7.935,223.311
7.94,223.016
7.945,223.34
7.95,223.374
7.955,222.071
7.96,222.472
7.965,222.25
7.97,223.618
7.975,223.273
7.98,222.667
7.985,223.888
7.99,223.398
7.995,223.709
8,223.879
8.005,221.723
8.01,222.142
8.015,221.872
8.02,222.949
8.025,222.891
8.03,222.633
8.035,223.995
8.04,223.965
8.045,223.844
8.05,223.226
8.055,223.055
8.06,223.024
8.065,222.951
8.07,222.956
8.075,224.264
8.08,223.24
8.085,223.874
8.09,223.751
8.095,223.639
8.1,224.718
8.105,224.734
8.11,225.169
8.115,225.707
8.12,226.012
8.125,224.236
8.13,223.857
8.135,224.666
8.14,224.144
8.145,223.885
8.15,223.459
8.155,224.563
8.16,225.113
8.165,225.177
8.17,225.656
8.175,223.936
8.18,223.923
8.185,224.475
8.19,224.761
8.195,225.225
8.2,225.843
8.205,224.949
8.21,224.737
8.215,224.288
8.22,225.071
8.225,224.632
8.23,225.02
8.235,225.073
8.24,224.952
8.245,224.878
8.25,223.261
8.255,223.596
8.26,222.956
8.265,223.924
8.27,224.875
8.275,225.109
8.28,224.44
8.285,223.984
8.29,224.017
8.295,224.343
8.3,223.869
8.305,224.228
8.31,223.666
8.315,224.258
8.32,224.906
8.325,224.228
8.33,225.685
8.335,227.114
8.34,227.216
8.345,226.104
8.35,224.784
8.355,225.339
8.36,225.653
8.365,226.24
8.37,225.105
8.375,224.042
8.38,224.093
8.385,224.548
8.39,224.311
8.395,224.296
8.4,223.541
8.405,224.93
8.41,224.072
8.415,224.056
8.42,225.028
8.425,225.114
8.43,224.018
8.435,224.611
8.44,225.112
8.445,224.778
8.45,225.308
8.455,222.571
8.46,223.994
8.465,223.745
8.47,224.165
8.475,224.308
8.48,225.352
8.485,225.765
8.49,224.649
8.495,224.381
8.5,225.011
8.505,224.086
8.51,224.63
8.515,224.938
8.52,225.009
8.525,224.382
8.53,223.471
8.535,224.821
8.54,225.268
8.545,225.001
8.55,225.649
8.555,227.1
8.56,228.811
8.565,227.3
8.57,226.867
8.575,227.246
8.58,226.765
8.585,226.447
8.59,226.036
8.595,225.457
8.6,223.882
8.605,224.392
8.61,226.345
8.615,226.313
8.62,226.889
8.625,226.246
8.63,224.588
8.635,226.888
8.64,224.37
8.645,224.801
8.65,226.324
8.655,224.976
8.66,225.597
8.665,226.937
8.67,226.649
8.675,225.795
8.68,225.689
8.685,227.262
8.69,229.967
8.695,228.552
8.7,228.141
8.705,226.021
8.71,224.92
8.715,225.11
8.72,225.601
8.725,225.098
8.73,224.976
8.735,225.327
8.74,224.78
8.745,224.911
8.75,224.062
8.755,225.623
8.76,225.541
8.765,225.365
8.77,224.981
8.775,225.39
8.78,224.665
8.785,224.788
8.79,224.048
8.795,223.667
8.8,223.71
8.805,224.133
8.81,223.776
8.815,223.979
8.82,225.273
8.825,226.072
8.83,225.23
8.835,225.339
8.84,224.445
8.845,225.263
8.85,224.841
8.855,224.338
8.86,225.025
8.865,224.013
8.87,222.888
8.875,227.231
8.88,225.623
8.885,225.772
8.89,223.756
8.895,224.421
8.9,223.919
8.905,223.94
8.91,225.083
8.915,224.816
8.92,224.42
8.925,223.856
8.93,223.701
8.935,223.687
8.94,224.203
8.945,222.885
8.95,222.708
8.955,223.901
8.96,223.602
8.965,223.608
8.97,224.064
8.975,226.672
8.98,226.777
8.985,226.186
8.99,225.787
8.995,225.119
9,224.014
9.005,224.794
9.01,226.533
9.015,226.33
9.02,227.383
9.025,226.953
9.03,226.256
9.035,226.001
9.04,225.026
9.045,224.541
9.05,223.882
9.055,224.626
9.06,225.534
9.065,226.257
9.07,224.94
9.075,225.7
9.08,224.493
9.085,224.577
9.09,224.85
9.095,224.022
9.1,224.758
9.105,225.258
9.11,224.736
9.115,224.159
9.12,223.926
9.125,223.713
9.13,222.914
9.135,224.044
9.14,223.907
9.145,223.279
9.15,223.314
9.155,224.433
9.16,225.577
9.165,225.074
9.17,224.297
9.175,224.993
9.18,223.798
9.185,223.921
9.19,223.049
9.195,222.725
9.2,222.342
9.205,222.074
9.21,223.163
9.215,222.437
9.22,224.182
9.225,223.483
9.23,223.709
9.235,224.847
9.24,226.508
9.245,225.087
9.25,223.621
9.255,224.947
9.26,225.049
9.265,224.583
9.27,224.887
9.275,224.676
9.28,225.354
9.285,226.582
9.29,227.222
9.295,226.833
9.3,225.948
9.305,226.004
9.31,225.476
9.315,224.859
9.32,226.451
9.325,225.697
9.33,225.333
9.335,225.192
9.34,225.049
9.345,223.966
9.35,223.909
9.355,224.091
9.36,225.183
9.365,224.987
9.37,225.518
9.375,225.296
9.38,225.272
9.385,226.119
9.39,226.561
9.395,225.586
9.4,225.399
9.405,224.093
9.41,226.423
9.415,225.828
9.42,224.93
9.425,224.438
9.43,224.021
9.435,224.258
9.44,223.834
9.445,223.725
9.45,224.189
9.455,223.79
9.46,225.702
9.465,225.333
9.47,225.294
9.475,224.888
9.48,224.377
9.485,225.213
9.49,225.681
9.495,225.074
9.5,225.592
9.505,227.721
9.51,227.812
9.515,227.751
9.52,226.777
9.525,225.188
9.53,225.473
9.535,225.41
9.54,225.461
9.545,225.11
9.55,225.053
9.555,225.615
9.56,225.818
9.565,226.415
9.57,225.532
9.575,225.221
9.58,225.012
9.585,226.279
9.59,225.65
9.595,224.878
9.6,223.826
9.605,225.106
9.61,225.729
9.615,225.399
9.62,224.073
9.625,224.286
9.63,224.33
9.635,223.935
9.64,224.189
9.645,224.145
9.65,223.015
9.655,223.588
9.66,225.744
9.665,225.293
9.67,225.621
9.675,224.434
9.68,223.727
9.685,224.375
9.69,225.093
9.695,226.461
9.7,225.269
9.705,225.063
9.71,225.118
9.715,224.449
9.72,224.778
9.725,225.046
9.73,225.125
9.735,225.417
9.74,224.463
9.745,225.261
9.75,225.433
9.755,224.959
9.76,225.518
9.765,224.377
9.77,224.418
9.775,225.578
9.78,225.279
9.785,225.847
9.79,225.819
9.795,224.972
9.8,224.1
9.805,223.895
9.81,224.569
9.815,225.198
9.82,224.242
9.825,224.207
9.83,224.242
9.835,225.688
9.84,225.117
9.845,225.03
9.85,224.56
9.855,224.325
9.86,224.581
9.865,224.507
9.87,224.067
9.875,223.647
9.88,223.688
9.885,224.651
9.89,225.518
9.895,224.565
9.9,224.644
9.905,225.7
9.91,225.27
9.915,225.822
9.92,226.191
9.925,225.973
9.93,225.497
9.935,225.92
9.94,225.271
9.945,229.099
9.95,228.053
9.955,227.1
9.96,226.946
9.965,226.201
9.97,225.69
9.975,224.63
9.98,224.533
9.985,225.695
9.99,225.944
9.995,225.14
10,223.498
