TIME,B32Irms,I_pu39,I_pu31,I_pu38,I_pu37,I_pu36,I_pu35,I_pu30,I_pu34,I_pu33,I_pu
3.0272,2.87959,0.80208,1.09705,0.588743,0.763741,0.681208,0.776601,0.925922,0.767795,0.748462,1.19308
3.0274,2.87725,0.800408,1.09662,0.588143,0.765406,0.68142,0.775017,0.924853,0.767111,0.747106,1.19025
3.0276,2.87456,0.800029,1.09426,0.587905,0.766766,0.680619,0.772875,0.92558,0.764333,0.746695,1.187
3.0278,2.87247,0.800767,1.09061,0.58794,0.767325,0.67908,0.771507,0.927172,0.760248,0.746966,1.18413
3.028,2.87056,0.801903,1.08638,0.587512,0.767017,0.67687,0.770472,0.927846,0.756379,0.747582,1.18161
3.0282,2.86805,0.802466,1.08205,0.586306,0.76609,0.674557,0.768585,0.927212,0.753729,0.747423,1.17878
3.0284,2.86486,0.801498,1.07803,0.584843,0.765219,0.673217,0.766178,0.926974,0.752439,0.745569,1.17541
3.0286,2.86097,0.799156,1.07408,0.583637,0.764743,0.673104,0.763421,0.928507,0.751897,0.743589,1.1716
3.0288,2.85568,0.796457,1.06963,0.582953,0.764365,0.673164,0.760698,0.931196,0.751459,0.741947,1.16685
3.029,2.84933,0.794127,1.06449,0.582822,0.763478,0.672489,0.758824,0.933456,0.750488,0.740966,1.16121
3.0292,2.84244,0.792337,1.05858,0.582788,0.7625,0.670638,0.757221,0.934006,0.748038,0.741038,1.15511
3.0294,2.83554,0.791038,1.0519,0.58236,0.761478,0.667862,0.754911,0.932617,0.744132,0.74108,1.14897
3.0296,2.8289,0.789459,1.04445,0.581648,0.759744,0.665091,0.751737,0.929679,0.739884,0.740188,1.14308
3.0298,2.82231,0.786839,1.03635,0.580843,0.757304,0.663369,0.748215,0.925274,0.736715,0.738305,1.13736
3.03,2.81545,0.783801,1.02796,0.579942,0.754345,0.662929,0.745014,0.92139,0.735214,0.735934,1.13154
3.0302,2.80818,0.781276,1.0198,0.57896,0.751926,0.662729,0.74211,0.91905,0.734881,0.733905,1.12549
3.0304,2.80028,0.778491,1.01231,0.578112,0.750629,0.662069,0.739315,0.917049,0.734761,0.73295,1.11906
3.0306,2.79159,0.775172,1.00561,0.577699,0.74949,0.660967,0.73653,0.913973,0.734159,0.732992,1.11208
3.0308,2.78225,0.771667,0.999492,0.577388,0.747567,0.659123,0.733577,0.909043,0.732739,0.732751,1.10464
3.031,2.77216,0.768106,0.993789,0.577325,0.744688,0.65666,0.730739,0.902287,0.730751,0.731355,1.09673
3.0312,2.7613,0.764975,0.988268,0.577892,0.740888,0.654248,0.728023,0.894812,0.729059,0.72911,1.08826
3.0314,2.75,0.761642,0.982574,0.578473,0.737087,0.652317,0.725079,0.888387,0.727847,0.726382,1.07947
3.0316,2.73839,0.758124,0.976381,0.578654,0.734007,0.651064,0.721956,0.883015,0.726617,0.723983,1.07051
3.0318,2.72668,0.755412,0.969346,0.578092,0.732107,0.650743,0.718706,0.87746,0.725523,0.722597,1.0615
3.032,2.7153,0.753268,0.961461,0.577449,0.730872,0.65116,0.715361,0.870645,0.72483,0.721822,1.05274
3.0322,2.70448,0.750925,0.953172,0.577202,0.729292,0.651307,0.712616,0.863057,0.724658,0.721254,1.0445
3.0324,2.6941,0.747951,0.945159,0.577596,0.726981,0.650592,0.711298,0.855557,0.724732,0.720263,1.03671
3.0326,2.68397,0.744597,0.937989,0.578522,0.724398,0.649034,0.710744,0.848514,0.724455,0.719078,1.02922
3.0328,2.67407,0.741819,0.931811,0.579558,0.722307,0.647023,0.709686,0.841949,0.723899,0.718515,1.02197
3.033,2.66467,0.740006,0.926411,0.580237,0.721282,0.645488,0.707514,0.835696,0.723167,0.718392,1.01511
3.0332,2.65617,0.738913,0.921536,0.580591,0.72143,0.645326,0.704586,0.829796,0.723281,0.718257,1.00893
3.0334,2.64884,0.738138,0.917223,0.580699,0.722238,0.645865,0.701652,0.824635,0.724382,0.717745,1.00369
3.0336,2.6427,0.737481,0.91373,0.580668,0.722651,0.646487,0.699376,0.820641,0.725658,0.716504,0.99944
3.0338,2.63752,0.736577,0.911184,0.580648,0.722368,0.64732,0.698731,0.818102,0.726367,0.715752,0.996037
3.034,2.63287,0.735217,0.909262,0.58087,0.722111,0.647579,0.699276,0.816886,0.726291,0.716218,0.993172
3.0342,2.6282,0.733906,0.907297,0.58124,0.722253,0.647114,0.699815,0.815823,0.72577,0.717039,0.990421
3.0344,2.62307,0.733146,0.904768,0.581985,0.722659,0.646787,0.700115,0.813494,0.725418,0.717517,0.987391
3.0346,2.61723,0.733188,0.901593,0.58274,0.723491,0.647063,0.699714,0.810284,0.72542,0.717674,0.983856
3.0348,2.61088,0.733895,0.898218,0.583677,0.724475,0.647898,0.698513,0.807411,0.725715,0.717961,0.979882
3.035,2.60448,0.735283,0.895308,0.584497,0.725075,0.649016,0.697557,0.805266,0.725995,0.718877,0.975792
3.0352,2.59827,0.736888,0.893109,0.584941,0.725302,0.650464,0.698076,0.803913,0.726081,0.720308,0.971875
3.0354,2.59244,0.738164,0.891533,0.585121,0.725793,0.65218,0.700212,0.803234,0.726495,0.721983,0.96824
3.0356,2.58704,0.739758,0.890285,0.585652,0.727066,0.654496,0.702748,0.802443,0.727449,0.72372,0.964976
3.0358,2.58207,0.742367,0.889402,0.586498,0.729206,0.656873,0.704538,0.801543,0.72904,0.725347,0.962045
3.036,2.57758,0.745448,0.888536,0.587536,0.731986,0.658945,0.705323,0.801514,0.72991,0.726775,0.959532
3.0362,2.57326,0.747086,0.887908,0.588241,0.734913,0.661263,0.705594,0.802942,0.729685,0.728376,0.95724
3.0364,2.56883,0.747888,0.887444,0.588393,0.737169,0.663524,0.706066,0.805592,0.729048,0.730337,0.954907
3.0366,2.56426,0.749602,0.887147,0.588193,0.739057,0.665729,0.707418,0.80887,0.728561,0.732357,0.952481
3.0368,2.55956,0.75259,0.886762,0.588303,0.741021,0.667946,0.709688,0.812017,0.729105,0.734275,0.949944
3.037,2.555,0.756023,0.886174,0.588984,0.743515,0.670122,0.712416,0.814522,0.730608,0.73606,0.947466
3.0372,2.55083,0.759242,0.885544,0.590276,0.745979,0.672659,0.715049,0.816665,0.73218,0.737789,0.94527
3.0374,2.54715,0.76204,0.885021,0.591921,0.747907,0.675497,0.717693,0.819108,0.733109,0.739879,0.943463
3.0376,2.54393,0.76449,0.884708,0.593452,0.74917,0.678414,0.720453,0.821846,0.73319,0.742355,0.942035
3.0378,2.54106,0.767031,0.884698,0.59462,0.7499,0.681047,0.72299,0.824342,0.732951,0.744972,0.940902
3.038,2.53854,0.769964,0.885101,0.595779,0.751229,0.683851,0.725056,0.825795,0.733276,0.747428,0.940032
3.0382,2.53645,0.773277,0.886016,0.597202,0.753779,0.687203,0.726902,0.826515,0.734665,0.749627,0.939469
3.0384,2.53503,0.776806,0.887572,0.598986,0.756696,0.690987,0.728679,0.827528,0.736971,0.751816,0.939381
3.0386,2.53458,0.780391,0.889849,0.601004,0.758968,0.694602,0.731046,0.828868,0.739716,0.754489,0.939974
3.0388,2.53534,0.784056,0.892843,0.602624,0.760245,0.697717,0.733376,0.831054,0.742748,0.757458,0.941463
3.039,2.53745,0.787861,0.896298,0.603791,0.760764,0.700356,0.735423,0.835496,0.745501,0.760035,0.943961
3.0392,2.54086,0.791405,0.89988,0.604916,0.76124,0.702674,0.737574,0.839715,0.747453,0.762335,0.94747
3.0394,2.54532,0.794868,0.903694,0.606092,0.761889,0.70482,0.739736,0.840115,0.74895,0.764422,0.951821
3.0396,2.55035,0.798688,0.907737,0.60716,0.762845,0.706821,0.741818,0.837253,0.750778,0.765944,0.956681
3.0398,2.55509,0.802301,0.911698,0.60805,0.764044,0.708678,0.74447,0.83379,0.75305,0.767171,0.961436
3.04,2.55891,0.805441,0.915688,0.608647,0.765173,0.710245,0.747468,0.83389,0.755669,0.768508,0.965496
3.0402,2.56183,0.808087,0.919939,0.609001,0.765845,0.71249,0.750047,0.837335,0.75879,0.769973,0.968749
3.0404,2.56444,0.81076,0.924442,0.60951,0.765779,0.715577,0.751528,0.840245,0.761534,0.771648,0.971573
3.0406,2.56755,0.813714,0.929278,0.610584,0.765431,0.717935,0.752038,0.840552,0.763433,0.773078,0.9746
3.0408,2.57166,0.816855,0.934573,0.612132,0.765584,0.718652,0.752553,0.839109,0.764405,0.773634,0.978317
3.041,2.57673,0.819705,0.939783,0.613843,0.766552,0.71794,0.754087,0.837959,0.765454,0.773457,0.982792
3.0412,2.58224,0.822357,0.944297,0.615462,0.769093,0.717083,0.75689,0.839102,0.767144,0.774106,0.987676
3.0414,2.58761,0.824935,0.947925,0.616724,0.772604,0.716795,0.75982,0.842168,0.768668,0.776718,0.992503
3.0416,2.59262,0.827304,0.950761,0.617463,0.775141,0.717512,0.761769,0.845169,0.77019,0.779872,0.996996
3.0418,2.59756,0.829573,0.952971,0.617929,0.776147,0.718852,0.762539,0.846646,0.772475,0.78129,1.00129
3.042,2.60286,0.831381,0.955172,0.618457,0.776474,0.720128,0.762709,0.847759,0.7746,0.78095,1.00577
3.0422,2.60863,0.832496,0.957859,0.619047,0.776684,0.71992,0.763519,0.849153,0.775414,0.7801,1.01057
3.0424,2.61459,0.832953,0.961257,0.61946,0.777057,0.717877,0.765442,0.851575,0.776236,0.780262,1.01553
3.0426,2.62034,0.832748,0.965073,0.620032,0.777743,0.715644,0.767481,0.853455,0.777757,0.782125,1.02037
3.0428,2.62532,0.832828,0.969229,0.620667,0.778424,0.714648,0.768377,0.85432,0.778944,0.784579,1.02467
3.043,2.62913,0.833752,0.973456,0.620872,0.778974,0.715199,0.768018,0.855616,0.779198,0.785864,1.02805
3.0432,2.63166,0.835001,0.976692,0.620457,0.779263,0.716361,0.767646,0.857228,0.778787,0.785407,1.03042
3.0434,2.63289,0.835718,0.978146,0.619634,0.779431,0.716749,0.768229,0.858428,0.778206,0.78415,1.03174
3.0436,2.63304,0.836334,0.978158,0.618913,0.77978,0.715824,0.769496,0.85914,0.778213,0.783243,1.03211
3.0438,2.63257,0.836775,0.977918,0.618607,0.780365,0.714469,0.770974,0.85937,0.77938,0.783692,1.03195
3.044,2.6315,0.836701,0.97797,0.619008,0.781181,0.714166,0.771599,0.859588,0.781347,0.784539,1.0313
3.0442,2.62998,0.836371,0.978264,0.619853,0.782384,0.714975,0.771365,0.860513,0.783376,0.784456,1.03027
3.0444,2.6284,0.83617,0.978605,0.621135,0.783916,0.716653,0.770997,0.862236,0.785219,0.783871,1.02913
3.0446,2.62662,0.83623,0.978977,0.622257,0.784896,0.717928,0.770871,0.864555,0.786748,0.783149,1.02792
3.0448,2.62421,0.836985,0.979681,0.622481,0.785577,0.717709,0.77097,0.867645,0.787623,0.783115,1.02631
3.045,2.6209,0.837418,0.980102,0.622255,0.78632,0.716207,0.770376,0.871509,0.788208,0.783661,1.02403
3.0452,2.61661,0.836834,0.979675,0.621916,0.78697,0.714522,0.769334,0.875426,0.789079,0.784338,1.02102
3.0454,2.6116,0.836404,0.978782,0.621178,0.787364,0.713338,0.767732,0.878471,0.79014,0.784933,1.01738
3.0456,2.60634,0.83698,0.977611,0.620248,0.787556,0.712998,0.766251,0.880293,0.790906,0.785421,1.01351
3.0458,2.60095,0.838468,0.976045,0.619855,0.787687,0.713392,0.765882,0.881017,0.791164,0.786227,1.00958
3.046,2.59531,0.838844,0.973858,0.62043,0.788171,0.713566,0.766303,0.881277,0.790688,0.787265,1.00551
3.0462,2.58929,0.837004,0.971052,0.621822,0.788672,0.71278,0.766687,0.881431,0.789676,0.787716,1.0012
3.0464,2.58301,0.834463,0.967954,0.623536,0.788885,0.711561,0.766364,0.881254,0.788791,0.786825,0.996673
3.0466,2.57686,0.83297,0.965118,0.625093,0.78854,0.710115,0.765226,0.8809,0.78839,0.784919,0.992205
3.0468,2.57129,0.833002,0.962986,0.626267,0.787905,0.708562,0.763554,0.880533,0.788968,0.78382,0.98815
3.047,2.56663,0.833612,0.961682,0.626896,0.786876,0.706741,0.762214,0.880012,0.789708,0.784418,0.984794
3.0472,2.56289,0.833565,0.960948,0.627079,0.785598,0.70502,0.761584,0.87904,0.789863,0.78665,0.9822
3.0474,2.55994,0.832333,0.96019,0.62737,0.78461,0.703694,0.761047,0.877455,0.788423,0.78931,0.980284
3.0476,2.55765,0.830679,0.958536,0.628063,0.784037,0.703173,0.760658,0.875157,0.786133,0.79093,0.978916
3.0478,2.55561,0.829169,0.955834,0.629018,0.783511,0.703491,0.759557,0.87247,0.783983,0.79069,0.977877
3.048,2.553,0.82812,0.952376,0.629971,0.782914,0.703611,0.757583,0.870232,0.783536,0.789223,0.976556
3.0482,2.54934,0.826738,0.948392,0.630679,0.782137,0.702979,0.75542,0.868396,0.784602,0.787353,0.974476
3.0484,2.54467,0.825088,0.944188,0.631055,0.781469,0.701518,0.754399,0.866063,0.785352,0.786793,0.971563
3.0486,2.53956,0.824326,0.940083,0.631314,0.780775,0.699604,0.754491,0.862785,0.784278,0.788243,0.968193
3.0488,2.53477,0.82504,0.936433,0.631823,0.779875,0.697921,0.754556,0.859885,0.781738,0.790129,0.964956
3.049,2.53083,0.825826,0.933227,0.632791,0.778753,0.697276,0.753754,0.858025,0.779291,0.79099,0.962346
3.0492,2.52779,0.825735,0.930387,0.634208,0.777753,0.697926,0.752211,0.857185,0.778301,0.791001,0.960482
3.0494,2.52527,0.82452,0.927494,0.635865,0.777215,0.699415,0.750337,0.856261,0.779048,0.791123,0.959127
3.0496,2.52281,0.82308,0.924303,0.637491,0.777297,0.701007,0.748774,0.85391,0.780664,0.791581,0.957904
3.0498,2.52029,0.8218,0.921081,0.638801,0.778022,0.70213,0.747731,0.850544,0.78214,0.791424,0.956629
3.05,2.51812,0.820772,0.918445,0.639669,0.779228,0.702241,0.747086,0.847993,0.783193,0.790751,0.95552
3.0502,2.5169,0.820078,0.917228,0.640278,0.780362,0.701868,0.746432,0.847836,0.783839,0.790159,0.955051
3.0504,2.5168,0.820032,0.917324,0.640913,0.780743,0.702237,0.745221,0.850057,0.783868,0.790155,0.955475
3.0506,2.5174,0.820357,0.917977,0.641739,0.780788,0.703594,0.744268,0.852966,0.783884,0.79072,0.956549
3.0508,2.51793,0.820986,0.91886,0.642477,0.781288,0.705062,0.744116,0.853924,0.784652,0.791454,0.957717
3.051,2.51776,0.821312,0.919211,0.643304,0.782138,0.705874,0.74429,0.852376,0.785897,0.791724,0.958413
3.0512,2.51652,0.821001,0.918567,0.643903,0.782692,0.705887,0.744746,0.849957,0.786878,0.791125,0.958309
3.0514,2.51422,0.820367,0.917177,0.644686,0.78271,0.705689,0.745264,0.848133,0.78712,0.7901,0.957332
3.0516,2.51098,0.819931,0.915547,0.645582,0.782501,0.706075,0.745179,0.848382,0.787013,0.789459,0.955598
3.0518,2.50767,0.819993,0.91417,0.646497,0.782531,0.707476,0.744546,0.850795,0.787261,0.78976,0.953584
3.052,2.50488,0.820833,0.913269,0.647274,0.783252,0.709738,0.743933,0.853795,0.788262,0.791063,0.951963
3.0522,2.50252,0.822469,0.91329,0.648013,0.784755,0.712361,0.744247,0.855031,0.789985,0.792912,0.950725
3.0524,2.50054,0.824613,0.914151,0.648314,0.786749,0.714841,0.745421,0.854339,0.792105,0.794545,0.949785
3.0526,2.49848,0.826485,0.915469,0.648234,0.78883,0.716942,0.746764,0.853491,0.794323,0.795172,0.948906
3.0528,2.49649,0.827802,0.916357,0.648147,0.790767,0.718697,0.747842,0.854466,0.796512,0.795433,0.947978
3.053,2.49475,0.828048,0.916289,0.648291,0.792304,0.720331,0.74828,0.857959,0.79845,0.795718,0.947258
3.0532,2.49347,0.828327,0.915611,0.648694,0.793304,0.722088,0.748357,0.862791,0.799974,0.796182,0.946837
3.0534,2.49251,0.829533,0.914795,0.649457,0.794219,0.72393,0.748765,0.867145,0.801183,0.79681,0.946741
3.0536,2.49144,0.831549,0.914442,0.65041,0.795595,0.725713,0.749641,0.869877,0.802224,0.797497,0.94664
3.0538,2.48991,0.834191,0.914922,0.651136,0.797127,0.727152,0.750829,0.871278,0.803229,0.79816,0.946213
3.054,2.48792,0.836857,0.91602,0.651516,0.798501,0.728294,0.752639,0.872044,0.804076,0.798949,0.945399
3.0542,2.48594,0.83871,0.917559,0.651818,0.799225,0.729226,0.754892,0.872761,0.804809,0.800118,0.944473
3.0544,2.48449,0.840147,0.919267,0.652389,0.799424,0.730049,0.757293,0.874095,0.805361,0.801482,0.943878
3.0546,2.48387,0.842148,0.920944,0.653504,0.799956,0.730955,0.759466,0.875827,0.806075,0.80306,0.943897
3.0548,2.48397,0.844935,0.922572,0.655861,0.801144,0.732063,0.760905,0.877666,0.807021,0.804168,0.944523
3.055,2.48467,0.848181,0.924379,0.658692,0.80269,0.733082,0.76157,0.879071,0.808166,0.805211,0.945612
3.0552,2.48587,0.851337,0.926536,0.660698,0.80438,0.733835,0.7623,0.879984,0.809369,0.806366,0.94709
3.0554,2.48815,0.853951,0.929245,0.661958,0.805591,0.734265,0.764195,0.880611,0.810177,0.806984,0.949211
3.0556,2.49192,0.855776,0.932248,0.663072,0.806417,0.734365,0.766954,0.880418,0.809756,0.807789,0.952491
3.0558,2.49659,0.857223,0.935228,0.664288,0.806537,0.73514,0.769539,0.879496,0.808642,0.808641,0.956584
3.056,2.50142,0.858951,0.937616,0.666,0.805616,0.736595,0.771335,0.878339,0.808013,0.808819,0.960892
3.0562,2.50562,0.861109,0.939326,0.667852,0.804541,0.737772,0.772211,0.877121,0.808459,0.808007,0.964826
3.0564,2.50849,0.864112,0.940849,0.669356,0.804129,0.737732,0.773007,0.876589,0.809847,0.806856,0.96778
3.0566,2.51,0.867059,0.942574,0.670237,0.804892,0.736936,0.774805,0.876736,0.811138,0.806397,0.969575
3.0568,2.5109,0.868933,0.94466,0.670888,0.806454,0.736453,0.777481,0.876078,0.811107,0.807462,0.970685
3.057,2.51231,0.869977,0.947156,0.671828,0.809228,0.736967,0.779914,0.874311,0.810316,0.809627,0.971956
3.0572,2.51499,0.870777,0.950168,0.672902,0.811941,0.738712,0.781673,0.871643,0.810097,0.81179,0.974118
3.0574,2.51894,0.872052,0.953264,0.674215,0.813017,0.740931,0.782966,0.868929,0.811152,0.81348,0.977299
3.0576,2.52349,0.873972,0.95613,0.675477,0.81239,0.742839,0.783889,0.86743,0.813179,0.814318,0.981084
3.0578,2.52787,0.876175,0.958852,0.676268,0.811422,0.74395,0.784905,0.867322,0.815586,0.814512,0.984817
3.058,2.53176,0.877864,0.961778,0.676568,0.811811,0.743842,0.785889,0.867534,0.817702,0.815106,0.988155
3.0582,2.53547,0.879192,0.964656,0.676351,0.813985,0.743745,0.787041,0.867091,0.818976,0.81597,0.991204
3.0584,2.53963,0.880309,0.966924,0.676141,0.816673,0.744561,0.787659,0.86628,0.819399,0.816653,0.994465
3.0586,2.54457,0.8817,0.968656,0.676575,0.818041,0.745898,0.787613,0.866414,0.819452,0.817613,0.998274
3.0588,2.55013,0.882547,0.969952,0.67785,0.817434,0.746939,0.787121,0.86876,0.819811,0.819058,1.00259
3.059,2.55583,0.882396,0.970709,0.679392,0.8165,0.746947,0.78677,0.872891,0.820578,0.820401,1.00708
3.0592,2.56106,0.882215,0.971808,0.680447,0.816915,0.746508,0.787488,0.876076,0.821806,0.820683,1.01128
3.0594,2.56525,0.882501,0.973532,0.681206,0.818871,0.746652,0.788888,0.876733,0.823168,0.819638,1.01473
3.0596,2.5681,0.883113,0.975871,0.68128,0.821483,0.747382,0.789716,0.876007,0.823789,0.818348,1.01711
3.0598,2.56983,0.884465,0.978551,0.680929,0.823608,0.7483,0.78921,0.875451,0.823302,0.817561,1.01854
3.06,2.57072,0.886086,0.980862,0.680796,0.824148,0.749367,0.787674,0.875616,0.82226,0.817513,1.01923
3.0602,2.57103,0.886786,0.982342,0.680992,0.822721,0.749893,0.786181,0.876502,0.821635,0.817896,1.01946
3.0604,2.57083,0.885873,0.983113,0.681593,0.820189,0.750176,0.785787,0.877134,0.822091,0.81823,1.01918
3.0606,2.5708,0.883935,0.983417,0.682792,0.817812,0.750499,0.786676,0.876968,0.823606,0.818336,1.019
3.0608,2.57076,0.882345,0.983725,0.684476,0.816764,0.751169,0.787753,0.877195,0.825639,0.818408,1.0188
3.061,2.57082,0.882321,0.984216,0.685832,0.817204,0.751871,0.788048,0.879109,0.827515,0.818874,1.01875
3.0612,2.5705,0.88362,0.984822,0.686722,0.818161,0.752471,0.78724,0.882367,0.828811,0.819736,1.0184
3.0614,2.57001,0.884893,0.985256,0.686962,0.818403,0.75282,0.785686,0.886019,0.829399,0.820354,1.01795
3.0616,2.56898,0.885028,0.985337,0.686948,0.817298,0.752709,0.784072,0.889396,0.829562,0.820216,1.01715
3.0618,2.56695,0.88342,0.984672,0.686697,0.814798,0.752483,0.782752,0.891881,0.829598,0.819251,1.01568
3.062,2.56362,0.880973,0.983644,0.686366,0.81195,0.752531,0.781758,0.893338,0.829654,0.818358,1.01322
3.0622,2.55923,0.879199,0.983369,0.686401,0.809681,0.753825,0.780989,0.894907,0.829844,0.817808,1.00987
3.0624,2.55449,0.878107,0.983679,0.687674,0.808743,0.755848,0.780275,0.897092,0.830554,0.818123,1.00612
3.0626,2.55021,0.877655,0.98419,0.690158,0.80881,0.756446,0.779223,0.898545,0.831272,0.819297,1.00263
3.0628,2.54682,0.877882,0.984656,0.691937,0.808994,0.755053,0.778211,0.898659,0.831001,0.819702,0.999823
3.063,2.54424,0.87807,0.98443,0.692266,0.808714,0.752533,0.777532,0.897592,0.830101,0.818347,0.997725
3.0632,2.54205,0.877155,0.983216,0.691324,0.807906,0.750213,0.77687,0.896234,0.828807,0.815504,0.99604
3.0634,2.53999,0.875107,0.981734,0.689963,0.80691,0.749865,0.776516,0.895198,0.82745,0.812123,0.994501
3.0636,2.5382,0.872962,0.980634,0.689336,0.806151,0.751176,0.776476,0.895327,0.826784,0.809818,0.993125
3.0638,2.53706,0.871443,0.979702,0.690178,0.806257,0.752514,0.776473,0.895313,0.826545,0.809623,0.992196
3.064,2.53673,0.869669,0.978834,0.691959,0.807215,0.752646,0.775658,0.893871,0.826466,0.810253,0.991931
3.0642,2.53672,0.867403,0.978064,0.693649,0.808127,0.752017,0.77413,0.890902,0.82609,0.810451,0.992034
3.0644,2.53655,0.865388,0.977087,0.694188,0.808629,0.75119,0.772903,0.886936,0.825441,0.809266,0.992081
3.0646,2.53594,0.864106,0.975953,0.693533,0.808681,0.750676,0.772061,0.882859,0.824143,0.806592,0.991831
3.0648,2.53478,0.862834,0.974661,0.692412,0.808273,0.750717,0.770921,0.879735,0.82213,0.803419,0.991156
3.065,2.53307,0.86086,0.973004,0.691986,0.807564,0.751522,0.769298,0.87774,0.820236,0.800964,0.990046
3.0652,2.5311,0.85868,0.97115,0.692544,0.806814,0.752455,0.767505,0.876347,0.819383,0.799666,0.988662
3.0654,2.52926,0.856724,0.969642,0.693543,0.806228,0.752893,0.765976,0.87526,0.819795,0.799248,0.987323
3.0656,2.52789,0.854877,0.968922,0.694289,0.805882,0.752755,0.765777,0.873046,0.820998,0.798958,0.9863
3.0658,2.52711,0.852929,0.968771,0.694578,0.805887,0.752238,0.766453,0.869085,0.821642,0.798089,0.985749
3.066,2.52682,0.851078,0.968878,0.694523,0.806364,0.75142,0.766482,0.864323,0.821517,0.796719,0.985618
3.0662,2.52687,0.849617,0.968753,0.694628,0.80717,0.751179,0.765464,0.860431,0.821293,0.795457,0.985779
3.0664,2.52709,0.848723,0.968119,0.695071,0.808058,0.751567,0.763466,0.858545,0.821329,0.794942,0.986093
3.0666,2.52761,0.848346,0.966709,0.695337,0.808967,0.752286,0.76061,0.858481,0.822295,0.795438,0.986591
3.0668,2.52873,0.847954,0.9649,0.694984,0.809848,0.75268,0.758457,0.858961,0.823285,0.796217,0.987489
3.067,2.5307,0.846997,0.963018,0.694578,0.81033,0.752345,0.757752,0.858901,0.823036,0.796432,0.989015
3.0672,2.53335,0.84569,0.961633,0.694828,0.810346,0.752042,0.75782,0.858348,0.822534,0.796215,0.991121
3.0674,2.53622,0.844254,0.961582,0.69563,0.810223,0.751967,0.75785,0.857592,0.822453,0.795631,0.993482
3.0676,2.53856,0.843293,0.963026,0.696376,0.810517,0.751853,0.757324,0.856788,0.822596,0.794884,0.995556
3.0678,2.53976,0.842876,0.965219,0.696654,0.8111,0.751407,0.756158,0.856868,0.822643,0.794521,0.996814
3.068,2.53955,0.842401,0.967075,0.696326,0.811267,0.75053,0.754985,0.857973,0.822752,0.794683,0.996988
3.0682,2.53795,0.841595,0.967726,0.695705,0.810661,0.749783,0.754632,0.858725,0.822927,0.79508,0.996039
3.0684,2.53527,0.840734,0.96724,0.695386,0.809348,0.749102,0.755218,0.858027,0.823167,0.795355,0.994172
3.0686,2.53232,0.839957,0.965838,0.695856,0.807815,0.748489,0.756145,0.856033,0.823664,0.795438,0.991931
3.0688,2.52966,0.839539,0.963832,0.696998,0.807065,0.747983,0.756647,0.854045,0.824345,0.795629,0.989861
3.069,2.5276,0.839341,0.962318,0.698243,0.807321,0.747356,0.756729,0.853411,0.824814,0.796254,0.988239
3.0692,2.52616,0.839531,0.961694,0.699396,0.807948,0.74645,0.756632,0.854486,0.824514,0.797484,0.987134
3.0694,2.52497,0.839737,0.961626,0.700064,0.807612,0.745507,0.756507,0.856587,0.823915,0.799047,0.986342
3.0696,2.52345,0.840185,0.961878,0.700145,0.806088,0.744454,0.756887,0.858882,0.823545,0.800199,0.9854
3.0698,2.52122,0.841033,0.962231,0.70021,0.803983,0.743265,0.757245,0.860956,0.823879,0.800544,0.983966
3.07,2.51812,0.841196,0.96249,0.700317,0.802022,0.742098,0.757366,0.862962,0.824701,0.800497,0.98188
3.0702,2.51424,0.840748,0.962799,0.700746,0.800951,0.741227,0.757675,0.864897,0.825435,0.800574,0.979161
3.0704,2.50997,0.840317,0.963099,0.701359,0.800655,0.74053,0.75803,0.866405,0.82569,0.800887,0.976066
3.0706,2.50587,0.839764,0.963245,0.70204,0.80043,0.739803,0.758294,0.867693,0.825665,0.801412,0.973028
3.0708,2.50231,0.8397,0.963339,0.702874,0.799735,0.739012,0.758967,0.869401,0.825403,0.801818,0.970381
3.071,2.49938,0.84076,0.963522,0.703756,0.798415,0.738249,0.760124,0.871799,0.825598,0.801679,0.968269
3.0712,2.49695,0.842551,0.96383,0.704574,0.796882,0.737677,0.761483,0.87328,0.826742,0.801055,0.966591
3.0714,2.49482,0.84388,0.964303,0.705495,0.795803,0.737485,0.762676,0.873131,0.828558,0.800119,0.965203
3.0716,2.49297,0.843924,0.965017,0.706069,0.795643,0.737814,0.76345,0.871531,0.83013,0.799263,0.964021
3.0718,2.4916,0.842948,0.966137,0.706479,0.796349,0.738718,0.763979,0.871069,0.831358,0.799003,0.963176
3.072,2.49111,0.842154,0.967908,0.70691,0.797139,0.740015,0.76417,0.871467,0.832874,0.798986,0.962936
3.0722,2.49187,0.842765,0.970003,0.707226,0.7978,0.741148,0.764422,0.871804,0.834836,0.799443,0.963614
3.0724,2.49404,0.844937,0.971987,0.707315,0.798323,0.741671,0.764503,0.871204,0.836549,0.800063,0.965378
3.0726,2.49742,0.8473,0.973261,0.707335,0.798706,0.742032,0.764224,0.868966,0.837271,0.799834,0.968146
3.0728,2.50124,0.849408,0.973556,0.707246,0.799206,0.742478,0.764494,0.865183,0.837161,0.798373,0.971415
3.073,2.5046,0.85093,0.973569,0.70724,0.799703,0.742788,0.765462,0.861332,0.836973,0.796089,0.974429
3.0732,2.5071,0.851934,0.973887,0.70761,0.799924,0.743395,0.766568,0.858691,0.837246,0.793905,0.976784
3.0734,2.50886,0.852194,0.97454,0.708327,0.799852,0.744619,0.767292,0.857275,0.838191,0.792582,0.978465
3.0736,2.51049,0.852074,0.975105,0.709029,0.799619,0.746231,0.767424,0.856737,0.839714,0.792244,0.979886
