TIME,B32Irms,I_pu39,I_pu31,I_pu38,I_pu37,I_pu36,I_pu35,I_pu30,I_pu34,I_pu33,I_pu
3.519,1.91979,0.608944,0.686204,0.595781,0.591555,0.616962,0.656042,0.74932,0.642664,0.663615,0.745605
3.5192,1.91918,0.608919,0.686558,0.595539,0.592533,0.616596,0.655354,0.749173,0.643735,0.664122,0.745307
3.5194,1.91865,0.608592,0.686663,0.595622,0.592869,0.616161,0.654929,0.74758,0.64463,0.663627,0.745068
3.5196,1.91847,0.607717,0.686104,0.596209,0.592433,0.614844,0.654682,0.745323,0.644941,0.662386,0.745055
3.5198,1.91815,0.607632,0.685155,0.597281,0.591821,0.612865,0.654176,0.743971,0.644554,0.66144,0.745081
3.52,1.91737,0.608492,0.684007,0.598411,0.591922,0.611241,0.653424,0.743197,0.643781,0.661719,0.744749
3.5202,1.91621,0.609722,0.683249,0.598905,0.592888,0.610438,0.652677,0.742714,0.643286,0.662979,0.744112
3.5204,1.91471,0.610699,0.683346,0.598655,0.594139,0.610315,0.652092,0.741318,0.643516,0.66437,0.743177
3.5206,1.91344,0.610371,0.684273,0.597997,0.594571,0.610567,0.65163,0.739485,0.644061,0.66443,0.742298
3.5208,1.91286,0.60893,0.684849,0.597505,0.593849,0.610595,0.651323,0.739593,0.644184,0.662919,0.741919
3.521,1.91275,0.607208,0.684854,0.597738,0.592451,0.61019,0.65124,0.741904,0.644023,0.660584,0.741986
3.5212,1.91291,0.606593,0.684021,0.59878,0.591422,0.609665,0.651424,0.743903,0.643791,0.658729,0.742278
3.5214,1.9131,0.607147,0.682826,0.599997,0.591749,0.609388,0.651778,0.744316,0.643572,0.658569,0.742663
3.5216,1.91293,0.608817,0.682128,0.600639,0.592767,0.609461,0.65213,0.743687,0.643349,0.659435,0.742822
3.5218,1.91242,0.610078,0.682814,0.600418,0.593905,0.609765,0.65237,0.742091,0.642901,0.660278,0.742664
3.522,1.91165,0.610203,0.683954,0.599475,0.595061,0.610038,0.652516,0.740872,0.643503,0.660692,0.742317
3.5222,1.91066,0.609556,0.684173,0.598399,0.595503,0.610001,0.652561,0.740988,0.645142,0.660976,0.741769
3.5224,1.90951,0.608375,0.683456,0.598197,0.594557,0.609735,0.652544,0.741276,0.645748,0.660587,0.741099
3.5226,1.90882,0.607169,0.682284,0.598991,0.592952,0.609827,0.65285,0.740671,0.644266,0.659258,0.740622
3.5228,1.90932,0.606503,0.681418,0.599943,0.592164,0.610343,0.653639,0.739464,0.641734,0.657465,0.740967
3.523,1.91054,0.607166,0.681815,0.600133,0.592654,0.610915,0.654455,0.738084,0.640365,0.655741,0.742099
3.5232,1.91163,0.608813,0.683079,0.599409,0.594117,0.611264,0.654765,0.736198,0.640788,0.654641,0.743155
3.5234,1.91221,0.610004,0.684045,0.598005,0.595768,0.611527,0.654401,0.735248,0.642527,0.654214,0.743977
3.5236,1.91171,0.610346,0.683737,0.597258,0.596742,0.611795,0.653696,0.73667,0.644346,0.654042,0.743931
3.5238,1.91074,0.610701,0.682343,0.597314,0.597065,0.612263,0.65314,0.738186,0.644785,0.653923,0.743396
3.524,1.9096,0.611379,0.681133,0.597968,0.596757,0.613197,0.653119,0.73755,0.644051,0.653738,0.742676
3.5242,1.9091,0.612179,0.681352,0.598709,0.596567,0.614251,0.653685,0.736314,0.642888,0.653505,0.742267
3.5244,1.90937,0.612184,0.683047,0.599228,0.596816,0.614959,0.654595,0.735202,0.642659,0.653306,0.742583
3.5246,1.90999,0.611306,0.684657,0.600254,0.597741,0.615346,0.655477,0.735074,0.643524,0.653063,0.743115
3.5248,1.9111,0.610149,0.685101,0.601069,0.599089,0.615666,0.655959,0.736189,0.645457,0.652906,0.744125
3.525,1.91167,0.609189,0.684311,0.601337,0.600105,0.616182,0.655806,0.736813,0.648145,0.652475,0.744902
3.5252,1.91164,0.609728,0.683064,0.601246,0.600293,0.616423,0.655168,0.736213,0.649164,0.651838,0.745068
3.5254,1.91155,0.611274,0.682628,0.600736,0.599811,0.616296,0.654622,0.736314,0.64768,0.651999,0.74515
3.5256,1.91156,0.612218,0.683291,0.60009,0.599048,0.615877,0.654608,0.737382,0.645104,0.652819,0.745274
3.5258,1.91159,0.612635,0.684451,0.599768,0.598786,0.615456,0.654843,0.737454,0.642717,0.653692,0.74547
3.526,1.9117,0.612349,0.685407,0.599743,0.599552,0.615497,0.65473,0.736532,0.641491,0.653947,0.745614
3.5262,1.91281,0.611376,0.68595,0.599828,0.600393,0.617154,0.653969,0.733937,0.641599,0.653911,0.746378
3.5264,1.9147,0.610768,0.686184,0.600296,0.600797,0.620092,0.652839,0.731726,0.642159,0.653551,0.747906
3.5266,1.91628,0.610941,0.686302,0.600603,0.601339,0.621703,0.651603,0.731415,0.642399,0.652797,0.7494
3.5268,1.91671,0.611685,0.686708,0.600886,0.601927,0.621475,0.651302,0.733073,0.642259,0.652454,0.750084
3.527,1.91633,0.612476,0.687304,0.60108,0.602125,0.619759,0.651991,0.73582,0.64197,0.652716,0.749959
3.5272,1.9162,0.612815,0.687651,0.60115,0.60204,0.617465,0.652845,0.736993,0.641722,0.653764,0.749855
3.5274,1.91645,0.612589,0.687521,0.60093,0.602009,0.616351,0.652496,0.736113,0.641779,0.655042,0.750026
3.5276,1.91764,0.61212,0.687117,0.600709,0.60196,0.618124,0.651107,0.734882,0.642558,0.655928,0.750849
3.5278,1.91938,0.611764,0.686626,0.600918,0.601818,0.621998,0.648964,0.734705,0.643846,0.656375,0.752222
3.528,1.92106,0.611855,0.686814,0.60168,0.601808,0.624769,0.64747,0.736317,0.644714,0.656036,0.753661
3.5282,1.92197,0.612153,0.688155,0.602715,0.60231,0.624196,0.647285,0.73763,0.645006,0.655005,0.754624
3.5284,1.92205,0.612296,0.689849,0.60331,0.602823,0.621121,0.648038,0.736122,0.645526,0.654622,0.754815
3.5286,1.92198,0.612378,0.690703,0.603342,0.602367,0.618498,0.64906,0.735154,0.646402,0.655141,0.754821
3.5288,1.92208,0.613054,0.690326,0.602563,0.600623,0.618034,0.649368,0.735642,0.647026,0.656117,0.754829
3.529,1.92286,0.613902,0.688924,0.600893,0.598416,0.619708,0.648519,0.735634,0.647264,0.656888,0.75538
3.5292,1.92397,0.614256,0.687976,0.599416,0.596846,0.621915,0.647046,0.73575,0.647532,0.656881,0.756193
3.5294,1.92548,0.613753,0.688588,0.598491,0.596667,0.623017,0.646009,0.736598,0.647892,0.65617,0.75735
3.5296,1.92682,0.612429,0.690248,0.598298,0.597243,0.622706,0.646186,0.73764,0.64883,0.655332,0.758477
3.5298,1.92779,0.610931,0.692197,0.598449,0.597877,0.621739,0.647499,0.738151,0.65005,0.654924,0.759297
3.53,1.92834,0.609817,0.69307,0.599009,0.597409,0.620871,0.649088,0.738718,0.651211,0.655256,0.759818
3.5302,1.92832,0.609719,0.692434,0.599408,0.595986,0.620636,0.650098,0.739415,0.651928,0.656083,0.759885
3.5304,1.92806,0.61024,0.690908,0.599703,0.594527,0.621306,0.650324,0.740447,0.652205,0.656776,0.759677
3.5306,1.92775,0.610097,0.690056,0.599646,0.593539,0.622112,0.650149,0.741189,0.652198,0.657164,0.759444
3.5308,1.92734,0.608791,0.690185,0.599065,0.592719,0.622411,0.650032,0.741292,0.652048,0.657335,0.759099
3.531,1.92725,0.606913,0.691078,0.599294,0.592057,0.622629,0.650364,0.74241,0.652093,0.657764,0.75898
3.5312,1.92708,0.605294,0.692248,0.600129,0.591527,0.623148,0.651071,0.743742,0.65267,0.658449,0.758865
3.5314,1.92677,0.604512,0.69284,0.600547,0.591185,0.623676,0.651842,0.745013,0.653247,0.659126,0.758658
3.5316,1.92611,0.604505,0.69257,0.600371,0.590862,0.623972,0.652493,0.746193,0.653367,0.659574,0.75818
3.5318,1.92553,0.604855,0.691947,0.599954,0.590409,0.623965,0.652939,0.746267,0.652685,0.659856,0.757724
3.532,1.92462,0.604931,0.691465,0.599472,0.589863,0.623669,0.653203,0.745699,0.651466,0.659762,0.7571
3.5322,1.92333,0.604392,0.691467,0.599077,0.589431,0.623235,0.653459,0.745799,0.650227,0.660119,0.756171
3.5324,1.92169,0.60369,0.691995,0.599103,0.589074,0.623193,0.653855,0.746627,0.649442,0.661229,0.754959
3.5326,1.91997,0.603226,0.692668,0.599593,0.588932,0.623856,0.654452,0.748198,0.648903,0.662195,0.75365
3.5328,1.91842,0.603184,0.693088,0.60018,0.589077,0.624738,0.655143,0.750243,0.648966,0.66268,0.752403
3.533,1.91724,0.603461,0.692963,0.600544,0.589376,0.625419,0.655837,0.750708,0.64868,0.662519,0.751515
3.5332,1.91599,0.603746,0.692993,0.600711,0.589605,0.62526,0.656332,0.75014,0.647593,0.662208,0.750574
3.5334,1.91539,0.60377,0.693355,0.600755,0.589449,0.623917,0.656503,0.748479,0.6456,0.661886,0.750042
3.5336,1.91517,0.603559,0.693546,0.600679,0.588789,0.622306,0.656623,0.748018,0.643759,0.661965,0.749869
3.5338,1.91548,0.603035,0.693271,0.600419,0.587973,0.62153,0.656757,0.747867,0.642811,0.662052,0.75009
3.534,1.91577,0.602687,0.692271,0.600026,0.587986,0.621655,0.657009,0.746436,0.642681,0.662115,0.75048
3.5342,1.91506,0.603063,0.690864,0.59993,0.588853,0.621838,0.657105,0.745212,0.642596,0.662421,0.750226
3.5344,1.9134,0.603946,0.690104,0.600171,0.589889,0.621274,0.657204,0.744751,0.642019,0.662853,0.749132
3.5346,1.91151,0.604362,0.690348,0.600659,0.590293,0.61981,0.657428,0.745627,0.640736,0.663199,0.747726
3.5348,1.91002,0.603759,0.691279,0.601325,0.589837,0.617875,0.657272,0.746472,0.639333,0.663494,0.746539
3.535,1.90933,0.602361,0.691628,0.601962,0.589006,0.61613,0.657027,0.746074,0.638559,0.663753,0.745926
3.5352,1.90937,0.601064,0.691077,0.602264,0.588422,0.615062,0.65663,0.744343,0.638503,0.664001,0.745974
3.5354,1.90945,0.600691,0.689506,0.602189,0.588419,0.614838,0.656329,0.742366,0.638852,0.664364,0.746205
3.5356,1.90893,0.601368,0.687972,0.601966,0.588955,0.614607,0.655836,0.741023,0.639177,0.664737,0.745985
3.5358,1.90851,0.602443,0.687139,0.601705,0.589661,0.61395,0.65543,0.741147,0.63924,0.664949,0.745705
3.536,1.90874,0.603079,0.687752,0.60136,0.589977,0.612711,0.655169,0.741773,0.63912,0.665143,0.745839
3.5362,1.90946,0.602848,0.689434,0.601282,0.589547,0.611019,0.654618,0.741762,0.639073,0.665212,0.746475
3.5364,1.90957,0.601876,0.690671,0.601626,0.588599,0.609398,0.653857,0.739659,0.639269,0.665202,0.746835
3.5366,1.90852,0.600742,0.689933,0.602171,0.587745,0.608229,0.652947,0.736363,0.639613,0.665176,0.746387
3.5368,1.90632,0.600287,0.687785,0.602292,0.587656,0.607608,0.652125,0.735615,0.640342,0.665377,0.744902
3.537,1.90387,0.600644,0.685875,0.601649,0.587989,0.607385,0.651595,0.736596,0.641647,0.66558,0.743093
3.5372,1.90195,0.601383,0.68513,0.600917,0.588265,0.607086,0.651388,0.736759,0.642715,0.665985,0.741546
3.5374,1.90133,0.601948,0.685487,0.600654,0.588127,0.606643,0.651369,0.735029,0.643336,0.666168,0.740897
3.5376,1.9025,0.601371,0.686302,0.601025,0.587814,0.606175,0.651279,0.734001,0.643261,0.666414,0.741637
3.5378,1.90433,0.59988,0.686331,0.601528,0.587385,0.605775,0.651039,0.734806,0.643067,0.666533,0.743212
3.538,1.9051,0.598179,0.685736,0.602056,0.586714,0.605573,0.65079,0.736672,0.643184,0.666775,0.744225
3.5382,1.90425,0.59763,0.68531,0.602485,0.586214,0.605606,0.650756,0.737822,0.644255,0.666738,0.74399
3.5384,1.90231,0.598575,0.685388,0.602439,0.586286,0.605765,0.65106,0.737138,0.645715,0.666739,0.742695
3.5386,1.90093,0.600027,0.68598,0.601683,0.587923,0.605892,0.651618,0.735439,0.647091,0.666657,0.741496
3.5388,1.90115,0.599844,0.686181,0.600325,0.590692,0.605867,0.652287,0.735985,0.647963,0.666314,0.74149
3.539,1.90266,0.597896,0.685929,0.599047,0.591885,0.6057,0.652601,0.738504,0.647903,0.666048,0.742608
3.5392,1.90471,0.595689,0.685411,0.598347,0.590726,0.60587,0.652856,0.739,0.647537,0.665906,0.744325
3.5394,1.90596,0.594497,0.684726,0.59832,0.588665,0.606465,0.653462,0.736709,0.648043,0.665967,0.745635
3.5396,1.90569,0.594705,0.684629,0.598648,0.587214,0.607461,0.654339,0.734608,0.64948,0.666012,0.745831
3.5398,1.90401,0.595487,0.685092,0.598704,0.586965,0.60893,0.654916,0.734382,0.65087,0.665901,0.744832
3.54,1.90197,0.59611,0.685536,0.598759,0.587464,0.609795,0.654909,0.735392,0.651461,0.665379,0.743277
3.5402,1.90096,0.596591,0.68551,0.599272,0.587972,0.609532,0.654371,0.736695,0.651402,0.664748,0.742321
3.5404,1.9015,0.598076,0.684755,0.599599,0.587965,0.608713,0.653745,0.73751,0.650962,0.664324,0.742565
3.5406,1.90311,0.600101,0.683584,0.599625,0.587658,0.608127,0.653651,0.737603,0.650731,0.664606,0.743798
3.5408,1.9047,0.601211,0.682758,0.599772,0.587752,0.60823,0.654287,0.737713,0.650851,0.66509,0.745238
3.541,1.90534,0.600941,0.683158,0.600149,0.588344,0.609048,0.655262,0.738392,0.651875,0.665351,0.746054
3.5412,1.90493,0.600175,0.684742,0.600403,0.588822,0.610111,0.656024,0.738607,0.65374,0.664938,0.745948
3.5414,1.90435,0.599956,0.686119,0.600478,0.588687,0.611003,0.656311,0.737775,0.6547,0.664296,0.745538
3.5416,1.90435,0.600601,0.686302,0.600254,0.588212,0.611542,0.656022,0.736923,0.653923,0.663934,0.745476
3.5418,1.90495,0.60148,0.685034,0.599884,0.587959,0.612466,0.655434,0.736407,0.652776,0.663692,0.745943
3.542,1.90505,0.601894,0.682825,0.599942,0.587894,0.613597,0.655324,0.736534,0.652346,0.663632,0.74631
3.5422,1.90436,0.601863,0.680691,0.600737,0.588223,0.614336,0.655787,0.737312,0.653018,0.663712,0.745912
3.5424,1.90381,0.601922,0.680194,0.601795,0.589243,0.614535,0.656288,0.737269,0.654305,0.663821,0.745495
3.5426,1.90347,0.602596,0.681539,0.602949,0.59056,0.614541,0.656257,0.736168,0.655532,0.663463,0.745239
3.5428,1.90393,0.603959,0.682958,0.603515,0.591354,0.615126,0.655403,0.735069,0.65627,0.662709,0.745491
3.543,1.90525,0.605163,0.682843,0.603035,0.591179,0.616591,0.653899,0.734441,0.656802,0.662404,0.746454
3.5432,1.90632,0.605925,0.680666,0.601788,0.59027,0.61836,0.652177,0.735072,0.657531,0.662667,0.747547
3.5434,1.906,0.606777,0.677967,0.600706,0.589351,0.619813,0.65115,0.735622,0.657867,0.663271,0.747641
3.5436,1.90521,0.607626,0.676633,0.600623,0.589233,0.620547,0.651342,0.736427,0.657545,0.663645,0.747028
3.5438,1.90451,0.60852,0.678323,0.601621,0.590214,0.620623,0.652171,0.737606,0.657125,0.663621,0.746563
3.544,1.90386,0.60909,0.681975,0.603369,0.59182,0.620619,0.653416,0.737251,0.657133,0.663119,0.746029
3.5442,1.90398,0.609404,0.684473,0.604666,0.593154,0.621051,0.653764,0.73615,0.657805,0.662612,0.746074
3.5444,1.90373,0.610033,0.683536,0.604815,0.593287,0.621965,0.652554,0.73453,0.659669,0.663111,0.746104
3.5446,1.90287,0.610695,0.680224,0.603478,0.592163,0.623093,0.650254,0.73364,0.662232,0.664784,0.745548
3.5448,1.90198,0.611021,0.676875,0.601592,0.590476,0.624123,0.648391,0.733871,0.663662,0.666803,0.744939
3.545,1.90098,0.611327,0.675289,0.600528,0.589489,0.624791,0.648108,0.735258,0.662743,0.667741,0.744227
3.5452,1.90052,0.612041,0.676385,0.60178,0.590055,0.625636,0.648762,0.734815,0.660705,0.667146,0.743769
3.5454,1.90155,0.612878,0.679059,0.605162,0.59137,0.626897,0.649372,0.732301,0.658618,0.665449,0.744397
3.5456,1.90287,0.613085,0.681379,0.608034,0.592226,0.627515,0.6491,0.731278,0.658243,0.663712,0.745523
3.5458,1.90447,0.612789,0.681546,0.60841,0.591639,0.626726,0.648131,0.732812,0.660269,0.663237,0.74676
3.546,1.90585,0.612375,0.68031,0.606999,0.589657,0.625097,0.647377,0.734679,0.6628,0.66424,0.748036
3.5462,1.90607,0.611826,0.679052,0.605665,0.587699,0.623453,0.64749,0.734735,0.663357,0.66599,0.748462
3.5464,1.90595,0.611238,0.678573,0.60528,0.586446,0.623007,0.648343,0.733036,0.661491,0.667406,0.748389
3.5466,1.90575,0.610384,0.679348,0.605966,0.58607,0.62347,0.649376,0.731868,0.657939,0.667746,0.748314
3.5468,1.90558,0.60955,0.680868,0.607135,0.586106,0.624091,0.650242,0.732072,0.655152,0.667044,0.74816
3.547,1.90624,0.60907,0.681929,0.60782,0.586126,0.624411,0.650908,0.73383,0.654206,0.665897,0.748491
3.5472,1.90759,0.608882,0.681989,0.607545,0.585461,0.625257,0.651501,0.736373,0.654686,0.665617,0.749546
3.5474,1.90853,0.60894,0.681922,0.607111,0.584098,0.626713,0.651822,0.738286,0.655794,0.667006,0.750424
3.5476,1.9089,0.608347,0.682408,0.607463,0.582682,0.62701,0.651996,0.738947,0.655693,0.669033,0.750819
3.5478,1.90855,0.606984,0.68305,0.608245,0.581904,0.625553,0.652586,0.737413,0.654119,0.670119,0.750735
3.548,1.90768,0.605914,0.683582,0.608824,0.5818,0.623386,0.653505,0.73537,0.651772,0.66958,0.750077
3.5482,1.90733,0.605639,0.683987,0.608789,0.582049,0.621894,0.654285,0.734913,0.650219,0.668214,0.749668
3.5484,1.90735,0.605753,0.683665,0.608097,0.58202,0.621969,0.654391,0.73614,0.649943,0.667174,0.749722
3.5486,1.90737,0.605759,0.682869,0.607367,0.581397,0.623213,0.653932,0.737791,0.650129,0.667265,0.74968
3.5488,1.90773,0.605234,0.682816,0.607457,0.580505,0.624807,0.653593,0.739058,0.649806,0.668466,0.750002
3.549,1.90758,0.604167,0.683675,0.608599,0.579947,0.625696,0.653895,0.739781,0.648878,0.669837,0.749978
3.5492,1.90771,0.603076,0.684618,0.609939,0.580025,0.624713,0.654907,0.739579,0.647863,0.670719,0.749966
3.5494,1.90826,0.602504,0.685064,0.610531,0.580609,0.622213,0.656251,0.738392,0.64714,0.671296,0.750418
3.5496,1.90817,0.602617,0.68478,0.609814,0.581311,0.619628,0.657438,0.737571,0.646837,0.671547,0.750507
3.5498,1.90743,0.603124,0.683881,0.60821,0.581607,0.618543,0.658038,0.738157,0.646936,0.671055,0.750065
3.55,1.90642,0.603484,0.682835,0.606698,0.58121,0.61915,0.657848,0.739778,0.647276,0.670176,0.749264
3.5502,1.90567,0.603347,0.682473,0.606074,0.580289,0.620455,0.657219,0.741442,0.64743,0.669263,0.748677
3.5504,1.90508,0.602639,0.682783,0.606573,0.579506,0.621227,0.65688,0.74238,0.647263,0.668357,0.748204
3.5506,1.90477,0.601579,0.68276,0.607671,0.579884,0.620887,0.657143,0.742164,0.647297,0.668094,0.747914
3.5508,1.90459,0.601017,0.681401,0.608667,0.581348,0.61943,0.657527,0.740615,0.647412,0.668692,0.747841
3.551,1.90445,0.601408,0.67883,0.608736,0.583203,0.617993,0.657556,0.738451,0.647137,0.669576,0.747714
3.5512,1.90408,0.602294,0.676006,0.608027,0.584636,0.617374,0.657136,0.736887,0.646508,0.669976,0.747598
3.5514,1.90309,0.60291,0.673933,0.607137,0.585206,0.618207,0.656353,0.736276,0.645856,0.66968,0.74697
3.5516,1.90185,0.602896,0.673567,0.6067,0.584963,0.619989,0.655193,0.736106,0.645384,0.668857,0.746
3.5518,1.90143,0.60228,0.674462,0.607004,0.584384,0.621064,0.654273,0.734804,0.645403,0.668048,0.745533
3.552,1.90193,0.60153,0.674872,0.607837,0.584232,0.620776,0.653785,0.733121,0.645965,0.667723,0.745799
3.5522,1.90296,0.601436,0.673773,0.608609,0.584928,0.619586,0.653599,0.730918,0.646672,0.667973,0.746646
3.5524,1.90361,0.602254,0.67119,0.608748,0.586225,0.61816,0.653135,0.728392,0.647096,0.668392,0.74729
3.5526,1.9035,0.603392,0.667997,0.60816,0.58738,0.617408,0.652353,0.72581,0.647235,0.668699,0.747427
3.5528,1.9029,0.604122,0.665578,0.607295,0.587923,0.617719,0.651551,0.724394,0.647314,0.668772,0.746999
3.553,1.90259,0.604076,0.664688,0.60664,0.588066,0.61848,0.650621,0.723383,0.647339,0.668594,0.746752
3.5532,1.90226,0.60322,0.664962,0.606378,0.588117,0.619457,0.64969,0.722273,0.647401,0.668954,0.74654
3.5534,1.90211,0.602086,0.665373,0.606435,0.588854,0.620319,0.648999,0.719204,0.647602,0.669464,0.746442
3.5536,1.90175,0.601888,0.665421,0.606291,0.590134,0.620882,0.64861,0.715376,0.648304,0.669839,0.746274
3.5538,1.90103,0.60283,0.664606,0.606033,0.591623,0.621233,0.648201,0.712345,0.649167,0.669865,0.745803
3.554,1.90031,0.603855,0.663177,0.605495,0.593073,0.621268,0.647617,0.711746,0.649323,0.669507,0.745287
3.5542,1.89953,0.604084,0.661921,0.604804,0.593762,0.621043,0.647012,0.712908,0.648481,0.669037,0.744704
3.5544,1.89959,0.60321,0.661429,0.604247,0.594011,0.620711,0.646656,0.712384,0.647121,0.668827,0.744612
3.5546,1.90032,0.601715,0.661653,0.604068,0.594254,0.620441,0.646715,0.710176,0.646835,0.669606,0.745151
3.5548,1.90117,0.600515,0.662128,0.60393,0.594922,0.620353,0.647072,0.708607,0.647337,0.670365,0.745936
3.555,1.90114,0.600131,0.662364,0.603712,0.596404,0.620504,0.647523,0.708061,0.647847,0.670393,0.746113
3.5552,1.90073,0.600599,0.66242,0.602949,0.598063,0.620693,0.64787,0.707591,0.64762,0.669889,0.745875
3.5554,1.90031,0.601343,0.662683,0.60184,0.598747,0.620773,0.648168,0.70664,0.646325,0.669008,0.745562
3.5556,1.9001,0.601455,0.663438,0.601083,0.598706,0.620939,0.64834,0.705745,0.644371,0.668093,0.745391
3.5558,1.89984,0.60029,0.664464,0.600777,0.598469,0.62131,0.648387,0.705896,0.642884,0.668119,0.745308
3.556,1.8989,0.598224,0.664725,0.600947,0.598289,0.621492,0.648846,0.707204,0.642295,0.66883,0.744761
3.5562,1.89783,0.596738,0.66436,0.601116,0.59827,0.62147,0.64984,0.708313,0.642303,0.669457,0.743953
3.5564,1.8973,0.596417,0.664332,0.60119,0.598661,0.621243,0.650639,0.708355,0.642738,0.669886,0.743433
3.5566,1.89788,0.597757,0.664601,0.600716,0.599296,0.621147,0.650804,0.708073,0.64322,0.669857,0.743724
3.5568,1.89922,0.599652,0.664787,0.600661,0.600024,0.621819,0.650259,0.707684,0.643216,0.66985,0.744782
3.557,1.90009,0.600472,0.664606,0.601027,0.600879,0.622518,0.649418,0.707091,0.642542,0.669955,0.745662
3.5572,1.89991,0.599954,0.664202,0.601169,0.602272,0.622793,0.648932,0.707629,0.641506,0.670201,0.745794
3.5574,1.89887,0.59891,0.663981,0.601082,0.60324,0.622251,0.649265,0.709383,0.640668,0.670268,0.74513
3.5576,1.89783,0.598234,0.664323,0.600903,0.603426,0.621561,0.65039,0.710994,0.640494,0.670353,0.744288
3.5578,1.89766,0.598206,0.665505,0.6009,0.603004,0.621075,0.651634,0.711327,0.640972,0.67014,0.743999
3.558,1.89868,0.598803,0.666794,0.600854,0.602037,0.621466,0.652399,0.710417,0.641509,0.669737,0.744663
3.5582,1.8999,0.599892,0.667215,0.600659,0.601235,0.622283,0.652412,0.709195,0.64185,0.66931,0.745721
3.5584,1.90023,0.601299,0.667204,0.600436,0.601395,0.622574,0.651783,0.709685,0.642083,0.668951,0.746236
3.5586,1.89955,0.602593,0.667545,0.600377,0.602388,0.621965,0.651214,0.712276,0.64223,0.668711,0.745934
3.5588,1.89813,0.603076,0.668131,0.600355,0.603505,0.620565,0.651375,0.714774,0.642291,0.66838,0.744921
3.559,1.89716,0.602682,0.668689,0.600264,0.603982,0.619338,0.652215,0.715732,0.642778,0.668265,0.744079
3.5592,1.89664,0.601981,0.668114,0.599946,0.603606,0.619307,0.652888,0.715517,0.644077,0.66795,0.743638
3.5594,1.897,0.601521,0.666968,0.599878,0.602686,0.620449,0.653306,0.714199,0.645442,0.666967,0.743759
3.5596,1.89827,0.602017,0.666206,0.600303,0.602006,0.621446,0.652987,0.712403,0.646851,0.666437,0.74471
3.5598,1.8992,0.60299,0.666352,0.601104,0.602455,0.621935,0.652294,0.711026,0.647555,0.667375,0.745602
3.56,1.89987,0.604361,0.667433,0.601951,0.603755,0.621177,0.651915,0.710498,0.646775,0.668248,0.746209
3.5602,1.89933,0.60566,0.668727,0.602432,0.605054,0.619488,0.651901,0.710591,0.645673,0.668227,0.746116
3.5604,1.89822,0.606525,0.669729,0.60257,0.605618,0.617907,0.651704,0.711333,0.645708,0.666776,0.745268
3.5606,1.8978,0.606831,0.670837,0.602401,0.605244,0.61732,0.651338,0.710453,0.647333,0.66427,0.744772
3.5608,1.89868,0.606719,0.672206,0.602148,0.604504,0.617929,0.650566,0.708321,0.650018,0.662121,0.745267
3.561,1.90068,0.606578,0.673654,0.601854,0.604158,0.620335,0.649985,0.706085,0.65324,0.662051,0.746641
3.5612,1.90326,0.606991,0.6748,0.601892,0.605092,0.623186,0.649599,0.704599,0.655013,0.663868,0.748733
3.5614,1.90457,0.607855,0.675432,0.602465,0.606658,0.624029,0.650098,0.703918,0.654604,0.665195,0.750015
3.5616,1.90534,0.608799,0.675622,0.603813,0.607257,0.621955,0.651252,0.702635,0.653519,0.664641,0.750664
3.5618,1.90549,0.610026,0.675982,0.605292,0.606418,0.618791,0.651967,0.701185,0.652999,0.66232,0.750886
3.562,1.9056,0.611155,0.677192,0.60633,0.604444,0.616759,0.652122,0.700126,0.653976,0.659714,0.75091
3.5622,1.90573,0.611237,0.678887,0.606725,0.60296,0.616654,0.651815,0.69937,0.656224,0.658165,0.751074
3.5624,1.90523,0.610166,0.680181,0.60633,0.602444,0.617879,0.651159,0.697424,0.658332,0.657977,0.750773
3.5626,1.90412,0.609467,0.680606,0.605562,0.60228,0.618992,0.650595,0.694398,0.659164,0.658531,0.749982
3.5628,1.90327,0.610207,0.680344,0.605117,0.602112,0.619031,0.65061,0.691635,0.658803,0.658904,0.749167
3.563,1.90352,0.611862,0.680023,0.605351,0.601346,0.618202,0.651338,0.690456,0.658866,0.658669,0.749158
3.5632,1.90485,0.613262,0.680708,0.606076,0.600114,0.617287,0.652376,0.690821,0.66037,0.658187,0.749961
3.5634,1.90681,0.613566,0.682257,0.60667,0.598269,0.61677,0.653175,0.691071,0.662648,0.657845,0.751472
3.5636,1.9078,0.612844,0.683939,0.606624,0.596396,0.616818,0.653472,0.690081,0.664656,0.657602,0.752543
3.5638,1.90715,0.611859,0.684527,0.606322,0.594934,0.61749,0.653421,0.688497,0.665955,0.657646,0.752251
3.564,1.90553,0.611428,0.683597,0.606296,0.59446,0.618381,0.653309,0.687956,0.666485,0.658389,0.751135
3.5642,1.90354,0.611757,0.681859,0.606862,0.594848,0.618998,0.653516,0.689292,0.666839,0.658922,0.749534
3.5644,1.90276,0.612328,0.680748,0.608377,0.595046,0.619495,0.654394,0.69178,0.666312,0.659693,0.748544
3.5646,1.90393,0.612435,0.680676,0.609487,0.594252,0.61975,0.655508,0.693245,0.665022,0.661074,0.749167
3.5648,1.90577,0.612232,0.68117,0.608912,0.592854,0.61943,0.656283,0.693238,0.663795,0.662298,0.750567
3.565,1.90714,0.611919,0.681329,0.606769,0.591416,0.618567,0.656494,0.693364,0.662983,0.662452,0.751807
3.5652,1.90693,0.611411,0.6809,0.604011,0.590824,0.617478,0.656581,0.693802,0.662918,0.661507,0.751967
3.5654,1.90545,0.611195,0.679577,0.602513,0.590948,0.61703,0.657148,0.693793,0.663383,0.660134,0.75092
