TIME,I_pu39,I_pu31,I_pu38,I_pu37,I_pu36,I_pu35,I_pu30,I_pu34,I_pu33,I_pu
3.0532,0.828361,0.940644,0.652042,0.804231,0.72507,0.748803,0.836517,0.804771,0.79239,1.15183
3.0534,0.830456,0.940134,0.653328,0.805373,0.72553,0.75048,0.839359,0.806502,0.792974,1.15323
3.0536,0.832596,0.940142,0.654554,0.806607,0.727096,0.751339,0.84148,0.808134,0.792283,1.15493
3.0538,0.834655,0.940773,0.655362,0.806943,0.72954,0.751417,0.842673,0.809644,0.791838,1.15714
3.054,0.836203,0.941898,0.655837,0.806751,0.731694,0.751697,0.843685,0.810688,0.792644,1.15965
3.0542,0.836997,0.943232,0.656168,0.807437,0.732639,0.753296,0.84524,0.811657,0.794857,1.16232
3.0544,0.837435,0.944546,0.656545,0.809016,0.732928,0.755718,0.846965,0.812758,0.79748,1.16513
3.0546,0.839013,0.945892,0.657162,0.810677,0.73376,0.75838,0.848811,0.81431,0.799252,1.16814
3.0548,0.84204,0.94761,0.657867,0.811953,0.735747,0.760435,0.850173,0.8166,0.799939,1.17165
3.055,0.845664,0.949961,0.658378,0.812867,0.738662,0.761653,0.850802,0.8192,0.800213,1.17537
3.0552,0.848631,0.952951,0.658453,0.813721,0.740884,0.76219,0.850941,0.821542,0.800766,1.17895
3.0554,0.850403,0.956858,0.658347,0.814933,0.742,0.762848,0.850791,0.82367,0.801611,1.18228
3.0556,0.851246,0.961661,0.658251,0.816406,0.742442,0.764272,0.85132,0.825437,0.802787,1.18527
3.0558,0.852871,0.966747,0.658556,0.81814,0.741889,0.766093,0.852124,0.826904,0.804047,1.18834
3.056,0.855691,0.971279,0.659735,0.81976,0.740376,0.768269,0.852777,0.828151,0.805027,1.19195
3.0562,0.858107,0.975061,0.661122,0.821004,0.738616,0.770281,0.853226,0.829226,0.805389,1.19641
3.0564,0.859797,0.978368,0.66174,0.821679,0.737668,0.771527,0.853868,0.830245,0.805271,1.20136
3.0566,0.861478,0.981611,0.66215,0.821815,0.738235,0.77202,0.855174,0.831003,0.805339,1.20589
3.0568,0.863691,0.985597,0.66363,0.821728,0.739559,0.772862,0.855708,0.831491,0.806024,1.20938
3.057,0.86594,0.990855,0.665709,0.82154,0.740433,0.774647,0.855122,0.832935,0.807848,1.21211
3.0572,0.867491,0.996468,0.667748,0.821782,0.740163,0.776934,0.854054,0.835673,0.810118,1.21519
3.0574,0.8686,1.00186,0.66913,0.822412,0.739096,0.778938,0.853193,0.837618,0.811759,1.21965
3.0576,0.869978,1.00692,0.669666,0.822982,0.738398,0.780391,0.853108,0.838262,0.812442,1.22553
3.0578,0.871324,1.01155,0.669804,0.823786,0.73975,0.780943,0.853578,0.837819,0.811906,1.23214
3.058,0.872267,1.01588,0.669962,0.824222,0.74243,0.781169,0.854076,0.836201,0.811233,1.23792
3.0582,0.873278,1.01969,0.670415,0.823335,0.744861,0.781542,0.854782,0.83493,0.811528,1.24191
3.0584,0.873775,1.02335,0.671086,0.821433,0.746364,0.781788,0.856091,0.835327,0.812967,1.24432
3.0586,0.873907,1.02721,0.6717,0.819036,0.746443,0.782256,0.858344,0.836572,0.814827,1.24601
3.0588,0.874793,1.03119,0.672279,0.817217,0.745682,0.783416,0.861665,0.837457,0.815908,1.24818
3.059,0.876533,1.0349,0.672806,0.816827,0.745349,0.784961,0.86473,0.837322,0.816015,1.25143
3.0592,0.878309,1.03765,0.673393,0.817675,0.74562,0.785648,0.866234,0.836505,0.815797,1.25509
3.0594,0.87886,1.03934,0.674366,0.818651,0.746952,0.784938,0.86704,0.83576,0.816083,1.25804
3.0596,0.878044,1.04031,0.675903,0.819965,0.748794,0.783508,0.868002,0.83682,0.817589,1.25952
3.0598,0.876851,1.04131,0.677695,0.821587,0.749969,0.782393,0.869066,0.839374,0.819555,1.25956
3.06,0.87674,1.04248,0.679231,0.822133,0.750206,0.782222,0.870015,0.841858,0.820658,1.25891
3.0602,0.878049,1.0436,0.680282,0.821366,0.749875,0.78292,0.870738,0.842626,0.820343,1.25862
3.0604,0.879143,1.04415,0.681046,0.820128,0.749842,0.783951,0.87121,0.84212,0.818727,1.25929
3.0606,0.878877,1.0437,0.681745,0.819575,0.75071,0.784598,0.87167,0.841415,0.817451,1.26086
3.0608,0.877724,1.04228,0.6824,0.819977,0.751927,0.78428,0.872214,0.841754,0.817832,1.26267
3.061,0.87619,1.04051,0.68301,0.82104,0.752975,0.783219,0.873044,0.84319,0.819851,1.26404
3.0612,0.874619,1.03864,0.683793,0.822338,0.753061,0.782188,0.874716,0.844242,0.821604,1.26433
3.0614,0.873293,1.03665,0.684721,0.823075,0.752198,0.781154,0.877563,0.84432,0.821724,1.26324
3.0616,0.872395,1.03433,0.685309,0.822703,0.751413,0.780183,0.880925,0.843732,0.820293,1.26103
3.0618,0.871398,1.0314,0.685344,0.821335,0.751724,0.779808,0.883096,0.842873,0.818003,1.25825
3.062,0.869426,1.02821,0.684892,0.8198,0.753029,0.779522,0.883365,0.842807,0.816483,1.25541
3.0622,0.866286,1.02492,0.684497,0.819268,0.75424,0.778633,0.882716,0.843253,0.81728,1.25263
3.0624,0.862692,1.02126,0.684301,0.820361,0.754043,0.777268,0.882627,0.843938,0.819021,1.24942
3.0626,0.859761,1.01682,0.684534,0.821846,0.752173,0.775992,0.883667,0.844017,0.820042,1.24558
3.0628,0.858025,1.01148,0.685161,0.822232,0.749831,0.77486,0.884952,0.842784,0.81994,1.24112
3.063,0.857102,1.00572,0.685663,0.821465,0.748732,0.774949,0.885093,0.840817,0.818261,1.23585
3.0632,0.856091,1.00034,0.68577,0.819585,0.749416,0.775163,0.884253,0.839527,0.815883,1.22967
3.0634,0.854342,0.99597,0.685311,0.81802,0.751144,0.773907,0.882798,0.839775,0.814354,1.22271
3.0636,0.851962,0.992631,0.684784,0.818335,0.752362,0.772102,0.880877,0.840152,0.814548,1.21534
3.0638,0.849749,0.989849,0.684248,0.819921,0.751975,0.771332,0.879655,0.839195,0.815924,1.20782
3.064,0.84861,0.986817,0.683848,0.821224,0.750312,0.771283,0.87897,0.837017,0.817633,1.20046
3.0642,0.848851,0.982587,0.683815,0.82108,0.748455,0.770415,0.878031,0.834183,0.818482,1.19314
3.0644,0.849653,0.977082,0.683807,0.819512,0.747776,0.768635,0.876378,0.83197,0.818105,1.18538
3.0646,0.849609,0.971318,0.683421,0.81754,0.748822,0.766217,0.873724,0.83084,0.816864,1.1767
3.0648,0.848362,0.966092,0.68266,0.816182,0.750613,0.763742,0.8701,0.830624,0.815392,1.16713
3.065,0.846362,0.961333,0.681834,0.816309,0.751274,0.762837,0.866615,0.830751,0.814676,1.15713
3.0652,0.844264,0.956543,0.681256,0.817405,0.749762,0.76329,0.863627,0.83,0.815403,1.14737
3.0654,0.842696,0.95133,0.681125,0.818104,0.747258,0.764048,0.861022,0.82832,0.816766,1.13833
3.0656,0.841767,0.945756,0.681459,0.817618,0.745638,0.763793,0.858792,0.8266,0.817895,1.13009
3.0658,0.840929,0.940362,0.682096,0.816196,0.745596,0.762352,0.856688,0.825251,0.818144,1.12239
3.066,0.839686,0.935735,0.682825,0.815048,0.746812,0.760411,0.854243,0.824959,0.817871,1.11492
3.0662,0.83823,0.932064,0.683536,0.81446,0.747631,0.758717,0.851383,0.825485,0.817747,1.10766
3.0664,0.837155,0.929171,0.684144,0.814922,0.74696,0.758063,0.848735,0.826828,0.817137,1.10089
3.0666,0.836815,0.92673,0.68447,0.816487,0.745671,0.758276,0.847207,0.828787,0.816566,1.09496
3.0668,0.837262,0.92431,0.684699,0.81778,0.744767,0.758765,0.84727,0.829923,0.816937,1.08961
3.067,0.838237,0.921489,0.685205,0.817289,0.744209,0.759167,0.848557,0.82891,0.818037,1.08431
3.0672,0.838979,0.918364,0.685927,0.815281,0.743835,0.7588,0.849985,0.827346,0.818612,1.07904
3.0674,0.838862,0.915315,0.686548,0.812832,0.743492,0.757581,0.850239,0.826673,0.818705,1.07394
3.0676,0.838226,0.912495,0.686709,0.811382,0.742967,0.756254,0.849497,0.827139,0.818647,1.06903
3.0678,0.837793,0.909827,0.686337,0.811293,0.742121,0.755317,0.848848,0.8275,0.818402,1.06443
3.068,0.837642,0.90741,0.685768,0.812395,0.741204,0.755316,0.848398,0.827626,0.818025,1.06036
3.0682,0.837323,0.905214,0.685549,0.813315,0.74059,0.756292,0.848232,0.827369,0.817368,1.05697
3.0684,0.836491,0.903188,0.686061,0.812953,0.740571,0.757363,0.847963,0.826626,0.816582,1.05434
3.0686,0.835227,0.901407,0.687286,0.811977,0.740974,0.757956,0.847295,0.826265,0.816231,1.0525
3.0688,0.833808,0.899727,0.68887,0.811682,0.741541,0.757843,0.846794,0.826363,0.816644,1.05143
3.069,0.832811,0.897972,0.69035,0.812435,0.741879,0.756706,0.846936,0.826425,0.817654,1.05109
3.0692,0.832628,0.896225,0.691301,0.813541,0.741879,0.755276,0.847533,0.826927,0.8185,1.05144
3.0694,0.832929,0.895042,0.691619,0.813924,0.741537,0.755217,0.848586,0.827408,0.818557,1.05225
3.0696,0.833144,0.894391,0.691627,0.8138,0.741057,0.755911,0.850436,0.827505,0.817983,1.05314
3.0698,0.832693,0.893922,0.691835,0.81336,0.740677,0.756595,0.853102,0.82727,0.817131,1.05391
3.07,0.831466,0.89351,0.692408,0.812938,0.740222,0.757717,0.855998,0.827765,0.817058,1.05472
3.0702,0.829961,0.893026,0.693069,0.812996,0.740264,0.758384,0.858336,0.828559,0.817739,1.05601
3.0704,0.82921,0.89244,0.693635,0.812873,0.741269,0.758171,0.859766,0.828854,0.818465,1.05767
3.0706,0.829582,0.892095,0.693707,0.812255,0.742333,0.757597,0.860327,0.828118,0.819068,1.05955
3.0708,0.830469,0.892319,0.693428,0.811653,0.743126,0.756981,0.860538,0.826901,0.819469,1.06135
3.071,0.831288,0.893214,0.693005,0.811209,0.743561,0.756674,0.861142,0.826099,0.819583,1.06292
3.0712,0.831353,0.894614,0.693052,0.811142,0.743813,0.757066,0.862273,0.826543,0.819912,1.0644
3.0714,0.830564,0.89624,0.693465,0.811733,0.744009,0.757876,0.863381,0.828451,0.820313,1.06617
3.0716,0.829585,0.897958,0.693747,0.812492,0.744155,0.758468,0.864081,0.831347,0.820375,1.06834
3.0718,0.829336,0.899906,0.693537,0.813416,0.744629,0.758694,0.864315,0.833318,0.82034,1.07096
3.072,0.830225,0.902394,0.692841,0.814269,0.745256,0.758873,0.864281,0.833406,0.820876,1.07374
3.0722,0.832053,0.905674,0.692083,0.814202,0.745842,0.758966,0.863645,0.832679,0.821945,1.07646
3.0724,0.834267,0.909319,0.691857,0.813171,0.74587,0.759442,0.862306,0.833197,0.822534,1.0789
3.0726,0.836078,0.912629,0.691985,0.81187,0.745595,0.760584,0.860835,0.834953,0.822779,1.08108
3.0728,0.837027,0.915499,0.692366,0.811348,0.745804,0.761634,0.860249,0.836654,0.823271,1.08312
3.073,0.837809,0.918223,0.693042,0.811749,0.746275,0.762367,0.860333,0.836761,0.824187,1.08522
3.0732,0.839042,0.920914,0.693409,0.812863,0.74677,0.762825,0.860059,0.835003,0.824947,1.08735
3.0734,0.84054,0.923645,0.693357,0.81406,0.747589,0.762855,0.858726,0.833608,0.824774,1.08949
3.0736,0.84183,0.926223,0.693012,0.814038,0.748802,0.762351,0.856654,0.834428,0.823416,1.09159
3.0738,0.842197,0.928539,0.692969,0.812733,0.749943,0.761873,0.854426,0.836957,0.821625,1.09368
3.074,0.84146,0.930699,0.693611,0.811548,0.750661,0.761841,0.852723,0.839342,0.820563,1.09591
3.0742,0.840372,0.933091,0.69488,0.811337,0.750962,0.762812,0.851751,0.84001,0.820835,1.09848
3.0744,0.840082,0.936021,0.69633,0.811564,0.7509,0.764404,0.851195,0.83896,0.822241,1.10152
3.0746,0.841158,0.939539,0.697444,0.81159,0.750612,0.765626,0.85094,0.838129,0.824093,1.10504
3.0748,0.843211,0.94344,0.697702,0.811406,0.750736,0.765568,0.8511,0.839181,0.825357,1.10892
3.075,0.845407,0.947446,0.697406,0.810666,0.751598,0.765083,0.851676,0.841846,0.825344,1.11265
3.0752,0.847164,0.951041,0.697221,0.810137,0.752629,0.76508,0.852861,0.844504,0.82467,1.11553
3.0754,0.848192,0.953802,0.697583,0.810119,0.753318,0.765305,0.854636,0.845706,0.824291,1.11764
3.0756,0.848548,0.955946,0.698657,0.810528,0.752855,0.765381,0.856198,0.84517,0.824284,1.11948
3.0758,0.848928,0.957853,0.699978,0.811008,0.751565,0.765233,0.857373,0.84369,0.824477,1.12143
3.076,0.849631,0.959543,0.700742,0.81088,0.750753,0.764697,0.858916,0.842636,0.824337,1.12358
3.0762,0.850505,0.961252,0.701214,0.810708,0.750676,0.763596,0.860433,0.842809,0.823639,1.12566
3.0764,0.850861,0.962756,0.701487,0.810721,0.750906,0.762377,0.860945,0.843761,0.822292,1.12722
3.0766,0.850539,0.963711,0.701625,0.810235,0.751107,0.76181,0.860474,0.84492,0.821023,1.12806
3.0768,0.849569,0.963955,0.701956,0.809173,0.751774,0.762259,0.859614,0.84499,0.820275,1.1285
3.077,0.848588,0.963742,0.702701,0.808169,0.753131,0.763361,0.859583,0.84366,0.819615,1.12923
3.0772,0.847825,0.963398,0.7039,0.807715,0.754484,0.764293,0.861008,0.841732,0.818982,1.13068
3.0774,0.847786,0.963342,0.70492,0.807984,0.755323,0.764247,0.8629,0.840027,0.817953,1.13272
3.0776,0.848239,0.963126,0.705595,0.809185,0.755602,0.76352,0.864075,0.838808,0.815821,1.13465
3.0778,0.849724,0.962176,0.70635,0.810575,0.755244,0.762649,0.864649,0.838464,0.813705,1.13564
3.078,0.851589,0.960436,0.707683,0.811433,0.754438,0.761885,0.865858,0.838685,0.812311,1.13533
3.0782,0.851751,0.95804,0.708989,0.811425,0.753765,0.76195,0.86868,0.838674,0.8114,1.13407
3.0784,0.849262,0.95541,0.709508,0.810558,0.753441,0.762338,0.872204,0.838095,0.810844,1.13269
3.0786,0.845682,0.952935,0.709364,0.809317,0.753318,0.762028,0.874886,0.836593,0.81001,1.13141
3.0788,0.842919,0.950626,0.708792,0.808311,0.753306,0.760877,0.876153,0.834387,0.808767,1.13004
3.079,0.841414,0.948058,0.708478,0.807531,0.753054,0.760134,0.87568,0.832205,0.807229,1.12821
3.0792,0.841011,0.944859,0.709105,0.806977,0.752344,0.760465,0.874901,0.830778,0.805577,1.12534
3.0794,0.840692,0.941023,0.710572,0.806854,0.751381,0.761243,0.875265,0.83012,0.804063,1.12158
3.0796,0.839325,0.937,0.712296,0.807056,0.751065,0.761367,0.876386,0.829698,0.802945,1.11745
3.0798,0.836773,0.933461,0.713278,0.807137,0.751891,0.760393,0.878485,0.829048,0.802339,1.11349
3.08,0.833998,0.930825,0.713391,0.807033,0.753252,0.758928,0.879662,0.82813,0.802223,1.10975
3.0802,0.832098,0.929042,0.712892,0.806568,0.753453,0.75783,0.879045,0.827279,0.802477,1.10573
3.0804,0.831637,0.92772,0.712255,0.805922,0.751836,0.757426,0.876892,0.826959,0.802959,1.10096
3.0806,0.83246,0.926302,0.712045,0.805001,0.749629,0.757374,0.875705,0.827457,0.803303,1.09515
3.0808,0.833771,0.924087,0.712561,0.80423,0.748119,0.757539,0.875914,0.828202,0.803093,1.08874
3.081,0.834478,0.920916,0.713636,0.803918,0.747694,0.757237,0.875467,0.828236,0.802698,1.08233
3.0812,0.833881,0.91747,0.714752,0.804471,0.748516,0.756049,0.873425,0.827827,0.802558,1.07641
3.0814,0.832619,0.914224,0.715763,0.804949,0.749634,0.754701,0.869942,0.827649,0.802396,1.07088
3.0816,0.831539,0.911236,0.716295,0.804454,0.749707,0.753514,0.866596,0.82741,0.802196,1.06506
3.0818,0.830564,0.908389,0.716092,0.802908,0.748536,0.753216,0.864118,0.826615,0.802336,1.05839
3.082,0.829575,0.905474,0.715547,0.801048,0.74687,0.753676,0.862679,0.825163,0.802877,1.05098
3.0822,0.82859,0.902387,0.715887,0.799929,0.745743,0.753492,0.86124,0.82344,0.803577,1.04368
3.0824,0.827478,0.899301,0.717024,0.800075,0.745668,0.75262,0.859065,0.822124,0.804224,1.0374
3.0826,0.826383,0.896565,0.718202,0.801051,0.746267,0.751647,0.856591,0.821725,0.804715,1.03256
3.0828,0.825723,0.894434,0.718309,0.802024,0.746487,0.750718,0.854553,0.822163,0.805154,1.02885
3.083,0.825565,0.892987,0.717617,0.802313,0.746,0.750614,0.853231,0.82288,0.80574,1.02563
3.0832,0.825647,0.892141,0.717195,0.801701,0.744992,0.751513,0.852701,0.823401,0.806444,1.0223
3.0834,0.825848,0.891498,0.717403,0.800455,0.743559,0.752634,0.852793,0.823627,0.806918,1.01839
3.0836,0.826255,0.890433,0.717889,0.799924,0.742395,0.752427,0.853408,0.823514,0.806997,1.01406
3.0838,0.826686,0.888751,0.718699,0.800132,0.741793,0.750704,0.854401,0.823055,0.806891,1.00999
3.084,0.826807,0.8868,0.719272,0.800479,0.741724,0.749378,0.855041,0.822616,0.806752,1.00649
3.0842,0.826749,0.884999,0.719105,0.800242,0.741769,0.749323,0.855011,0.822392,0.806545,1.00339
3.0844,0.826584,0.883523,0.718427,0.799434,0.741135,0.749705,0.854729,0.822707,0.805982,1.00075
3.0846,0.826108,0.882173,0.717902,0.798224,0.739557,0.749413,0.854231,0.822707,0.804954,0.9989
3.0848,0.825041,0.880847,0.717534,0.797029,0.73865,0.748148,0.853799,0.822241,0.803822,0.997751
3.085,0.823485,0.879714,0.717634,0.796171,0.73911,0.746395,0.85322,0.82116,0.802992,0.997137
3.0852,0.82225,0.878494,0.718443,0.79622,0.740187,0.74499,0.852486,0.81951,0.802518,0.996588
3.0854,0.821592,0.876962,0.719307,0.79654,0.740989,0.744682,0.852221,0.818052,0.802589,0.99574
3.0856,0.82144,0.875109,0.719707,0.796446,0.740417,0.745483,0.852655,0.81747,0.802311,0.99378
3.0858,0.821621,0.873197,0.719498,0.795417,0.738526,0.746565,0.853459,0.817653,0.801266,0.990154
3.086,0.821583,0.871193,0.718718,0.794224,0.736409,0.747171,0.854508,0.817619,0.799688,0.985971
3.0862,0.820744,0.868943,0.718202,0.793801,0.735435,0.746888,0.855867,0.817385,0.798006,0.982741
3.0864,0.818745,0.866177,0.718606,0.793544,0.735836,0.745724,0.857678,0.817104,0.796481,0.980167
3.0866,0.816352,0.86285,0.719698,0.792875,0.736709,0.744771,0.859778,0.816009,0.795868,0.977727
3.0868,0.814297,0.859038,0.720627,0.791295,0.736984,0.744305,0.861291,0.81393,0.796194,0.974535
3.087,0.813026,0.854645,0.720906,0.789258,0.736058,0.744141,0.862317,0.811608,0.796241,0.969405
3.0872,0.812424,0.849421,0.720748,0.787663,0.734191,0.744387,0.861828,0.809656,0.794822,0.96227
3.0874,0.811795,0.843236,0.720298,0.786959,0.73225,0.74453,0.859791,0.808362,0.7918,0.953931
3.0876,0.810451,0.836189,0.720052,0.786645,0.731226,0.744023,0.856419,0.807417,0.788039,0.94495
3.0878,0.807968,0.828767,0.720118,0.785621,0.730922,0.743086,0.852437,0.806199,0.784803,0.936254
3.088,0.804678,0.821504,0.720373,0.783408,0.730664,0.742159,0.848695,0.804416,0.782884,0.928007
3.0882,0.80143,0.814627,0.72068,0.780781,0.729602,0.740603,0.845105,0.802343,0.782083,0.91931
3.0884,0.798935,0.808136,0.720971,0.777966,0.727836,0.73812,0.841179,0.800525,0.781582,0.910047
3.0886,0.797363,0.801752,0.720878,0.775014,0.726252,0.734838,0.836576,0.79946,0.780665,0.899917
3.0888,0.796352,0.795309,0.720458,0.772291,0.725042,0.731929,0.830384,0.799877,0.779475,0.890073
3.089,0.795316,0.788617,0.719927,0.770774,0.723842,0.729746,0.822335,0.800784,0.777885,0.880584
3.0892,0.793883,0.781631,0.719252,0.770404,0.722255,0.728158,0.813609,0.801258,0.776078,0.870524
3.0894,0.792397,0.775041,0.718321,0.770225,0.720212,0.727011,0.805764,0.800571,0.773772,0.86077
3.0896,0.790574,0.76929,0.717299,0.768552,0.717938,0.725797,0.799505,0.798965,0.771192,0.851505
3.0898,0.788375,0.764762,0.716336,0.765047,0.715698,0.724186,0.794886,0.79692,0.76849,0.843276
3.09,0.786185,0.761085,0.715682,0.76122,0.71395,0.722814,0.790776,0.794779,0.766176,0.836314
3.0902,0.784009,0.757557,0.715398,0.758927,0.712981,0.721636,0.786253,0.793053,0.764534,0.830376
3.0904,0.781805,0.753664,0.715495,0.758372,0.712241,0.720553,0.781075,0.791948,0.7642,0.825093
3.0906,0.779849,0.749523,0.715943,0.759184,0.711111,0.719797,0.776236,0.791381,0.764949,0.820369
3.0908,0.778519,0.745533,0.71616,0.760056,0.709794,0.719671,0.773171,0.791477,0.765696,0.8159
3.091,0.77801,0.742454,0.715724,0.759664,0.708217,0.720115,0.772314,0.792191,0.76602,0.810851
3.0912,0.778163,0.740565,0.71487,0.758727,0.706564,0.720655,0.772814,0.793154,0.765492,0.805119
3.0914,0.778468,0.739525,0.713912,0.758381,0.70534,0.721173,0.773377,0.794256,0.764774,0.799318
3.0916,0.778473,0.739165,0.713305,0.758386,0.704703,0.721729,0.77323,0.795155,0.76474,0.794068
3.0918,0.778018,0.739031,0.713466,0.758487,0.704669,0.72227,0.772682,0.795864,0.765717,0.790001
3.092,0.777999,0.738961,0.714294,0.758411,0.704941,0.72312,0.772877,0.796218,0.767276,0.786847
3.0922,0.778551,0.738462,0.715541,0.758741,0.705121,0.724617,0.774439,0.796739,0.768666,0.784617
3.0924,0.779408,0.737426,0.716807,0.759412,0.704912,0.726422,0.776956,0.7977,0.769268,0.784108
3.0926,0.780138,0.736457,0.717628,0.760542,0.704449,0.727964,0.780177,0.799132,0.769042,0.783624
3.0928,0.780847,0.736004,0.718925,0.76204,0.704324,0.729185,0.783627,0.801091,0.768658,0.780912
3.093,0.781737,0.736317,0.720991,0.763186,0.704846,0.730098,0.78624,0.803691,0.768611,0.77573
3.0932,0.78258,0.737798,0.723007,0.764006,0.706024,0.731288,0.788163,0.805959,0.769287,0.769324
3.0934,0.783385,0.740434,0.724531,0.764876,0.707583,0.732841,0.790123,0.807374,0.770646,0.763501
3.0936,0.784169,0.742832,0.725839,0.765684,0.709199,0.735046,0.792796,0.808861,0.772468,0.759896
3.0938,0.785653,0.743569,0.727365,0.76651,0.710721,0.737727,0.796369,0.810974,0.773784,0.758283
3.094,0.788134,0.743095,0.729254,0.767719,0.712215,0.739479,0.800273,0.813401,0.774321,0.757695
3.0942,0.790883,0.742361,0.731301,0.76937,0.713907,0.740208,0.803836,0.815499,0.774552,0.756518
3.0944,0.792405,0.742424,0.733063,0.770545,0.715878,0.740837,0.807018,0.817052,0.774699,0.753208
3.0946,0.792912,0.743802,0.73454,0.770849,0.718595,0.74157,0.810279,0.818344,0.776147,0.74852
3.0948,0.793359,0.746058,0.736425,0.771111,0.721672,0.742667,0.813704,0.819837,0.779817,0.743688
3.095,0.794321,0.748031,0.738715,0.77203,0.724199,0.744636,0.816819,0.821468,0.783871,0.740029
3.0952,0.796472,0.748971,0.741342,0.773466,0.725623,0.747262,0.819932,0.823057,0.786217,0.738399
3.0954,0.799391,0.748755,0.743974,0.775123,0.726266,0.749603,0.823961,0.824463,0.785853,0.737952
3.0956,0.801592,0.748472,0.746289,0.776598,0.727024,0.751192,0.827722,0.825457,0.784085,0.737285
3.0958,0.802947,0.749422,0.747821,0.77735,0.728489,0.752038,0.830329,0.826172,0.78336,0.735496
3.096,0.803598,0.751425,0.748699,0.777288,0.730745,0.752785,0.831408,0.827075,0.784602,0.732463
3.0962,0.804232,0.753336,0.750053,0.777678,0.73323,0.754017,0.832744,0.828506,0.787648,0.728979
3.0964,0.804598,0.754411,0.752335,0.779322,0.735782,0.755903,0.834949,0.830433,0.791183,0.726048
3.0966,0.804672,0.75497,0.75473,0.781374,0.738329,0.757783,0.837734,0.832474,0.79358,0.724228
3.0968,0.804854,0.755786,0.756472,0.783131,0.740362,0.759467,0.840277,0.834224,0.794536,0.723416
3.097,0.805488,0.75675,0.757942,0.784063,0.741744,0.760949,0.841547,0.83532,0.795151,0.722705
3.0972,0.807139,0.757275,0.758941,0.784613,0.742901,0.762481,0.842136,0.835703,0.796255,0.72127
3.0974,0.808728,0.757811,0.759214,0.784854,0.744059,0.76379,0.842772,0.836133,0.797766,0.719242
3.0976,0.809412,0.758082,0.760081,0.785042,0.74564,0.764497,0.84414,0.837043,0.799612,0.717132
3.0978,0.809026,0.757732,0.762158,0.785288,0.747557,0.764779,0.846323,0.838699,0.80144,0.715119
3.098,0.807844,0.756999,0.764897,0.785613,0.749597,0.764982,0.847796,0.840302,0.802824,0.713138
3.0982,0.806653,0.75627,0.766941,0.786164,0.751395,0.765651,0.849268,0.840966,0.803982,0.711114
3.0984,0.806109,0.755746,0.767642,0.787383,0.752517,0.76679,0.851173,0.841018,0.80538,0.70894
3.0986,0.806646,0.755389,0.767331,0.788942,0.752896,0.768715,0.852473,0.841109,0.806954,0.706679
3.0988,0.807886,0.754935,0.76708,0.790021,0.752983,0.770557,0.852949,0.841299,0.808346,0.70468
3.099,0.808818,0.754142,0.767789,0.790156,0.753883,0.771917,0.85366,0.842461,0.809354,0.703152
3.0992,0.80876,0.753026,0.769462,0.789716,0.755629,0.772503,0.855244,0.844735,0.810001,0.701856
3.0994,0.807837,0.751837,0.771236,0.789302,0.757533,0.772064,0.85704,0.846775,0.810633,0.700354
3.0996,0.806857,0.75084,0.772457,0.789649,0.758591,0.77095,0.858508,0.847485,0.811727,0.698381
3.0998,0.806703,0.749935,0.773023,0.790948,0.758824,0.770156,0.859353,0.846231,0.813371,0.695905
3.1,0.807707,0.749237,0.772807,0.79207,0.75873,0.770543,0.860284,0.844624,0.815057,0.693063
3.1002,0.809467,0.748949,0.772655,0.792457,0.758543,0.771524,0.861859,0.844076,0.816024,0.690276
3.1004,0.811032,0.74857,0.773309,0.79232,0.758422,0.772417,0.863652,0.845346,0.815923,0.688184
3.1006,0.811409,0.747299,0.774557,0.791992,0.758843,0.772868,0.864624,0.847188,0.815185,0.686586
3.1008,0.810637,0.745,0.77604,0.791799,0.759758,0.772404,0.864446,0.849027,0.814772,0.684594
3.101,0.809695,0.742037,0.776851,0.791672,0.760814,0.771028,0.864103,0.850016,0.814765,0.681887
3.1012,0.809025,0.739687,0.776985,0.791135,0.761475,0.769596,0.864205,0.849743,0.815165,0.678174
3.1014,0.808639,0.738655,0.776949,0.790443,0.76164,0.768987,0.864711,0.848491,0.815021,0.674153
3.1016,0.808448,0.738443,0.777137,0.79019,0.761176,0.769305,0.865166,0.847904,0.814218,0.670807
3.1018,0.808113,0.73762,0.777524,0.790191,0.760441,0.770009,0.864852,0.848431,0.813031,0.668559
3.102,0.807444,0.735834,0.777599,0.790236,0.759817,0.770445,0.86387,0.848342,0.811865,0.667172
3.1022,0.80668,0.73373,0.777238,0.790232,0.759492,0.770182,0.863184,0.847476,0.810851,0.665819
3.1024,0.806142,0.731485,0.777042,0.789618,0.759844,0.769168,0.863156,0.84663,0.810461,0.663465
3.1026,0.805896,0.729332,0.776887,0.788431,0.760519,0.768148,0.863532,0.846316,0.810007,0.660303
3.1028,0.805913,0.728091,0.776878,0.786949,0.760543,0.767697,0.863991,0.847265,0.808627,0.656689
3.103,0.806136,0.727273,0.777616,0.786491,0.760102,0.767745,0.864226,0.848373,0.806634,0.653645
3.1032,0.806188,0.725719,0.778475,0.786978,0.759656,0.768129,0.863937,0.848117,0.804612,0.651825
3.1034,0.80572,0.722924,0.778449,0.787338,0.759441,0.768029,0.863199,0.846806,0.803299,0.651099
3.1036,0.805039,0.71949,0.777757,0.78662,0.759284,0.76697,0.8624,0.845607,0.802521,0.65028
3.1038,0.804487,0.71678,0.776983,0.785242,0.759003,0.76537,0.861819,0.84504,0.801711,0.648741
