TIME,B32Vrms
6.375,222.215
6.38,222.389
6.385,222.162
6.39,222.904
6.395,222.735
6.4,222.873
6.405,222.095
6.41,222.756
6.415,224.834
6.42,224.295
6.425,224.291
6.43,223.94
6.435,223.505
6.44,224.361
6.445,224.99
6.45,225.008
6.455,224.374
6.46,225.14
6.465,225.604
6.47,225.771
6.475,226.55
6.48,225.175
6.485,228.722
6.49,229.714
6.495,227.752
6.5,226.629
6.505,225.604
6.51,225.709
6.515,224.944
6.52,223.297
6.525,224.023
6.53,224.202
6.535,224.408
6.54,223.757
6.545,222.849
6.55,224.101
6.555,223.755
6.56,223.6
6.565,223.143
6.57,223.91
6.575,222.88
6.58,223.239
6.585,224.793
6.59,224.457
6.595,223.747
6.6,224.121
6.605,222.671
6.61,223.24
6.615,226.179
6.62,225.528
6.625,224.527
6.63,224.109
6.635,223.088
6.64,223.351
6.645,222.785
6.65,222.84
6.655,222.977
6.66,222.549
6.665,221.983
6.67,222.72
6.675,223.359
6.68,223.514
6.685,225.212
6.69,224.428
6.695,223.364
6.7,223.165
6.705,224.634
6.71,223.976
6.715,223.506
6.72,223.836
6.725,222.256
6.73,222.202
6.735,223.677
6.74,222.774
6.745,222.457
6.75,223.38
6.755,222.856
6.76,223.669
6.765,224.064
6.77,223.696
6.775,223.421
6.78,222.594
6.785,222.64
6.79,222.062
6.795,222.192
6.8,223.151
6.805,223.747
6.81,223.395
6.815,223.366
6.82,223.841
6.825,222.71
6.83,223.455
6.835,224.094
6.84,224.063
6.845,223.718
6.85,224.274
6.855,223.637
6.86,224.733
6.865,226.822
6.87,227.772
6.875,227.336
6.88,225.518
6.885,226.321
6.89,225.553
6.895,225.669
6.9,227.566
6.905,226.182
6.91,225.566
6.915,225.576
6.92,224.562
6.925,225.298
6.93,224.844
6.935,225.457
6.94,224.931
6.945,225.271
6.95,223.638
6.955,223.588
6.96,223.115
6.965,223.434
6.97,224.281
6.975,224.123
6.98,224.027
6.985,225.049
6.99,226.345
6.995,225.545
7,226.169
7.005,228.995
7.01,228.453
7.015,229.898
7.02,234.124
7.025,232.037
7.03,230.205
7.035,229.049
7.04,226.5
7.045,224.942
7.05,224.825
7.055,224.096
7.06,224.896
7.065,223.792
7.07,224.168
7.075,225.086
7.08,224.647
7.085,225.927
7.09,226.819
7.095,226.276
7.1,224.291
7.105,223.715
7.11,224.123
7.115,223.161
7.12,222.943
7.125,223.261
7.13,222.193
7.135,222.974
7.14,222.518
7.145,221.832
7.15,221.167
7.155,222.603
7.16,222.916
7.165,224.432
7.17,223.019
7.175,223.074
7.18,223.376
7.185,223.591
7.19,224.356
7.195,224.799
7.2,224.091
7.205,223.883
7.21,223.721
7.215,223.339
7.22,224.266
7.225,223.314
7.23,223.256
7.235,226.299
7.24,227.306
7.245,226.592
7.25,226.575
7.255,225.266
7.26,224.215
7.265,223.172
7.27,223.527
7.275,223.359
7.28,223.136
7.285,223.374
7.29,224.699
7.295,223.705
7.3,224.299
7.305,223.663
7.31,223.53
7.315,223.138
7.32,224.377
7.325,226.518
7.33,224.823
7.335,225.081
7.34,223.27
7.345,223.192
7.35,222.404
7.355,220.554
7.36,222.212
7.365,221.948
7.37,223.724
7.375,223.727
7.38,223.993
7.385,224.057
7.39,224.186
7.395,223.498
7.4,224.012
7.405,224.002
7.41,224.198
7.415,225.657
7.42,224.63
7.425,223.836
7.43,223.529
7.435,224.838
7.44,225.476
7.445,225.113
7.45,225.544
7.455,224.658
7.46,224.695
7.465,226.118
7.47,225.566
7.475,224.846
7.48,224.304
7.485,225.186
7.49,224.062
7.495,223.483
7.5,222.984
7.505,222.59
7.51,222.554
7.515,222.706
7.52,223.056
7.525,222.285
7.53,222.434
7.535,223.455
7.54,223.613
7.545,223.266
7.55,224.059
7.555,224.403
7.56,224.457
7.565,224.382
7.57,223.759
7.575,223.669
7.58,222.769
7.585,222.92
7.59,222.691
7.595,222.268
7.6,223.009
7.605,223.656
7.61,223.01
7.615,223.672
7.62,224.074
7.625,222.74
7.63,224.383
7.635,226.417
7.64,225.73
7.645,225.266
7.65,225.496
7.655,224.178
7.66,223.773
7.665,223.679
7.67,223.387
7.675,225.088
7.68,224.489
7.685,225.34
7.69,225.57
7.695,224.546
7.7,224.358
7.705,224.562
7.71,224.868
7.715,225.7
7.72,225.366
7.725,226.267
7.73,226.017
7.735,225.83
7.74,224.565
7.745,224.832
7.75,224.906
7.755,223.234
7.76,225.817
7.765,225.938
7.77,228.016
7.775,226.355
7.78,225.839
7.785,225.866
7.79,225.629
7.795,225.541
7.8,225.745
7.805,225.392
7.81,225.136
7.815,223.766
7.82,225.797
7.825,225.077
7.83,225.337
7.835,225.333
7.84,224.38
7.845,225.05
7.85,224.536
7.855,224.874
7.86,225.447
7.865,225.148
7.87,226.231
7.875,226.275
7.88,225.66
7.885,225.908
7.89,225.73
7.895,224.75
7.9,223.476
7.905,224.547
7.91,225.456
7.915,225.557
7.92,224.633
7.925,224.682
7.93,224.574
7.935,227.193
7.94,229.23
7.945,227.504
7.95,225.791
7.955,226.316
7.96,227.248
7.965,225.823
7.97,226.03
7.975,225.816
7.98,224.654
7.985,225.273
7.99,227.592
7.995,226.036
8,224.959
8.005,224.968
8.01,224.921
8.015,223.599
8.02,222.657
8.025,222.705
8.03,223.463
8.035,223.744
8.04,223.908
8.045,224.095
8.05,223.999
8.055,222.918
8.06,222.423
8.065,223.407
8.07,223.718
8.075,222.447
8.08,223.156
8.085,223.354
8.09,223.384
8.095,223.599
8.1,224.841
8.105,224.127
8.11,224.645
8.115,225.248
8.12,224.267
8.125,223.439
8.13,223.638
8.135,224.413
8.14,223.185
8.145,224.701
8.15,223.822
8.155,223.54
8.16,226.283
8.165,226.886
8.17,225.781
8.175,225.195
8.18,224.85
8.185,225.274
8.19,224.584
8.195,224.223
8.2,223.988
8.205,225.94
8.21,226.052
8.215,226.37
8.22,227.171
8.225,226.451
8.23,226.857
8.235,227.159
8.24,225.936
8.245,226.608
8.25,226.377
8.255,225.357
8.26,224.731
8.265,224.173
8.27,224.1
8.275,224.263
8.28,224.029
8.285,223.85
8.29,223.04
8.295,222.774
8.3,223.044
8.305,224.706
8.31,225.362
8.315,224.558
8.32,224.241
8.325,225.424
8.33,225.279
8.335,225.691
8.34,227.847
8.345,225.917
8.35,224.792
8.355,224.265
8.36,224.036
8.365,223.723
8.37,223.998
8.375,223.754
8.38,223.364
8.385,223.838
8.39,224.024
8.395,225.303
8.4,226.223
8.405,224.865
8.41,225.244
8.415,225.561
8.42,224.985
8.425,225.013
8.43,223.536
8.435,224.349
8.44,223.65
8.445,225.323
8.45,225.404
8.455,227.674
8.46,227.902
8.465,227.983
8.47,224.95
8.475,224.325
8.48,224.353
8.485,224.891
8.49,223.664
8.495,224.217
8.5,224.143
8.505,222.871
8.51,222.981
8.515,223.46
8.52,224.88
8.525,223.947
8.53,224.414
8.535,225.459
8.54,226.818
8.545,225.986
8.55,224.723
8.555,224.499
8.56,225.386
8.565,225.302
8.57,224.939
8.575,227.093
8.58,226.483
8.585,227.171
8.59,225.761
8.595,224.11
8.6,222.825
8.605,222.815
8.61,223.019
8.615,223.165
8.62,222.78
8.625,223.469
8.63,222.619
8.635,224.163
8.64,223.846
8.645,224.454
8.65,223.8
8.655,224.025
8.66,223.257
8.665,224.445
8.67,224.895
8.675,223.221
8.68,224.69
8.685,225.05
8.69,224.348
8.695,224.699
8.7,225.331
8.705,224.544
8.71,225.662
8.715,224.779
8.72,226.048
8.725,225.228
8.73,224.728
8.735,225.058
8.74,224.638
8.745,227.312
8.75,226.184
8.755,225.098
8.76,225.62
8.765,225.313
8.77,224.396
8.775,224.616
8.78,223.546
8.785,226.479
8.79,225.29
8.795,225.036
8.8,224.312
8.805,223.11
8.81,223.854
8.815,225.047
8.82,223.83
8.825,222.577
8.83,222.365
8.835,222.81
8.84,222.319
8.845,222.698
8.85,221.798
8.855,222.547
8.86,222.728
8.865,222.733
8.87,222.676
8.875,223.758
8.88,225.38
8.885,224.474
8.89,224.152
8.895,223.875
8.9,223.865
8.905,223.697
8.91,224.191
8.915,225.425
8.92,225.453
8.925,224.392
8.93,223.968
8.935,224.338
8.94,225.275
8.945,224.988
8.95,225.246
8.955,224.781
8.96,223.964
8.965,223.525
8.97,224.064
8.975,224.236
8.98,224.179
8.985,224.404
8.99,223.818
8.995,223.596
9,223.119
9.005,223.72
9.01,225.671
9.015,226.209
9.02,225.383
9.025,224.192
9.03,224.966
9.035,227.067
9.04,225.531
9.045,225.396
9.05,223.645
9.055,224.749
9.06,224.381
9.065,224.03
9.07,223.871
9.075,224.223
9.08,223.629
9.085,223.92
9.09,223.347
9.095,223.708
9.1,224.853
9.105,224.474
9.11,225.393
9.115,225.61
9.12,224.944
9.125,226.064
9.13,224.844
9.135,226.099
9.14,224.852
9.145,225.415
9.15,224.458
9.155,223.981
9.16,224.351
9.165,225.593
9.17,224.69
9.175,225.395
9.18,225.526
9.185,225.301
9.19,225.075
9.195,224.772
9.2,224.642
9.205,224.227
9.21,224.877
9.215,225.646
9.22,225.629
9.225,225.864
9.23,224.984
9.235,225.032
9.24,225.398
9.245,225.56
9.25,224.935
9.255,225.665
9.26,226.006
9.265,226.363
9.27,226.284
9.275,225.833
9.28,225.282
9.285,224.37
9.29,224.774
9.295,225.304
9.3,224.584
9.305,224.835
9.31,225.263
9.315,224.785
9.32,224.87
9.325,223.766
9.33,223.764
9.335,224.276
9.34,224.753
9.345,225.947
9.35,227.101
9.355,227.332
9.36,227.099
9.365,225.896
9.37,224.898
9.375,225.026
9.38,224.934
9.385,225.154
9.39,225.825
9.395,225.059
9.4,225.445
9.405,224.175
9.41,225.007
9.415,225.714
9.42,225.621
9.425,224.44
9.43,225.853
9.435,225.78
9.44,225.628
9.445,226.539
9.45,226.719
9.455,227.773
9.46,228.324
9.465,226.856
9.47,227.489
9.475,227.888
9.48,227.521
9.485,226.449
9.49,225.353
9.495,224.509
9.5,224.62
9.505,224.074
9.51,226.066
9.515,226.043
9.52,226.127
9.525,225.788
9.53,224.639
9.535,224.419
9.54,223.564
9.545,223.089
9.55,222.357
9.555,222.375
9.56,222.212
9.565,222.468
9.57,223.061
9.575,223.107
9.58,222.033
9.585,223.168
9.59,223.855
9.595,224.318
9.6,224.039
9.605,224.679
9.61,225.528
9.615,226.138
9.62,226.336
9.625,225.915
9.63,224.48
9.635,224.925
9.64,225.888
9.645,225.696
9.65,224.925
9.655,224.732
9.66,226.109
9.665,225.072
9.67,224.917
9.675,223.427
9.68,224.494
9.685,225.099
9.69,224.575
9.695,224.663
9.7,222.987
9.705,224.922
9.71,225.673
9.715,225.137
9.72,224.897
9.725,224.173
9.73,224.061
9.735,224.58
9.74,225.863
9.745,225.424
9.75,225.124
9.755,224.931
9.76,224.628
9.765,225.536
9.77,224.269
9.775,225.436
9.78,225.095
9.785,226.217
9.79,226.097
9.795,227.202
9.8,226.372
9.805,226.815
9.81,228.062
9.815,226.822
9.82,228.169
9.825,226.411
9.83,226.414
9.835,226.207
9.84,227.559
9.845,226.818
9.85,227.42
9.855,227.16
9.86,227.595
9.865,227.598
9.87,227.281
9.875,226.319
9.88,225.855
9.885,226.127
9.89,227.095
9.895,225.5
9.9,225.634
9.905,225.515
9.91,226.968
9.915,226.218
9.92,225.65
9.925,226.334
9.93,226.321
9.935,227.547
9.94,228.104
9.945,227.346
9.95,227.111
9.955,225.65
9.96,227.297
9.965,226.088
9.97,226.544
9.975,226.34
9.98,225.545
9.985,225.641
9.99,227.397
9.995,226.298
10,226.924
