! This profile is for NOGRR 245 proposed Transient over-voltage., fashioned after IEEE-2800.
-100 			1
0.0 			1
0.0000 			1.8
0.0002			1.8
0.0002			1.0
1.0000 			1.0
1.0000 			1.7
1.0010 			1.7
1.0010 			1.0
2.0000 			1.0
2.0000 			1.6
2.0030 			1.6
2.0030 			1.0
3.0000 			1.0
3.0000 			1.4
3.0150 			1.4
3.0150 			1.0
999.00 			1.0
ENDFILE:


