! This profile is for proposed LVRT to align with IEEE2800 (nogrr245) for Solar and Energy Storage.  The #2 at the end indicates this is a piece-wise curve.  The 0.1 pu at end tests protection to intentionally trip the plant. https://www.ercot.com/mktrules/issues/NOGRR245#keydocs
-100 			1
0	1
0.0001	0.7
1.3	0.7
1.3001	1
11.4	1
11.4001	0
11.72	0
11.7201	1
21.8	1
21.801	0.25
23	0.25
23.001	1
33	1
33.001	0.5
36	0.5
36.001	1
46	1
46.001	0.7
52	0.7
52.001	1
58.4	1
58.41	1
66.4	1
ENDFILE:

