TIME,V16_kV,P_fleet_MW,IB32A,IB32B,IB32C,BRK32,IB30A,IB30B,IB30C,BRK30,IB31A,IB31B,IB31C,BRK31
4.5752,161.98,4522.2,-6.4482e-06,-1.694e-05,-6.2614e-07,1,-1.0956e-05,-1.6726e-05,3.6686e-06,1,6.6988e-06,-1.0633e-06,1.8379e-05,1
4.5754,161.95,4525,-4.9448e-06,-1.662e-05,-2.4498e-06,1,-4.5133e-06,-1.3189e-05,5.6885e-06,1,5.6685e-06,1.945e-06,1.6401e-05,1
4.5756,161.98,4525.8,-4.2368e-06,-1.608e-05,-3.6971e-06,1,-2.3853e-06,-1.4392e-05,3.8863e-06,1,6.4541e-06,3.0129e-06,1.4548e-05,1
4.5758,162.06,4523.4,-4.6087e-06,-1.57e-05,-3.7061e-06,1,-6.195e-06,-2.099e-05,3.1705e-06,1,7.8158e-06,3.5155e-06,1.2683e-05,1
4.576,162.17,4519,-5.7982e-06,-1.5735e-05,-2.4811e-06,1,-6.9802e-06,-2.1034e-05,3.9999e-06,1,1.0096e-05,1.201e-06,1.2718e-05,1
4.5762,162.26,4515.9,-7.0807e-06,-1.619e-05,-7.4346e-07,1,-5.5012e-06,-2.0788e-05,2.275e-06,1,1.3102e-05,-1.5266e-06,1.244e-05,1
4.5764,162.31,4517.4,-6.2711e-06,-1.564e-05,1.7397e-06,1,-4.2164e-06,-1.9936e-05,1.3837e-07,1,1.4298e-05,-4.122e-06,1.3839e-05,1
4.5766,162.34,4520.9,-5.7235e-06,-1.7356e-05,-9.3522e-07,1,-3.4522e-06,-1.9176e-05,-1.3863e-06,1,1.3307e-05,-3.5851e-06,1.4293e-05,1
4.5768,162.35,4523.4,-1.9942e-06,-1.7355e-05,-4.0761e-06,1,-3.2451e-06,-1.8941e-05,-1.8284e-06,1,1.2823e-05,-2.8216e-06,1.4013e-05,1
4.577,162.37,4523.8,1.2512e-06,-1.7641e-05,-7.6249e-06,1,-2.5642e-06,-1.9827e-05,-1.623e-06,1,1.2031e-05,-1.5648e-06,1.3549e-05,1
4.5772,162.39,4523.1,6.3868e-06,-1.3964e-05,-8.0035e-06,1,-1.2561e-06,-1.9467e-05,-3.2913e-06,1,1.198e-05,2.0224e-06,1.0013e-05,1
4.5774,162.38,4520.4,3.6974e-06,-1.6776e-05,-1.0936e-05,1,-6.7774e-07,-2.1104e-05,-2.2327e-06,1,1.3216e-05,4.1034e-06,6.695e-06,1
4.5776,162.32,4519.6,1.0945e-06,-1.6163e-05,-8.9456e-06,1,2.222e-07,-2.065e-05,-3.5867e-06,1,1.4611e-05,3.5672e-06,5.8366e-06,1
4.5778,162.18,4521.2,-4.4718e-07,-1.5699e-05,-7.8684e-06,1,4.8163e-06,-1.6892e-05,-6.3239e-06,1,1.6402e-05,1.6128e-06,6.0002e-06,1
4.578,162.09,4522.1,-1.0638e-06,-1.4905e-05,-8.0459e-06,1,2.5707e-06,-1.7212e-05,-9.3724e-06,1,1.7516e-05,-6.2349e-07,7.1217e-06,1
4.5782,162.06,4522.5,-2.2698e-06,-1.4624e-05,-7.1201e-06,1,2.9054e-06,-1.7345e-05,-9.5739e-06,1,1.7856e-05,-2.0258e-06,8.1841e-06,1
4.5784,162.06,4519.8,1.363e-06,-1.3411e-05,-5.6917e-06,1,5.2472e-07,-1.6289e-05,-8.2499e-06,1,1.7282e-05,-1.6037e-06,8.3365e-06,1
4.5786,162.09,4515.2,1.0604e-06,-1.5691e-05,-9.3839e-06,1,1.4449e-06,-1.6635e-05,-8.8238e-06,1,1.6344e-05,3.1855e-07,7.3525e-06,1
4.5788,162.14,4511.6,6.0368e-06,-1.3078e-05,-9.1619e-06,1,2.2286e-06,-1.6507e-05,-9.7357e-06,1,1.5676e-05,2.6879e-06,5.6506e-06,1
4.579,162.2,4512.7,5.7165e-06,-1.3733e-05,-1.2024e-05,1,2.5787e-06,-1.7037e-05,-9.5552e-06,1,1.5707e-05,4.2352e-06,4.0729e-06,1
4.5792,162.27,4516.5,6.9977e-06,-1.0746e-05,-1.0819e-05,1,4.2047e-06,-1.7329e-05,-1.0889e-05,1,1.6411e-05,4.211e-06,3.3925e-06,1
4.5794,162.34,4520.5,6.9366e-06,-7.083e-06,-1.0329e-05,1,7.4465e-06,-1.1447e-05,-1.074e-05,1,1.735e-05,2.6508e-06,3.782e-06,1
4.5796,162.4,4523.3,4.1541e-06,-5.8294e-06,-1.1828e-05,1,4.854e-06,-1.2952e-05,-1.5916e-05,1,1.871e-05,1.2827e-06,4.0219e-06,1
4.5798,162.42,4522.7,5.1447e-06,-2.4616e-06,-9.3174e-06,1,3.6511e-06,-1.1637e-05,-1.6028e-05,1,1.6506e-05,1.1499e-06,6.7454e-07,1
4.58,162.43,4518.1,8.7063e-07,-7.1318e-06,-1.5482e-05,1,2.2853e-06,-1.0228e-05,-1.607e-05,1,1.8124e-05,5.8303e-06,6.0325e-08,1
4.5802,162.4,4514.1,6.5027e-06,-2.8617e-06,-1.0079e-05,1,1.5593e-06,-1.0346e-05,-1.5227e-05,1,1.7252e-05,7.8832e-06,-1.1206e-06,1
4.5804,162.3,4512.9,4.2658e-06,-6.562e-06,-1.5789e-05,1,1.2056e-05,2.6171e-06,-5.3209e-06,1,1.651e-05,1.0186e-05,-2.6815e-06,1
4.5806,162.15,4516.2,6.0851e-06,-5.6418e-06,-1.317e-05,1,1.762e-05,8.5353e-06,-2.1392e-06,1,1.5623e-05,9.89e-06,-1.4985e-06,1
4.5808,162.06,4521.6,5.942e-06,-4.8614e-06,-1.2788e-05,1,1.8936e-05,5.1373e-06,-3.0313e-06,1,1.4752e-05,8.3565e-06,-2.1085e-06,1
4.581,162.06,4526.2,1.6235e-06,-5.2768e-06,-1.6078e-05,1,1.2153e-05,-2.9522e-06,-9.338e-06,1,1.5051e-05,8.6187e-06,3.4441e-07,1
4.5812,162.1,4525.1,3.1512e-06,-3.0586e-07,-1.1805e-05,1,1.9626e-05,9.2163e-06,-4.8267e-06,1,1.1824e-05,6.0399e-06,-3.3176e-06,1
4.5814,162.15,4520.3,-5.6667e-07,-2.668e-06,-1.8666e-05,1,1.8291e-05,1.209e-05,-6.3643e-06,1,1.3126e-05,8.3601e-06,-1.8507e-06,1
4.5816,162.2,4516.8,1.1578e-06,7.5149e-07,-1.5428e-05,1,1.5416e-05,1.1153e-05,-8.8498e-06,1,1.3229e-05,9.3824e-06,-2.7565e-06,1
4.5818,162.23,4515.9,4.0696e-07,4.8601e-07,-1.4519e-05,1,1.3142e-05,1.2081e-05,-8.0965e-06,1,1.3641e-05,1.0211e-05,-3.8726e-06,1
4.582,162.25,4517,3.9731e-08,-1.0877e-07,-1.4001e-05,1,1.2209e-05,1.3265e-05,-6.0015e-06,1,1.4152e-05,1.056e-05,-4.6135e-06,1
4.5822,162.27,4518.1,2.2957e-06,1.8099e-06,-1.1873e-05,1,1.0054e-05,1.2317e-05,-6.2464e-06,1,1.1461e-05,8.4894e-06,-6.8119e-06,1
4.5824,162.29,4516.2,-7.3533e-07,-6.1497e-07,-1.6498e-05,1,1.0007e-05,1.4426e-05,-5.2484e-06,1,9.1886e-06,1.0479e-05,-6.3896e-06,1
4.5826,162.3,4512.9,-2.8253e-07,1.1779e-06,-1.5754e-05,1,1.1107e-05,1.6653e-05,-3.7446e-06,1,7.0549e-06,1.2824e-05,-4.6058e-06,1
4.5828,162.27,4510,-3.896e-06,-1.7812e-08,-1.9371e-05,1,1.1201e-05,1.4632e-05,-6.1629e-06,1,3.6114e-06,1.208e-05,-5.3857e-06,1
4.583,162.17,4510.8,-3.8866e-06,3.5257e-06,-1.6137e-05,1,1.2105e-05,1.9094e-05,-7.1828e-06,1,6.3205e-06,1.8064e-05,-1.1693e-06,1
4.5832,162.02,4513.4,-6.4998e-06,3.3157e-06,-1.5433e-05,1,9.4462e-06,1.8863e-05,-7.0631e-06,1,3.5381e-06,1.4972e-05,-5.8205e-06,1
4.5834,161.92,4514.8,-8.9181e-06,1.631e-06,-1.6159e-05,1,8.2706e-06,1.7779e-05,-5.4051e-06,1,6.5279e-06,1.7762e-05,-2.3019e-06,1
4.5836,161.86,4513.5,-7.4334e-06,3.1683e-06,-1.4005e-05,1,6.6079e-06,2.0201e-05,-2.7928e-06,1,2.6996e-06,9.617e-06,-7.0896e-06,1
4.5838,161.83,4509.9,-7.5611e-06,2.188e-06,-1.4404e-05,1,5.5297e-06,1.9254e-05,-7.6723e-07,1,8.8465e-06,1.692e-05,-1.8372e-06,1
4.584,161.82,4507.4,-6.9902e-06,2.0018e-06,-1.4803e-05,1,3.316e-06,1.4484e-05,-5.453e-06,1,4.1737e-06,1.24e-05,-3.9638e-06,1
4.5842,161.86,4507.7,-6.5816e-06,2.2344e-06,-1.5486e-05,1,2.524e-06,1.8891e-05,-2.3607e-06,1,1.5449e-06,1.2712e-05,-2.9504e-06,1
4.5844,161.91,4510.4,-6.6318e-06,2.8025e-06,-1.6099e-05,1,3.2497e-06,2.055e-05,-8.8785e-07,1,6.1041e-07,1.543e-05,-9.6302e-07,1
4.5846,161.96,4513.7,-7.1879e-06,3.4177e-06,-1.6287e-05,1,3.4497e-06,2.3808e-05,-3.2416e-06,1,-1.9262e-06,1.4435e-05,-1.3199e-06,1
4.5848,162.03,4516.5,-7.9954e-06,3.7441e-06,-1.5948e-05,1,-2.0284e-06,1.7031e-05,-9.5411e-06,1,-7.5323e-07,1.8709e-05,8.3798e-07,1
4.585,162.07,4517.6,-1.1129e-05,3.285e-06,-1.4586e-05,1,7.994e-07,2.296e-05,2.5716e-07,1,-6.1114e-07,1.8444e-05,-5.7007e-07,1
4.5852,162.11,4516.5,-1.3889e-05,2.695e-06,-1.0108e-05,1,-1.9257e-06,1.8917e-05,9.2238e-07,1,-1.4908e-08,1.8765e-05,7.2702e-07,1
4.5854,162.13,4515.8,-1.4982e-05,2.3148e-06,-8.2058e-06,1,-1.1013e-06,2.0456e-05,4.6618e-06,1,-1.8762e-06,1.3311e-05,-1.0235e-06,1
4.5856,162.14,4515.5,-1.7292e-05,2.0139e-06,-8.7356e-06,1,-9.3994e-06,8.9208e-06,-4.1365e-06,1,1.6399e-06,1.7059e-05,3.2277e-06,1
4.5858,162.12,4514.4,-1.6261e-05,1.3084e-06,-9.0611e-06,1,-1.6154e-05,4.6636e-06,-8.4213e-06,1,5.2372e-08,1.564e-05,4.6217e-06,1
4.586,162.05,4513.8,-1.4541e-05,6.172e-07,-1.0091e-05,1,-9.1957e-06,1.1767e-05,-2.0662e-06,1,-3.2e-06,1.2935e-05,4.9773e-06,1
4.5862,161.94,4514.9,-1.3395e-05,5.9456e-08,-1.0295e-05,1,-1.4e-05,7.7786e-06,-1.299e-05,1,-4.9579e-06,1.3596e-05,5.5594e-06,1
4.5864,161.91,4516.7,-1.3605e-05,-3.5158e-07,-9.7655e-06,1,-1.1679e-05,1.1394e-05,-7.2956e-06,1,-3.807e-06,1.6273e-05,7.3256e-06,1
4.5866,161.93,4517.7,-1.4998e-05,-3.1428e-07,-8.7015e-06,1,-2.5066e-06,2.0494e-05,6.0274e-06,1,-3.8593e-06,1.6729e-05,7.0058e-06,1
4.5868,161.95,4518.1,-1.6905e-05,1.1164e-07,-7.2204e-06,1,-1.2494e-05,9.6813e-06,2.2981e-07,1,-3.3703e-06,1.6585e-05,6.6585e-06,1
4.587,161.98,4517.8,-1.8406e-05,5.6704e-07,-6.1751e-06,1,-1.1825e-05,1.355e-05,8.486e-06,1,-2.7542e-06,1.5925e-05,6.6148e-06,1
4.5872,162.02,4516.7,-1.8803e-05,7.8001e-07,-5.9914e-06,1,-1.0696e-05,1.4285e-05,1.1967e-05,1,-2.3933e-06,1.5181e-05,7.0173e-06,1
4.5874,162.07,4516.5,-1.8052e-05,6.7712e-07,-6.6396e-06,1,-1.341e-05,8.3367e-06,6.1114e-06,1,-2.5189e-06,1.4695e-05,7.7214e-06,1
4.5876,162.12,4517.8,-1.6693e-05,3.3386e-07,-7.6545e-06,1,-5.8059e-06,1.7197e-05,1.2624e-05,1,-3.0767e-06,1.4689e-05,8.4375e-06,1
4.5878,162.18,4521.4,-1.5704e-05,-1.7432e-06,-6.5669e-06,1,-8.9324e-06,9.6559e-06,4.8853e-06,1,-3.5365e-06,1.497e-05,9.483e-06,1
4.588,162.23,4526.1,-1.4742e-05,-5.2747e-06,-3.9975e-06,1,-2.9137e-06,1.5332e-05,1.1597e-05,1,-4.8698e-06,1.2331e-05,1.0859e-05,1
4.5882,162.27,4529.3,-1.4767e-05,-7.4251e-06,-1.8218e-06,1,-8.4103e-06,6.4471e-06,6.7552e-06,1,-4.4981e-06,1.0163e-05,1.2974e-05,1
4.5884,162.29,4530,-1.5845e-05,-8.5605e-06,3.914e-07,1,-4.9452e-06,1.2902e-05,1.6058e-05,1,-2.8411e-06,1.0207e-05,1.5788e-05,1
4.5886,162.27,4528.1,-1.8454e-05,-6.9113e-06,1.3507e-06,1,-8.0351e-06,9.5168e-06,1.5678e-05,1,-2.9657e-06,6.9207e-06,1.5644e-05,1
4.5888,162.18,4525.6,-1.7958e-05,-7.5403e-06,1.4841e-06,1,-9.4107e-06,7.3618e-06,1.4372e-05,1,-6.6677e-07,8.6337e-06,1.6048e-05,1
4.589,162.04,4524.1,-1.6532e-05,-5.7227e-06,-1.7591e-06,1,-6.6746e-06,1.1331e-05,1.9358e-05,1,-1.2793e-06,1.033e-05,1.4964e-05,1
4.5892,161.98,4524,-1.5354e-05,-6.3169e-06,-2.3429e-06,1,-4.6309e-06,1.0671e-05,1.7975e-05,1,-1.3824e-06,1.0969e-05,1.4428e-05,1
4.5894,161.98,4526.1,-1.4026e-05,-7.2179e-06,-2.7699e-06,1,-3.0888e-06,6.3205e-06,1.5515e-05,1,-9.5191e-07,1.0189e-05,1.4778e-05,1
4.5896,162.02,4528.2,-1.204e-05,-9.2896e-06,-2.6841e-06,1,9.3779e-09,5.6898e-06,1.5684e-05,1,-2.479e-07,8.3541e-06,1.5908e-05,1
4.5898,162.07,4528.4,-1.2036e-05,-1.1266e-05,-7.1176e-07,1,3.5362e-07,5.1734e-06,1.8488e-05,1,3.2759e-07,6.3941e-06,1.7293e-05,1
4.59,162.11,4527.2,-1.1799e-05,-1.2632e-05,4.1649e-07,1,-5.0386e-07,4.9573e-06,1.9562e-05,1,4.6946e-07,5.2575e-06,1.8288e-05,1
4.5902,162.17,4525.1,-1.2675e-05,-1.3725e-05,2.3864e-06,1,-2.1594e-06,5.0304e-06,2.1144e-05,1,9.2216e-08,5.4283e-06,1.8494e-05,1
4.5904,162.2,4523.3,-1.4167e-05,-1.2386e-05,2.5391e-06,1,-3.0859e-06,5.368e-06,2.1733e-05,1,-5.4584e-07,6.662e-06,1.7898e-05,1
4.5906,162.21,4523.5,-1.3653e-05,-1.3112e-05,2.7506e-06,1,-2.4624e-06,4.8092e-06,2.1669e-05,1,5.1837e-08,6.9386e-06,1.7024e-05,1
4.5908,162.24,4524.5,-1.1662e-05,-1.4227e-05,1.8752e-06,1,1.0893e-06,2.8591e-06,2.0067e-05,1,2.7225e-06,5.1339e-06,1.6158e-05,1
4.591,162.23,4527.1,-1.0565e-05,-1.2273e-05,-1.1764e-06,1,4.9255e-06,5.4652e-07,1.8543e-05,1,5.7714e-06,2.9045e-06,1.5339e-05,1
4.5912,162.19,4529.3,-7.7333e-06,-1.3455e-05,-2.826e-06,1,6.5011e-06,-7.861e-07,1.83e-05,1,7.9513e-06,8.6942e-07,1.5194e-05,1
4.5914,162.1,4531.2,-6.5811e-06,-1.4579e-05,-2.8546e-06,1,7.6916e-06,-1.6346e-06,1.7958e-05,1,7.9221e-06,-1.3764e-06,1.7469e-05,1
4.5916,161.98,4531.5,-7.2656e-06,-1.5052e-05,-1.6969e-06,1,5.4642e-06,-7.7864e-07,1.933e-05,1,7.3297e-06,-6.2004e-07,1.7305e-05,1
4.5918,161.9,4528.1,-8.7169e-06,-1.5525e-05,2.2757e-07,1,3.2803e-06,-2.0086e-06,1.7442e-05,1,6.9287e-06,5.7191e-07,1.6514e-05,1
4.592,161.81,4523.7,-9.025e-06,-1.6739e-05,1.7496e-06,1,7.1808e-06,-1.2914e-06,1.8126e-05,1,5.5083e-06,1.0733e-06,1.7433e-05,1
4.5922,161.77,4522.3,-8.1814e-06,-1.7075e-05,1.2417e-06,1,6.9552e-06,-1.4685e-06,1.8529e-05,1,8.1844e-06,9.6197e-07,1.4868e-05,1
4.5924,161.8,4523.1,-6.1749e-06,-1.7331e-05,-5.0814e-07,1,2.5093e-06,-8.4086e-06,1.0562e-05,1,8.0136e-06,6.9887e-07,1.5302e-05,1
4.5926,161.86,4524,-4.3535e-06,-1.674e-05,-2.9209e-06,1,1.0634e-05,-3.9896e-06,1.737e-05,1,1.0887e-05,-8.9329e-08,1.3217e-05,1
4.5928,161.94,4524.5,-2.2153e-06,-1.5171e-05,-3.4719e-06,1,1.2044e-05,-4.0171e-06,1.5988e-05,1,9.2157e-06,-4.464e-06,9.9888e-06,1
4.593,161.99,4529.3,8.362e-07,-1.2459e-05,-1.8676e-06,1,1.4216e-05,-4.4662e-06,1.4265e-05,1,1.2117e-05,-3.1549e-07,1.2213e-05,1
4.5932,162.01,4535.2,-1.2021e-06,-1.6243e-05,-6.5696e-06,1,1.3515e-05,-1.634e-06,1.2133e-05,1,1.3048e-05,-2.2159e-06,1.3183e-05,1
4.5934,162.03,4537.2,1.484e-06,-1.4459e-05,-2.0315e-06,1,1.287e-05,-1.9324e-06,1.3077e-05,1,1.187e-05,-2.9074e-06,1.5052e-05,1
4.5936,162.06,4534.8,4.9347e-06,-9.3515e-06,4.7158e-06,1,6.4977e-06,-9.1253e-06,4.6234e-06,1,4.4996e-06,-9.2308e-06,4.2712e-06,1
4.5938,162.1,4530.3,7.2518e-06,-8.8292e-06,1.316e-06,1,1.541e-05,-3.7829e-06,1.2387e-05,1,-5.4458e-07,-1.5045e-05,-8.4249e-06,1
4.594,162.12,4526.8,1.6062e-06,-1.5517e-05,-1.0103e-05,1,1.6678e-05,-3.9858e-06,1.1322e-05,1,1.4288e-07,-1.4855e-05,-9.3023e-06,1
4.5942,162.08,4528.1,3.2738e-06,-1.3076e-05,-5.5977e-06,1,1.6408e-05,-3.7954e-06,1.1402e-05,1,7.9338e-06,-6.1346e-06,1.8622e-06,1
4.5944,161.96,4533.6,7.1142e-06,-5.6896e-06,2.736e-06,1,1.7209e-05,-3.1429e-06,9.9485e-06,1,9.8848e-06,-7.0791e-06,1.2136e-06,1
4.5946,161.85,4538.9,1.4689e-05,8.2557e-07,8.4998e-06,1,1.7658e-05,-1.7857e-06,8.1422e-06,1,7.2316e-06,-1.1296e-05,-4.3203e-06,1
4.5948,161.8,4540.6,1.5911e-05,9.9798e-07,7.1051e-06,1,1.8307e-05,-1.9958e-06,7.7033e-06,1,2.0816e-06,-1.6026e-05,-1.0071e-05,1
4.595,161.82,4537.5,1.3656e-05,-2.6857e-06,-2.9529e-08,1,1.8601e-05,-1.0351e-06,6.4479e-06,1,7.674e-06,-7.4629e-06,6.0921e-08,1
4.5952,161.89,4532,1.9118e-05,2.2278e-06,2.6688e-06,1,1.9066e-05,-1.0438e-06,2.9448e-06,1,1.0831e-06,-1.6636e-05,-8.1062e-06,1
4.5954,161.98,4527.3,1.6547e-05,2.0078e-06,2.4144e-06,1,1.9809e-05,1.5121e-06,2.6926e-06,1,7.6978e-06,-6.0173e-06,-8.9763e-07,1
4.5956,162.06,4527.3,9.0543e-06,-5.1492e-06,-3.9934e-06,1,1.1641e-05,-7.8402e-06,-6.8705e-06,1,2.9075e-06,-1.2805e-05,-1.0188e-05,1
4.5958,162.12,4532.9,1.8808e-06,-1.4686e-05,-1.1209e-05,1,5.7815e-06,-1.5842e-05,-1.3954e-05,1,9.3095e-06,-5.9293e-06,-5.5851e-06,1
4.596,162.15,4538.2,3.9228e-07,-1.2831e-05,-1.1384e-05,1,1.06e-05,-7.4303e-06,-6.1793e-06,1,4.217e-06,-1.2623e-05,-1.5609e-05,1
4.5962,162.16,4539.5,-4.8835e-07,-8.82e-06,-1.4706e-05,1,5.0214e-06,-1.3462e-05,-1.5575e-05,1,3.9746e-06,-1.1412e-05,-1.6577e-05,1
4.5964,162.17,4538.3,9.2359e-07,-7.1459e-06,-1.683e-05,1,1.0901e-05,-3.3552e-06,-7.8957e-06,1,1.0713e-05,-6.6496e-06,-1.0095e-05,1
4.5966,162.19,4537.1,3.7972e-06,-7.8431e-06,-1.4999e-05,1,9.1133e-06,-6.8019e-06,-1.3578e-05,1,5.1922e-06,-5.8856e-06,-1.2037e-05,1
4.5968,162.2,4537.2,5.209e-06,-1.0482e-05,-1.8742e-05,1,5.8093e-06,-1.2033e-05,-1.7792e-05,1,9.9514e-07,-8.9509e-06,-1.6059e-05,1
4.597,162.18,4536.9,5.7913e-06,-9.5135e-06,-1.4596e-05,1,9.4803e-06,-6.051e-06,-1.3381e-05,1,-1.3479e-07,-8.0342e-06,-1.5846e-05,1
4.5972,162.07,4536.1,3.3176e-06,-9.9762e-06,-1.7356e-05,1,4.8806e-06,-1.0789e-05,-1.8107e-05,1,3.5506e-07,-5.267e-06,-1.6339e-05,1
4.5974,161.97,4536,1.0441e-06,-7.0166e-06,-1.8043e-05,1,3.2719e-06,-8.9465e-06,-1.8341e-05,1,5.3156e-06,-7.7939e-07,-1.0597e-05,1
4.5976,161.93,4538.2,-1.414e-06,-3.5957e-06,-1.4801e-05,1,2.2157e-06,-6.7001e-06,-1.8097e-05,1,2.7978e-06,-7.911e-06,-1.8765e-05,1
4.5978,161.95,4542.2,-4.4854e-06,-1.9693e-06,-1.756e-05,1,8.4744e-06,-1.7673e-06,-1.4207e-05,1,6.1137e-06,-3.6663e-06,-1.3733e-05,1
4.598,162,4546.6,-3.5518e-06,-1.1307e-06,-1.9333e-05,1,1.5774e-06,-3.2838e-06,-2.2309e-05,1,3.7026e-06,-7.5696e-06,-2.0148e-05,1
4.5982,162.08,4546.5,1.0687e-06,-1.0386e-06,-1.5694e-05,1,9.6524e-07,-2.3522e-06,-2.2629e-05,1,1.2028e-06,-6.2415e-06,-1.8976e-05,1
4.5984,162.14,4544.2,9.0676e-08,-4.9071e-06,-1.9199e-05,1,1.738e-06,-1.2775e-06,-2.4477e-05,1,-3.4028e-06,-2.4336e-06,-1.8178e-05,1
4.5986,162.23,4540.9,5.4169e-06,-2.1925e-06,-1.2351e-05,1,4.1228e-06,5.5578e-07,-1.933e-05,1,-6.0988e-06,-8.182e-07,-1.7098e-05,1
4.5988,162.28,4539.7,-1.5406e-06,-3.9774e-06,-1.8497e-05,1,-5.3463e-07,-1.0104e-06,-2.2471e-05,1,-3.8897e-06,-3.8969e-07,-1.7583e-05,1
4.599,162.29,4541.4,-2.6415e-06,-9.4172e-07,-1.6069e-05,1,-1.1253e-06,2.0476e-08,-1.7542e-05,1,-3.0482e-06,-2.1981e-06,-1.8768e-05,1
4.5992,162.32,4542.6,-4.827e-06,-6.5321e-07,-1.8535e-05,1,-3.294e-06,-9.2893e-07,-1.9793e-05,1,-2.4271e-06,4.9092e-07,-1.6394e-05,1
4.5994,162.3,4543,6.2341e-06,9.6405e-06,-6.8715e-06,1,-6.2308e-07,1.1679e-07,-1.9095e-05,1,2.2845e-06,6.9585e-07,-1.7315e-05,1
4.5996,162.22,4542.2,8.7236e-06,1.6372e-05,-1.0812e-06,1,6.9369e-06,7.2424e-06,-1.1375e-05,1,6.5066e-09,-1.6893e-06,-2.0276e-05,1
4.5998,162.09,4542.6,7.8597e-08,9.5617e-06,-6.6067e-06,1,1.7194e-06,9.2867e-06,-1.2803e-05,1,-3.909e-06,-6.1525e-07,-1.8301e-05,1
4.6,161.89,4542.7,1.1151e-05,1.4613e-05,-1.7508e-06,1,-8.1198e-06,5.5783e-06,-2.1475e-05,1,-8.3669e-06,2.274e-06,-1.406e-05,1
4.6002,161.77,4542,1.0564e-05,1.4671e-05,-1.2213e-06,1,3.1945e-06,1.482e-05,-9.3557e-06,1,-1.1736e-05,3.5276e-06,-1.4105e-05,1
4.6004,161.72,4540.4,9.5641e-06,1.5073e-05,-6.2284e-07,1,7.0626e-06,1.9865e-05,-2.9148e-06,1,-1.169e-05,3.1538e-06,-1.5478e-05,1
4.6006,161.72,4537.6,7.6785e-06,1.7375e-05,-1.0392e-06,1,1.3195e-06,1.3352e-05,-6.8915e-06,1,-9.8717e-06,3.5354e-06,-1.7679e-05,1
4.6008,161.75,4535.1,6.9218e-06,1.693e-05,1.6184e-07,1,1.1199e-05,1.5847e-05,-3.0327e-06,1,-4.6031e-06,4.4436e-06,-1.6761e-05,1
4.601,161.79,4533.5,5.7584e-06,1.7439e-05,8.165e-07,1,9.9514e-06,1.5929e-05,-1.868e-06,1,-3.4939e-06,1.7169e-06,-1.7881e-05,1
4.6012,161.84,4533.9,4.873e-06,1.7148e-05,1.9927e-06,1,6.1158e-06,1.6281e-05,-1.4139e-06,1,-5.3765e-06,2.8763e-07,-1.6545e-05,1
4.6014,161.89,4535.9,3.0712e-06,1.6032e-05,4.9107e-06,1,3.1502e-06,2.2044e-05,-1.1812e-06,1,-1.0559e-05,-9.965e-08,-1.3356e-05,1
4.6016,161.94,4539,2.6591e-06,1.7132e-05,4.2232e-06,1,7.1659e-07,2.342e-05,-1.2427e-07,1,-1.5622e-05,3.0109e-06,-1.1403e-05,1
4.6018,161.99,4541.1,3.4438e-06,1.6586e-05,3.9838e-06,1,-1.587e-06,2.3225e-05,2.3749e-06,1,-1.8572e-05,3.9098e-06,-9.3521e-06,1
4.602,162.02,4541.9,3.4453e-08,1.2796e-05,4.5444e-06,1,-5.8651e-07,2.1286e-05,3.3136e-06,1,-1.6675e-05,6.079e-06,-6.9391e-06,1
4.6022,162.03,4541.4,3.6507e-06,1.667e-05,3.6927e-06,1,1.5838e-06,1.9325e-05,3.1037e-06,1,-1.4176e-05,3.257e-06,-1.1142e-05,1
4.6024,162.01,4540.5,-6.3882e-06,5.3873e-06,-6.1184e-06,1,2.0236e-06,1.7268e-05,4.7213e-06,1,-1.2125e-05,1.2348e-06,-1.3125e-05,1
4.6026,161.93,4540.2,-1.0518e-05,1.7959e-06,-6.4659e-06,1,2.9113e-06,1.6873e-05,4.2289e-06,1,-1.1127e-05,-3.0289e-08,-1.2754e-05,1
4.6028,161.8,4540.9,-1.6198e-05,5.0518e-07,-6.9155e-06,1,1.4537e-06,1.6772e-05,5.7869e-06,1,-1.1666e-05,1.4819e-07,-1.2497e-05,1
4.603,161.71,4540.2,-1.8501e-05,6.3759e-07,-5.9037e-06,1,-3.4454e-06,1.6075e-05,9.6209e-06,1,-1.4046e-05,2.8252e-07,-1.0251e-05,1
4.6032,161.67,4540.1,-1.4789e-05,4.9843e-06,2.3405e-07,1,-4.2216e-06,1.9537e-05,8.6969e-06,1,-1.7763e-05,6.4224e-07,-6.8943e-06,1
4.6034,161.66,4540.3,-1.909e-05,-9.1894e-07,-4.0063e-06,1,-1.5553e-05,7.7088e-06,-2.2891e-06,1,-1.9187e-05,8.3008e-07,-4.999e-06,1
4.6036,161.67,4539.6,-1.316e-05,6.5432e-07,-1.3486e-06,1,-1.9713e-05,4.57e-07,-4.7604e-06,1,-1.3115e-05,1.0336e-05,2.7365e-06,1
4.6038,161.73,4538,-1.3853e-05,-6.2233e-06,-3.9393e-06,1,-1.9317e-05,5.6635e-07,-5.2663e-06,1,-5.7119e-06,1.9745e-05,9.9813e-06,1
4.604,161.78,4537.2,-1.2898e-05,-7.1921e-06,-3.9252e-06,1,-1.9557e-05,2.6655e-07,-4.7262e-06,1,-2.6665e-06,1.5204e-05,9.7846e-06,1
