TIME,V16_kV,P_fleet_MW
2.4,235.22,6214.9
2.4002,235.21,6210.9
2.4004,235.21,6210.1
2.4006,235.25,6211.9
2.4008,235.34,6212.6
2.401,235.43,6211.4
2.4012,235.55,6208.8
2.4014,235.69,6204.9
2.4016,235.78,6201.3
2.4018,235.78,6199.7
2.402,235.72,6203
2.4022,235.62,6210.3
2.4024,235.47,6216.4
2.4026,235.3,6217.1
2.4028,235.26,6213.4
2.403,235.31,6207.5
2.4032,235.36,6204.6
2.4034,235.37,6209.5
2.4036,235.37,6215.4
2.4038,235.41,6217.6
2.404,235.48,6215.1
2.4042,235.6,6214
2.4044,235.76,6214.1
2.4046,235.87,6214.5
2.4048,235.88,6217
2.405,235.8,6221.6
2.4052,235.65,6225.8
2.4054,235.41,6227.8
2.4056,235.26,6229.1
2.4058,235.15,6228.8
2.406,235.12,6230.3
2.4062,235.2,6232.3
2.4064,235.35,6234.4
2.4066,235.5,6235.2
2.4068,235.69,6236.4
2.407,235.86,6238
2.4072,236.02,6239
2.4074,236.12,6239
2.4076,236.11,6239.8
2.4078,236,6243.9
2.408,235.83,6249.1
2.4082,235.75,6250.3
2.4084,235.82,6249.2
2.4086,235.85,6245
2.4088,235.83,6241.8
2.409,235.8,6238.6
2.4092,235.79,6235.8
2.4094,235.83,6238
2.4096,235.91,6244.2
2.4098,235.99,6246.6
2.41,236.05,6244.4
2.4102,236.06,6239.1
2.4104,235.97,6233.3
2.4106,235.85,6230.1
2.4108,235.68,6232.5
2.411,235.51,6236.6
2.4112,235.43,6241
2.4114,235.38,6244.4
2.4116,235.39,6245.3
2.4118,235.5,6241.5
2.412,235.68,6235.4
2.4122,235.85,6231.6
2.4124,235.94,6231
2.4126,235.96,6232.2
2.4128,235.94,6234.1
2.413,235.92,6234.2
2.4132,235.87,6232.7
2.4134,235.81,6231
2.4136,235.7,6228.2
2.4138,235.53,6226.6
2.414,235.4,6227.1
2.4142,235.37,6230.6
2.4144,235.4,6235.6
2.4146,235.48,6239
2.4148,235.6,6238.2
2.415,235.71,6234.1
2.4152,235.79,6230.4
2.4154,235.85,6230.9
2.4156,235.88,6235.5
2.4158,235.92,6241.4
2.416,235.95,6245.8
2.4162,235.92,6245
2.4164,235.83,6240.2
2.4166,235.66,6234.9
2.4168,235.47,6233.2
2.417,235.37,6234.7
2.4172,235.38,6237.5
2.4174,235.47,6239.6
2.4176,235.59,6237.6
2.4178,235.67,6233.6
2.418,235.73,6230.1
2.4182,235.77,6231.6
2.4184,235.78,6238.1
2.4186,235.83,6243.5
2.4188,235.85,6245.3
2.419,235.79,6243.1
2.4192,235.62,6240.9
2.4194,235.4,6240.1
2.4196,235.23,6241.5
2.4198,235.18,6244.4
2.42,235.34,6244.5
2.4202,235.57,6242.6
2.4204,235.77,6240.7
2.4206,235.87,6241.1
2.4208,235.84,6245.4
2.421,235.77,6249.4
2.4212,235.75,6251
2.4214,235.81,6248.4
2.4216,235.89,6248.6
2.4218,235.89,6254
2.422,235.85,6258.9
2.4222,235.69,6259.4
2.4224,235.59,6256.5
2.4226,235.51,6251.1
2.4228,235.44,6247.1
2.423,235.4,6248.4
2.4232,235.45,6253.9
2.4234,235.6,6258.8
2.4236,235.8,6261.1
2.4238,236.05,6258.5
2.424,236.16,6253
2.4242,236.08,6250.1
2.4244,235.85,6251.1
2.4246,235.57,6255.7
2.4248,235.29,6261.3
2.425,235.13,6265.9
2.4252,235.11,6265
2.4254,235.21,6262.2
2.4256,235.36,6260.3
2.4258,235.51,6260
2.426,235.61,6260.5
2.4262,235.67,6262.2
2.4264,235.69,6263.7
2.4266,235.74,6263.9
2.4268,235.82,6265.1
2.427,235.88,6265.9
2.4272,235.86,6266
2.4274,235.75,6265.1
2.4276,235.56,6263
2.4278,235.39,6264
2.428,235.27,6269.6
2.4282,235.25,6273.6
2.4284,235.33,6272.5
2.4286,235.45,6266.9
2.4288,235.6,6261.8
2.429,235.74,6258.7
2.4292,235.82,6258.7
2.4294,235.84,6260.6
2.4296,235.85,6262.7
2.4298,235.87,6263.9
2.43,235.84,6263.1
2.4302,235.73,6259.3
2.4304,235.54,6256.1
2.4306,235.29,6254
2.4308,235.12,6255.1
2.431,235.14,6256.3
2.4312,235.29,6255.9
2.4314,235.5,6254
2.4316,235.69,6251.6
2.4318,235.79,6250.2
2.432,235.8,6247.9
2.4322,235.81,6245.8
2.4324,235.81,6247.3
2.4326,235.83,6247.9
2.4328,235.77,6249.2
2.433,235.66,6252
2.4332,235.57,6252.2
2.4334,235.52,6249.1
2.4336,235.47,6245.1
2.4338,235.36,6242.5
2.434,235.28,6242.9
2.4342,235.28,6244.9
2.4344,235.36,6245.7
2.4346,235.51,6243.6
2.4348,235.65,6239.8
2.435,235.74,6238.1
2.4352,235.76,6239.7
2.4354,235.7,6243.4
2.4356,235.62,6245.8
2.4358,235.55,6245
2.436,235.48,6241.4
2.4362,235.45,6238.1
2.4364,235.42,6237
2.4366,235.36,6237.7
2.4368,235.34,6240.4
2.437,235.38,6241.7
2.4372,235.48,6240.9
2.4374,235.63,6240.2
2.4376,235.75,6241.1
2.4378,235.83,6246.2
2.438,235.85,6253.2
2.4382,235.83,6259.1
2.4384,235.74,6260.1
2.4386,235.62,6258.4
2.4388,235.47,6256.8
2.439,235.35,6254.9
2.4392,235.28,6255.8
2.4394,235.3,6258.6
2.4396,235.39,6261
2.4398,235.46,6260.9
2.44,235.55,6258.4
2.4402,235.65,6256.7
2.4404,235.73,6258.6
2.4406,235.82,6262.4
2.4408,235.85,6266.8
2.441,235.83,6269.1
2.4412,235.76,6270.5
2.4414,235.65,6271.7
2.4416,235.44,6273.3
2.4418,235.3,6272.4
2.442,235.32,6269.4
2.4422,235.44,6264.5
2.4424,235.55,6260.3
2.4426,235.59,6260.5
2.4428,235.62,6268.6
2.443,235.62,6277.8
2.4432,235.68,6280
2.4434,235.86,6274.8
2.4436,236.04,6268.2
2.4438,236.1,6262.1
2.444,235.97,6260.3
2.4442,235.61,6263.7
2.4444,235.24,6271.3
2.4446,235.08,6278.9
2.4448,235.2,6281.4
2.445,235.47,6278.5
2.4452,235.72,6270.9
2.4454,235.82,6263
2.4456,235.78,6259.6
2.4458,235.72,6260.3
2.446,235.72,6263.4
2.4462,235.81,6264.8
2.4464,235.92,6264.8
2.4466,235.97,6262.4
2.4468,235.91,6259
2.447,235.72,6256.2
2.4472,235.53,6256
2.4474,235.41,6256.8
2.4476,235.39,6257.2
2.4478,235.41,6257
2.448,235.47,6255.5
2.4482,235.58,6252.3
2.4484,235.69,6250.2
2.4486,235.78,6248.4
2.4488,235.86,6247
2.449,235.89,6247.1
2.4492,235.9,6247.8
2.4494,235.85,6249
2.4496,235.76,6248.8
2.4498,235.64,6246.4
2.45,235.52,6243.9
2.4502,235.42,6242.9
2.4504,235.4,6244.8
2.4506,235.41,6248.6
2.4508,235.48,6249.9
2.451,235.6,6248.1
2.4512,235.69,6244.7
2.4514,235.78,6241.8
2.4516,235.88,6240
2.4518,235.96,6242
2.452,236.02,6246.7
2.4522,235.97,6250.6
2.4524,235.84,6250.3
2.4526,235.64,6247.7
2.4528,235.47,6244.4
2.453,235.37,6241.4
2.4532,235.35,6240.8
2.4534,235.42,6243.4
2.4536,235.52,6245.9
2.4538,235.62,6247.4
2.454,235.73,6247.1
2.4542,235.83,6248.4
2.4544,235.96,6249.3
2.4546,236.04,6250
2.4548,236.08,6251
2.455,236.04,6255.7
2.4552,235.9,6261.5
2.4554,235.69,6264.2
2.4556,235.61,6266.5
2.4558,235.64,6265.9
2.456,235.78,6261.6
2.4562,235.93,6259
2.4564,236,6260.2
2.4566,236.06,6264.1
2.4568,236.16,6269.8
2.457,236.28,6278
2.4572,236.38,6280.9
2.4574,236.5,6275.9
2.4576,236.58,6269.6
2.4578,236.51,6268.8
2.458,236.27,6270.9
2.4582,236.02,6273.1
2.4584,235.87,6274.2
2.4586,235.84,6270.6
2.4588,235.85,6266.6
2.459,235.87,6266
2.4592,235.92,6266.9
2.4594,235.92,6265.8
2.4596,235.92,6263.4
2.4598,235.94,6264.7
2.46,236,6269
2.4602,236.17,6273.6
2.4604,236.32,6276.3
2.4606,236.37,6275.3
2.4608,236.26,6271.2
2.461,236,6267.2
2.4612,235.8,6267.2
2.4614,235.76,6272.4
2.4616,235.82,6277.6
2.4618,235.96,6276.9
2.462,236.13,6269
2.4622,236.21,6259.6
2.4624,236.26,6255.6
2.4626,236.31,6256.6
2.4628,236.34,6262.5
2.463,236.36,6267.7
2.4632,236.37,6269.3
2.4634,236.34,6265.4
2.4636,236.26,6260.4
2.4638,236.08,6257.5
2.464,235.95,6255.8
2.4642,235.87,6254.5
2.4644,235.84,6255.9
2.4646,235.87,6257
2.4648,235.94,6256.3
2.465,236.06,6253.7
2.4652,236.21,6250.3
2.4654,236.28,6247.4
2.4656,236.33,6245.8
2.4658,236.32,6245.8
2.466,236.23,6246.1
2.4662,236.08,6246.7
2.4664,235.96,6246.1
2.4666,235.77,6245.3
2.4668,235.63,6245.4
2.467,235.62,6244.3
2.4672,235.66,6242.8
2.4674,235.72,6241.6
2.4676,235.82,6240.8
2.4678,235.9,6239.5
2.468,235.98,6237.8
2.4682,236.07,6236.5
2.4684,236.16,6237.2
2.4686,236.24,6239.8
2.4688,236.23,6242.5
2.469,236.11,6243.2
2.4692,235.93,6241
2.4694,235.79,6237.7
2.4696,235.68,6235.7
2.4698,235.61,6235.2
2.47,235.58,6237.2
2.4702,235.64,6240.6
2.4704,235.75,6244.8
2.4706,235.88,6246.6
2.4708,236.05,6247.1
2.471,236.22,6249.6
2.4712,236.33,6251.6
2.4714,236.38,6251.6
2.4716,236.41,6251.7
2.4718,236.36,6253.6
2.472,236.23,6254.6
2.4722,236.12,6254.3
2.4724,236.05,6251.7
2.4726,235.97,6248.3
2.4728,235.91,6244.7
2.473,235.86,6243
2.4732,235.88,6243.9
2.4734,235.97,6245.4
2.4736,236.11,6245.1
2.4738,236.25,6246.4
2.474,236.35,6245.5
2.4742,236.29,6242.7
2.4744,236.13,6241.1
2.4746,235.9,6245.7
2.4748,235.65,6255.1
2.475,235.57,6260
2.4752,235.59,6258.1
2.4754,235.63,6252.8
2.4756,235.63,6249.2
2.4758,235.59,6248.1
2.476,235.6,6250.1
2.4762,235.68,6253.7
2.4764,235.85,6255.8
2.4766,236.04,6256
2.4768,236.14,6255.1
2.477,236.1,6252.7
2.4772,235.97,6252.4
2.4774,235.77,6253.9
2.4776,235.58,6255.3
2.4778,235.41,6255.3
2.478,235.28,6254.5
2.4782,235.24,6254.1
2.4784,235.3,6255.6
2.4786,235.45,6255.9
2.4788,235.65,6255
2.479,235.84,6253.1
2.4792,235.96,6251.9
2.4794,236,6250.7
2.4796,235.97,6250.6
2.4798,235.94,6251.3
2.48,235.89,6250.4
2.4802,235.83,6250
2.4804,235.71,6249.9
2.4806,235.51,6247.8
2.4808,235.27,6245.7
2.481,235.11,6244.1
2.4812,235.09,6243.3
2.4814,235.23,6241.2
2.4816,235.47,6239
2.4818,235.69,6237.6
2.482,235.84,6237.7
2.4822,235.89,6237.5
2.4824,235.87,6236.8
2.4826,235.76,6234.6
2.4828,235.61,6232.8
2.483,235.45,6232.4
2.4832,235.3,6232.8
2.4834,235.18,6231.3
2.4836,235.08,6229.6
2.4838,235,6228.9
2.484,234.98,6229.3
2.4842,235.09,6228.3
2.4844,235.29,6227
2.4846,235.53,6224.7
2.4848,235.7,6224
2.485,235.74,6224.5
2.4852,235.7,6226.1
2.4854,235.62,6227
2.4856,235.49,6227
2.4858,235.37,6224.6
2.486,235.2,6222.6
2.4862,235.03,6221.6
2.4864,234.95,6223.5
2.4866,234.95,6226.9
2.4868,235.05,6228.3
2.487,235.21,6228.9
2.4872,235.37,6227.5
2.4874,235.52,6227.1
2.4876,235.68,6229.2
2.4878,235.85,6232.6
2.488,235.92,6237.2
2.4882,235.92,6241
2.4884,235.83,6241.9
2.4886,235.68,6238.7
2.4888,235.52,6235.1
2.489,235.33,6232.8
2.4892,235.21,6235.7
2.4894,235.18,6240.3
2.4896,235.24,6241.1
2.4898,235.32,6238.8
2.49,235.43,6236.1
2.4902,235.53,6236
2.4904,235.61,6238.2
2.4906,235.65,6242.8
2.4908,235.63,6246.9
2.491,235.58,6248.6
2.4912,235.53,6250.9
2.4914,235.43,6252.4
2.4916,235.3,6251.7
2.4918,235.23,6250.3
2.492,235.24,6249.3
2.4922,235.33,6247.9
2.4924,235.38,6247.6
2.4926,235.42,6249.5
2.4928,235.55,6253.8
2.493,235.69,6258.3
2.4932,235.79,6257.8
2.4934,235.87,6255.2
2.4936,235.93,6251.4
2.4938,235.93,6247.7
2.494,235.82,6246.5
2.4942,235.56,6247.7
2.4944,235.31,6250.1
2.4946,235.22,6257.1
2.4948,235.35,6261.7
2.495,235.52,6258
2.4952,235.65,6249.3
2.4954,235.75,6241.2
2.4956,235.76,6238
2.4958,235.75,6240.4
2.496,235.79,6246.6
2.4962,235.85,6251.1
2.4964,235.93,6248.3
2.4966,235.93,6240.9
2.4968,235.8,6234.4
2.497,235.58,6232.4
2.4972,235.36,6234.2
2.4974,235.19,6236.9
2.4976,235.14,6238.3
2.4978,235.16,6237
2.498,235.25,6233.4
2.4982,235.38,6229.4
2.4984,235.49,6226.7
2.4986,235.58,6224.2
2.4988,235.63,6224.3
2.499,235.63,6227.2
2.4992,235.61,6229.3
2.4994,235.59,6230
2.4996,235.51,6228.1
2.4998,235.36,6224.4
2.5,235.14,6220.6
2.5002,234.93,6218.5
2.5004,234.81,6218.3
2.5006,234.78,6219.9
2.5008,234.87,6222.7
2.501,235.03,6223.1
2.5012,235.22,6219.4
2.5014,235.42,6213.1
2.5016,235.55,6208
2.5018,235.55,6207.5
2.502,235.43,6212.5
2.5022,235.25,6217.9
2.5024,235.07,6218.1
2.5026,234.89,6214.5
2.5028,234.73,6208.9
2.503,234.61,6205.3
2.5032,234.55,6207.2
2.5034,234.56,6212.9
2.5036,234.65,6217.9
2.5038,234.82,6221.8
2.504,235.04,6222.7
2.5042,235.17,6218.2
2.5044,235.22,6213.5
2.5046,235.24,6212.4
2.5048,235.2,6217.4
2.505,235.18,6225.4
2.5052,235.13,6233
2.5054,235.04,6236.1
2.5056,234.92,6234.1
2.5058,234.77,6230.2
2.506,234.69,6227
2.5062,234.68,6224.6
2.5064,234.77,6223.8
2.5066,234.95,6225.3
2.5068,235.11,6229
2.507,235.22,6230.9
2.5072,235.25,6230.7
2.5074,235.21,6231.5
2.5076,235.15,6236
2.5078,235.07,6242.2
2.508,235,6246.2
2.5082,234.93,6244.3
2.5084,234.88,6239.6
2.5086,234.83,6237.5
2.5088,234.73,6239.9
2.509,234.61,6243.7
2.5092,234.58,6245.4
2.5094,234.67,6244.2
2.5096,234.85,6240.9
2.5098,235.08,6235.9
2.51,235.2,6235.4
2.5102,235.22,6238.5
2.5104,235.17,6241.3
2.5106,235.02,6241.8
2.5108,234.84,6239.1
2.511,234.67,6236.5
2.5112,234.5,6238.6
2.5114,234.34,6242.4
2.5116,234.32,6242.9
2.5118,234.38,6241.1
2.512,234.49,6238.1
2.5122,234.65,6234.8
2.5124,234.83,6232.7
2.5126,234.95,6233.4
2.5128,235,6234.7
2.513,234.98,6234.4
2.5132,234.94,6233.2
2.5134,234.87,6232.7
2.5136,234.75,6231.6
2.5138,234.63,6230.8
2.514,234.52,6230.1
2.5142,234.37,6228.8
2.5144,234.25,6228.9
2.5146,234.24,6228.7
2.5148,234.36,6227.2
2.515,234.54,6225.3
2.5152,234.73,6222.7
2.5154,234.88,6219.5
2.5156,234.95,6217.3
2.5158,234.92,6218.6
2.516,234.81,6221.5
2.5162,234.72,6224.2
2.5164,234.62,6224.7
2.5166,234.49,6221.6
2.5168,234.37,6217.2
2.517,234.27,6215.1
2.5172,234.2,6217.7
2.5174,234.19,6221.5
2.5176,234.27,6222.1
2.5178,234.42,6217
2.518,234.62,6210.8
2.5182,234.8,6207.8
2.5184,234.91,6208.7
2.5186,234.91,6212.6
2.5188,234.86,6216.9
2.519,234.74,6218.2
2.5192,234.55,6213.9
2.5194,234.35,6207.7
2.5196,234.18,6203.6
2.5198,234.03,6203.6
2.52,233.97,6207.6
2.5202,234.05,6212.5
2.5204,234.2,6214.9
2.5206,234.38,6214
2.5208,234.53,6212.5
2.521,234.62,6210.3
2.5212,234.66,6213.6
2.5214,234.68,6218.6
2.5216,234.64,6225.6
2.5218,234.58,6229.5
2.522,234.51,6227.5
2.5222,234.38,6221.9
2.5224,234.28,6218.1
2.5226,234.23,6218.5
2.5228,234.22,6222.3
2.523,234.26,6226.5
2.5232,234.38,6227.8
2.5234,234.55,6227.7
2.5236,234.74,6230.5
2.5238,234.91,6234
2.524,234.98,6236.1
2.5242,234.97,6237
2.5244,234.92,6238.5
2.5246,234.77,6240.8
2.5248,234.64,6241.3
2.525,234.61,6240.6
2.5252,234.57,6239.5
2.5254,234.5,6242.3
2.5256,234.45,6248
2.5258,234.45,6250.2
2.526,234.54,6248.9
2.5262,234.69,6246.1
2.5264,234.85,6244
2.5266,234.99,6244.4
2.5268,235.12,6246.7
2.527,235.14,6250.7
2.5272,235.09,6253.2
2.5274,234.95,6252.1
2.5276,234.77,6249.3
2.5278,234.64,6249.2
2.528,234.65,6251.3
2.5282,234.76,6252.4
2.5284,234.79,6251.3
2.5286,234.84,6248.4
2.5288,234.95,6244
2.529,235.04,6240.9
2.5292,235.12,6241.9
2.5294,235.22,6245.1
2.5296,235.29,6248.2
2.5298,235.29,6251.4
2.53,235.24,6251.2
2.5302,235.15,6248.1
2.5304,235,6245.5
2.5306,234.86,6244.7
2.5308,234.78,6244.8
2.531,234.74,6245.1
2.5312,234.76,6243
2.5314,234.84,6239.1
2.5316,234.96,6235
2.5318,235.06,6234.1
2.532,235.15,6236.9
2.5322,235.21,6240.1
2.5324,235.24,6240.7
2.5326,235.23,6239
2.5328,235.16,6236.3
2.533,235.04,6233.9
2.5332,234.87,6232.4
2.5334,234.67,6233.5
2.5336,234.56,6235.6
2.5338,234.58,6234.6
2.534,234.7,6232.7
2.5342,234.81,6230.7
2.5344,234.94,6229.6
2.5346,235.04,6227.8
2.5348,235.09,6227
2.535,235.13,6228.5
2.5352,235.18,6231.1
2.5354,235.16,6233
2.5356,235.07,6234.4
2.5358,234.91,6234.9
2.536,234.69,6233.8
2.5362,234.51,6232.5
2.5364,234.41,6231.7
2.5366,234.39,6231.5
2.5368,234.5,6231.1
2.537,234.67,6230.6
2.5372,234.81,6231.7
2.5374,234.93,6234.9
2.5376,235.01,6238.2
2.5378,235.04,6239.2
2.538,235.07,6238.1
2.5382,235.15,6237.4
2.5384,235.17,6238.8
2.5386,235.09,6243.7
2.5388,234.99,6248.8
2.539,234.92,6251.8
2.5392,234.84,6251.6
2.5394,234.79,6249.4
2.5396,234.76,6249.8
2.5398,234.79,6251.5
2.54,234.89,6254.4
2.5402,235.08,6259.8
2.5404,235.28,6262.4
2.5406,235.5,6260.4
2.5408,235.57,6257.9
2.541,235.48,6258.3
2.5412,235.31,6260.8
2.5414,235.06,6261.1
2.5416,234.85,6260
2.5418,234.81,6258.2
2.542,234.89,6254.8
2.5422,235.02,6254.5
2.5424,235.13,6257.3
2.5426,235.16,6259.7
2.5428,235.19,6259.7
2.543,235.22,6257.8
2.5432,235.27,6257.4
2.5434,235.37,6258.1
2.5436,235.47,6259.3
2.5438,235.55,6261.5
2.544,235.53,6264.5
2.5442,235.33,6264.8
2.5444,235.14,6265.8
2.5446,235.05,6272.9
2.5448,235.12,6280.6
2.545,235.29,6282.4
2.5452,235.44,6277.3
2.5454,235.58,6269.2
2.5456,235.67,6263.5
2.5458,235.74,6261.7
2.546,235.79,6263.4
2.5462,235.85,6266.2
2.5464,235.89,6266.5
2.5466,235.83,6266.4
2.5468,235.67,6264.3
2.547,235.46,6259.6
2.5472,235.3,6256.8
2.5474,235.2,6256.5
2.5476,235.15,6257.1
2.5478,235.15,6258.5
2.548,235.22,6259.1
2.5482,235.32,6256.4
2.5484,235.43,6251.9
2.5486,235.57,6248
2.5488,235.67,6246
2.549,235.71,6247.4
2.5492,235.71,6249.6
2.5494,235.63,6251.7
2.5496,235.5,6250.7
2.5498,235.31,6247.8
2.55,235.15,6245.7
2.5502,235.09,6245.7
2.5504,235.17,6247.3
2.5506,235.3,6247.8
2.5508,235.42,6246.3
2.551,235.48,6242.4
2.5512,235.51,6239.4
2.5514,235.53,6238.7
2.5516,235.56,6238.5
2.5518,235.61,6239.1
2.552,235.65,6241.9
2.5522,235.64,6246.7
2.5524,235.55,6249.5
2.5526,235.39,6248.7
2.5528,235.21,6246.1
2.553,235.14,6243.5
2.5532,235.17,6242.7
2.5534,235.27,6245.3
2.5536,235.39,6248.6
2.5538,235.54,6251.5
2.554,235.7,6253.9
2.5542,235.88,6254.5
2.5544,236,6253.4
2.5546,236.01,6252.8
2.5548,235.96,6252.9
2.555,235.82,6254.8
2.5552,235.62,6258.3
2.5554,235.45,6260.8
2.5556,235.3,6263.1
2.5558,235.23,6265
2.556,235.22,6264.6
2.5562,235.27,6261
2.5564,235.35,6258.8
2.5566,235.45,6260.3
2.5568,235.56,6264.6
2.557,235.65,6268.6
2.5572,235.74,6270.8
2.5574,235.8,6268.6
2.5576,235.8,6265.6
2.5578,235.7,6266
2.558,235.5,6269.2
2.5582,235.31,6271.2
2.5584,235.29,6272.7
2.5586,235.37,6272.2
2.5588,235.39,6267.7
2.559,235.42,6262.7
2.5592,235.43,6260.6
2.5594,235.4,6261
2.5596,235.43,6260.6
2.5598,235.51,6263.7
2.56,235.65,6265.1
2.5602,235.74,6263.4
2.5604,235.65,6262.4
2.5606,235.54,6261.8
2.5608,235.35,6261.1
2.561,235.15,6258.8
2.5612,235.06,6258.6
2.5614,235.05,6260.7
2.5616,235.06,6261.6
2.5618,235.07,6259.5
2.562,235.13,6255.4
2.5622,235.23,6251.4
2.5624,235.34,6248.3
2.5626,235.47,6249.6
2.5628,235.54,6253.3
2.563,235.58,6257.3
2.5632,235.56,6259.7
2.5634,235.51,6258.3
2.5636,235.39,6253.5
2.5638,235.2,6248.5
2.564,235.02,6246.8
2.5642,234.89,6249.6
2.5644,234.84,6253.2
2.5646,234.88,6253.9
2.5648,234.98,6249.9
2.565,235.13,6242.2
2.5652,235.27,6236.8
2.5654,235.35,6236.1
2.5656,235.36,6237.6
2.5658,235.33,6241.1
2.566,235.28,6243.3
2.5662,235.21,6244.9
2.5664,235.07,6242.7
2.5666,234.87,6240.4
2.5668,234.73,6239
2.567,234.68,6236.6
2.5672,234.69,6235.3
2.5674,234.8,6237.5
2.5676,234.99,6240.1
2.5678,235.16,6240.9
2.568,235.32,6240.7
2.5682,235.48,6239.6
2.5684,235.56,6237.7
2.5686,235.55,6238.6
2.5688,235.52,6241.4
2.569,235.42,6245.6
2.5692,235.26,6247.5
2.5694,235.16,6246.7
2.5696,235.04,6243.3
2.5698,234.92,6240.7
2.57,234.87,6241.1
2.5702,234.91,6243.1
2.5704,235.11,6244.9
2.5706,235.37,6244.8
2.5708,235.54,6244.7
2.571,235.61,6246.2
2.5712,235.63,6249.5
2.5714,235.59,6251.9
2.5716,235.54,6253
2.5718,235.46,6254.3
2.572,235.34,6257.6
2.5722,235.28,6260.4
2.5724,235.28,6260.2
2.5726,235.25,6260.6
2.5728,235.24,6264.5
2.573,235.29,6268.2
2.5732,235.39,6270.1
2.5734,235.5,6267.4
2.5736,235.64,6262.3
2.5738,235.73,6257.4
2.574,235.76,6257.8
2.5742,235.73,6263.3
2.5744,235.66,6270.8
2.5746,235.51,6274.7
2.5748,235.35,6273.5
2.575,235.32,6268.6
2.5752,235.36,6263.8
2.5754,235.41,6263
2.5756,235.47,6266.2
2.5758,235.51,6269.8
2.576,235.54,6272
2.5762,235.61,6273.8
2.5764,235.74,6276.2
2.5766,235.91,6276.6
2.5768,236.01,6275.4
2.577,236.04,6273.8
2.5772,235.96,6273.9
2.5774,235.75,6273.8
2.5776,235.58,6274.8
2.5778,235.47,6278.6
2.578,235.42,6281.5
2.5782,235.43,6279.4
2.5784,235.46,6275.4
2.5786,235.46,6271.9
2.5788,235.46,6268
2.579,235.48,6264.8
2.5792,235.55,6263.3
2.5794,235.66,6263.5
2.5796,235.72,6263.6
2.5798,235.7,6265.6
2.58,235.61,6267.1
2.5802,235.44,6265.8
2.5804,235.24,6260.7
2.5806,235.09,6257.6
2.5808,234.97,6255.5
2.581,234.87,6256.8
2.5812,234.89,6260.6
2.5814,235,6262.8
2.5816,235.19,6260.8
2.5818,235.39,6256.9
2.582,235.54,6252.2
2.5822,235.63,6249.6
2.5824,235.67,6249.7
2.5826,235.65,6252.5
2.5828,235.54,6255.1
2.583,235.35,6255.1
2.5832,235.2,6253.1
2.5834,235.11,6250.2
2.5836,235.05,6246.6
2.5838,235.04,6244.4
2.584,235.08,6243.9
2.5842,235.14,6244.2
2.5844,235.22,6243
2.5846,235.37,6242.3
2.5848,235.51,6242.5
2.585,235.62,6243.3
2.5852,235.67,6243.3
2.5854,235.63,6243.4
2.5856,235.52,6242.8
2.5858,235.36,6242.1
2.586,235.17,6241.7
2.5862,235.02,6241.5
2.5864,234.91,6242.4
2.5866,234.86,6245
2.5868,234.89,6247
2.587,234.97,6245.9
2.5872,235.11,6241.5
2.5874,235.28,6236.4
2.5876,235.37,6233.6
2.5878,235.37,6235
2.588,235.29,6242.1
2.5882,235.2,6250.8
2.5884,235.08,6256.7
2.5886,234.99,6259.1
2.5888,234.89,6256.1
2.589,234.8,6251.6
2.5892,234.73,6247.7
2.5894,234.65,6246.9
2.5896,234.62,6252.3
2.5898,234.71,6257.2
2.59,234.87,6260.4
2.5902,235.11,6261.1
2.5904,235.39,6259.7
2.5906,235.48,6257.9
2.5908,235.43,6258.6
2.591,235.35,6261.5
2.5912,235.21,6266.3
2.5914,235,6270.5
2.5916,234.92,6272.3
2.5918,234.95,6270.2
2.592,235.03,6265.9
2.5922,235.09,6262.4
2.5924,235.1,6260.7
2.5926,235.1,6263.9
2.5928,235.19,6267.9
2.593,235.34,6266.1
2.5932,235.5,6259.8
2.5934,235.58,6253.3
2.5936,235.51,6248.3
2.5938,235.32,6247.6
2.594,235.06,6250.8
2.5942,234.78,6256.2
2.5944,234.63,6260
2.5946,234.64,6263.4
2.5948,234.8,6263.7
2.595,234.94,6259.2
2.5952,235,6253.3
2.5954,235.03,6250.5
2.5956,235.09,6251
2.5958,235.2,6252.7
2.596,235.3,6254.2
2.5962,235.38,6254.8
2.5964,235.4,6254.2
2.5966,235.33,6252.2
2.5968,235.2,6250.6
2.597,235.02,6248.4
2.5972,234.84,6246.4
2.5974,234.66,6246.6
2.5976,234.5,6249.4
2.5978,234.44,6253.4
2.598,234.53,6254.1
2.5982,234.72,6249.4
2.5984,234.95,6242
2.5986,235.16,6237.9
2.5988,235.24,6238.7
2.599,235.23,6244.3
2.5992,235.18,6250.8
2.5994,235.11,6254.1
2.5996,235.03,6252.1
2.5998,234.93,6246
2.6,234.78,6239.1
2.6002,234.6,6235.5
2.6004,234.43,6238.9
2.6006,234.35,6245.7
2.6008,234.4,6251.3
2.601,234.6,6249.8
2.6012,234.86,6243.4
2.6014,235.08,6236
2.6016,235.23,6232.5
2.6018,235.27,6236.2
2.602,235.2,6241.7
2.6022,235.06,6245.6
2.6024,234.91,6247.4
2.6026,234.79,6246.8
2.6028,234.76,6245.6
2.603,234.75,6241.3
2.6032,234.7,6237.8
2.6034,234.64,6239.1
2.6036,234.65,6244.3
2.6038,234.79,6247.2
2.604,235.02,6246.6
2.6042,235.24,6245.1
2.6044,235.4,6243.7
2.6046,235.45,6246.4
2.6048,235.38,6248.7
2.605,235.26,6250.9
2.6052,235.13,6254.7
2.6054,235.02,6257
2.6056,234.95,6255.3
