TIME,V16_kV,P_fleet_MW
8.3728,232.23,6239.5
8.373,232.18,6238.2
8.3732,232.22,6237.5
8.3734,232.35,6237.4
8.3736,232.5,6237.2
8.3738,232.64,6236.1
8.374,232.69,6234.9
8.3742,232.68,6235.8
8.3744,232.61,6239.3
8.3746,232.5,6241.6
8.3748,232.38,6239.8
8.375,232.23,6235.9
8.3752,232.09,6231.7
8.3754,231.97,6229.4
8.3756,231.88,6231.1
8.3758,231.85,6237
8.376,231.92,6241.3
8.3762,232.06,6240.2
8.3764,232.26,6234.9
8.3766,232.43,6229.4
8.3768,232.52,6228.4
8.377,232.52,6233.7
8.3772,232.43,6240.3
8.3774,232.3,6242.4
8.3776,232.13,6239.4
8.3778,232.01,6232.7
8.378,231.93,6228.3
8.3782,231.84,6229.2
8.3784,231.81,6232.5
8.3786,231.82,6236
8.3788,231.96,6236.3
8.379,232.17,6233.8
8.3792,232.34,6229.8
8.3794,232.42,6228.1
8.3796,232.43,6230.5
8.3798,232.37,6232.8
8.38,232.3,6234.9
8.3802,232.24,6235
8.3804,232.18,6234.2
8.3806,232.07,6232.8
8.3808,231.87,6230.8
8.381,231.7,6233.1
8.3812,231.63,6237.4
8.3814,231.71,6239.5
8.3816,231.92,6237.8
8.3818,232.18,6234.5
8.382,232.38,6234.9
8.3822,232.49,6235.9
8.3824,232.51,6237.6
8.3826,232.48,6239.2
8.3828,232.44,6239.4
8.383,232.33,6239.7
8.3832,232.11,6242.5
8.3834,231.95,6245.4
8.3836,231.92,6245
8.3838,231.93,6241.9
8.384,231.98,6238
8.3842,232.09,6236.4
8.3844,232.2,6240.9
8.3846,232.27,6248.6
8.3848,232.35,6251.8
8.385,232.44,6248.7
8.3852,232.56,6242.7
8.3854,232.64,6240.5
8.3856,232.6,6242.7
8.3858,232.43,6249.2
8.386,232.2,6256.4
8.3862,232.03,6257.3
8.3864,231.96,6252.2
8.3866,232,6246.8
8.3868,232.1,6247.2
8.387,232.23,6255.3
8.3872,232.43,6263.4
8.3874,232.6,6265.3
8.3876,232.68,6263.1
8.3878,232.73,6257.8
8.388,232.77,6254
8.3882,232.77,6255.9
8.3884,232.75,6261.2
8.3886,232.68,6265.1
8.3888,232.52,6265.1
8.389,232.32,6264.5
8.3892,232.23,6263.9
8.3894,232.22,6261.5
8.3896,232.28,6258.6
8.3898,232.37,6256.5
8.39,232.5,6255.9
8.3902,232.62,6256
8.3904,232.71,6257
8.3906,232.77,6259.2
8.3908,232.81,6261.6
8.391,232.79,6261.7
8.3912,232.72,6259.9
8.3914,232.57,6258.6
8.3916,232.37,6257.9
8.3918,232.19,6257.2
8.392,232.09,6257.6
8.3922,232.09,6259.3
8.3924,232.18,6260.1
8.3926,232.3,6257.3
8.3928,232.41,6251.6
8.393,232.47,6246.5
8.3932,232.52,6245.2
8.3934,232.57,6247.7
8.3936,232.64,6251.7
8.3938,232.67,6256.4
8.394,232.6,6259.2
8.3942,232.48,6260.6
8.3944,232.4,6256.9
8.3946,232.28,6250.2
8.3948,232.15,6246.7
8.395,232.06,6248.7
8.3952,232.06,6252.7
8.3954,232.15,6255.6
8.3956,232.33,6253.8
8.3958,232.52,6249.4
8.396,232.65,6246.5
8.3962,232.68,6246
8.3964,232.67,6247.2
8.3966,232.63,6250.6
8.3968,232.57,6254.9
8.397,232.47,6255.4
8.3972,232.32,6252.2
8.3974,232.18,6248.2
8.3976,232.07,6246.4
8.3978,232,6248.8
8.398,232.02,6252.9
8.3982,232.13,6254.4
8.3984,232.29,6251.3
8.3986,232.44,6245.2
8.3988,232.54,6243.4
8.399,232.55,6247.9
8.3992,232.5,6254.8
8.3994,232.45,6258.6
8.3996,232.41,6257.2
8.3998,232.31,6254.7
8.4,232.18,6253.5
8.4002,232.09,6253.1
8.4004,232.02,6253.3
8.4006,231.97,6252.2
8.4008,232.02,6251
8.401,232.17,6249.5
8.4012,232.33,6253.9
8.4014,232.39,6261.7
8.4016,232.41,6266.6
8.4018,232.44,6265.4
8.402,232.47,6260.2
8.4022,232.47,6255.1
8.4024,232.45,6254.6
8.4026,232.34,6261.9
8.4028,232.16,6270.2
8.403,232.1,6272.2
8.4032,232.12,6270.4
8.4034,232.11,6266.8
8.4036,232.1,6265.1
8.4038,232.16,6264.5
8.404,232.28,6262.6
8.4042,232.44,6259.7
8.4044,232.61,6259.4
8.4046,232.7,6260.1
8.4048,232.69,6260.7
8.405,232.59,6260.6
8.4052,232.44,6261.1
8.4054,232.27,6263
8.4056,232.1,6265.1
8.4058,232.06,6267.2
8.406,232.18,6268.7
8.4062,232.36,6268.4
8.4064,232.5,6266.5
8.4066,232.54,6263.9
8.4068,232.53,6262.9
8.407,232.55,6263.5
8.4072,232.64,6264.7
8.4074,232.77,6267.4
8.4076,232.88,6270.4
8.4078,232.9,6271
8.408,232.78,6268.6
8.4082,232.57,6264.6
8.4084,232.31,6263.4
8.4086,232.16,6264.9
8.4088,232.12,6266
8.409,232.15,6265.4
8.4092,232.27,6262.8
8.4094,232.39,6258.4
8.4096,232.48,6256.3
8.4098,232.55,6256.4
8.41,232.62,6258.3
8.4102,232.69,6259.6
8.4104,232.74,6258.3
8.4106,232.72,6258.8
8.4108,232.61,6257.4
8.411,232.44,6254.1
8.4112,232.28,6251
8.4114,232.19,6250.8
8.4116,232.19,6253
8.4118,232.25,6256.2
8.412,232.38,6258.2
8.4122,232.54,6256.4
8.4124,232.68,6252.2
8.4126,232.77,6249.6
8.4128,232.8,6249.6
8.413,232.8,6252.5
8.4132,232.82,6256.2
8.4134,232.84,6258.6
8.4136,232.79,6257
8.4138,232.67,6253.5
8.414,232.64,6251.4
8.4142,232.63,6253.2
8.4144,232.62,6257.1
8.4146,232.63,6259.4
8.4148,232.63,6257.1
8.415,232.7,6252.8
8.4152,232.81,6249.6
8.4154,232.96,6250.9
8.4156,233.09,6256.1
8.4158,233.16,6262.3
8.416,233.14,6264.6
8.4162,233.04,6263.4
8.4164,232.93,6260.5
8.4166,232.8,6258
8.4168,232.71,6257.4
8.417,232.63,6260.9
8.4172,232.57,6267.1
8.4174,232.57,6270.8
8.4176,232.65,6270
8.4178,232.77,6266.3
8.418,232.92,6264.9
8.4182,233.03,6265.9
8.4184,233.11,6267.1
8.4186,233.13,6269
8.4188,233.12,6269.8
8.419,233.04,6270.1
8.4192,232.91,6268.7
8.4194,232.8,6266.6
8.4196,232.72,6265.8
8.4198,232.63,6265.2
8.42,232.53,6265.7
8.4202,232.51,6267.5
8.4204,232.6,6268.6
8.4206,232.76,6269.6
8.4208,232.98,6269.8
8.421,233.14,6267.8
8.4212,233.18,6267.2
8.4214,233.15,6268.3
8.4216,233.03,6271.6
8.4218,232.92,6277.7
8.422,232.81,6280.4
8.4222,232.7,6277.8
8.4224,232.64,6274.1
8.4226,232.61,6274
8.4228,232.61,6275.9
8.423,232.62,6277.9
8.4232,232.68,6278.1
8.4234,232.84,6277.5
8.4236,233.01,6275.5
8.4238,233.14,6274.7
8.424,233.22,6275.3
8.4242,233.21,6276.4
8.4244,233.15,6276.2
8.4246,233.05,6274.6
8.4248,232.9,6272.6
8.425,232.75,6270.4
8.4252,232.63,6269.7
8.4254,232.6,6269.8
8.4256,232.58,6270.6
8.4258,232.56,6272.1
8.426,232.59,6272
8.4262,232.69,6269.7
8.4264,232.83,6266.9
8.4266,232.96,6264.8
8.4268,233.08,6265.6
8.427,233.14,6268.7
8.4272,233.11,6272.9
8.4274,233.01,6274.2
8.4276,232.91,6269.2
8.4278,232.81,6262.3
8.428,232.74,6259.7
8.4282,232.73,6259.9
8.4284,232.74,6262.2
8.4286,232.76,6264.8
8.4288,232.85,6264.9
8.429,232.98,6261.3
8.4292,233.1,6256.4
8.4294,233.18,6255.4
8.4296,233.24,6260.2
8.4298,233.27,6266.2
8.43,233.25,6267.8
8.4302,233.21,6267.3
8.4304,233.13,6265.2
8.4306,232.95,6262.6
8.4308,232.85,6263.1
8.431,232.83,6265.7
8.4312,232.86,6267.2
8.4314,232.93,6265.4
8.4316,233.03,6263
8.4318,233.16,6261.1
8.432,233.29,6263.5
8.4322,233.43,6270.5
8.4324,233.55,6275.2
8.4326,233.6,6277.4
8.4328,233.6,6275.4
8.433,233.56,6271.9
8.4332,233.4,6269.2
8.4334,233.21,6271.3
8.4336,233.1,6277.4
8.4338,233.09,6280.5
8.434,233.14,6278.4
8.4342,233.21,6274
8.4344,233.28,6272.2
8.4346,233.36,6272.3
8.4348,233.46,6275.3
8.435,233.58,6279.8
8.4352,233.68,6281.7
8.4354,233.71,6278.7
8.4356,233.65,6274.3
8.4358,233.44,6272.2
8.436,233.17,6276.7
8.4362,233.03,6281.4
8.4364,233,6285.9
8.4366,233.07,6285.7
8.4368,233.18,6282.1
8.437,233.22,6277.2
8.4372,233.25,6274.7
8.4374,233.27,6280
8.4376,233.36,6287.9
8.4378,233.56,6289.2
8.438,233.74,6285.7
8.4382,233.83,6281.4
8.4384,233.77,6280
8.4386,233.55,6280.6
8.4388,233.29,6281.2
8.439,233.12,6283.7
8.4392,233.05,6285.6
8.4394,233.03,6285.9
8.4396,233,6285
8.4398,233.02,6283
8.44,233.09,6278.6
8.4402,233.18,6273.1
8.4404,233.28,6268.4
8.4406,233.36,6265.3
8.4408,233.37,6265.1
8.441,233.32,6269.3
8.4412,233.21,6275.7
8.4414,233.07,6278.3
8.4416,232.91,6274.5
8.4418,232.73,6267.2
8.442,232.54,6259.8
8.4422,232.38,6257.5
8.4424,232.3,6261.8
8.4426,232.36,6266.5
8.4428,232.53,6267.5
8.443,232.74,6262.8
8.4432,232.92,6256.8
8.4434,232.98,6252.6
8.4436,232.94,6253.8
8.4438,232.86,6258
8.444,232.75,6262.8
8.4442,232.62,6261.9
8.4444,232.51,6256.6
8.4446,232.42,6250.3
8.4448,232.33,6250.1
8.445,232.24,6256
8.4452,232.22,6260.8
8.4454,232.32,6258.9
8.4456,232.5,6251.6
8.4458,232.66,6243
8.446,232.74,6238.6
8.4462,232.72,6241.8
8.4464,232.63,6250.2
8.4466,232.57,6257.1
8.4468,232.5,6258.8
8.447,232.41,6256
8.4472,232.28,6250.4
8.4474,232.1,6245.2
8.4476,231.98,6244.3
8.4478,231.97,6247.8
8.448,232.04,6254.4
8.4482,232.16,6255.4
8.4484,232.33,6251.9
8.4486,232.49,6249.6
8.4488,232.61,6251.8
8.449,232.65,6255
8.4492,232.65,6255.1
8.4494,232.64,6255.2
8.4496,232.6,6255.8
8.4498,232.51,6257.8
8.45,232.32,6263.1
8.4502,232.12,6268.4
8.4504,232.03,6269.2
8.4506,232.06,6267.5
8.4508,232.17,6267.4
8.451,232.32,6269.4
8.4512,232.49,6272.4
8.4514,232.68,6275.1
8.4516,232.84,6274.1
8.4518,232.91,6271.5
8.452,232.95,6272.4
8.4522,232.97,6276.2
8.4524,232.9,6279.2
8.4526,232.74,6278.9
8.4528,232.62,6275.3
8.453,232.54,6270.9
8.4532,232.49,6269.9
8.4534,232.47,6273
8.4536,232.45,6273.2
8.4538,232.47,6272
8.454,232.57,6269.9
8.4542,232.66,6269.6
8.4544,232.79,6271.3
8.4546,232.95,6272.8
8.4548,233,6275.8
8.455,232.94,6277.8
8.4552,232.83,6276.6
8.4554,232.68,6273.6
8.4556,232.56,6272.1
8.4558,232.53,6271.5
8.456,232.52,6273.9
8.4562,232.48,6278.1
8.4564,232.51,6279.4
8.4566,232.63,6275
8.4568,232.79,6270.4
8.457,232.97,6268.7
8.4572,233.1,6268.1
8.4574,233.15,6268.5
8.4576,233.11,6269.7
8.4578,233.01,6270.7
8.458,232.9,6270.3
8.4582,232.79,6268.8
8.4584,232.68,6267.2
8.4586,232.6,6265.4
8.4588,232.52,6263.8
8.459,232.45,6262.2
8.4592,232.45,6260.5
8.4594,232.53,6258.8
8.4596,232.64,6256.8
8.4598,232.79,6253.2
8.46,232.9,6252.2
8.4602,232.96,6253.6
8.4604,232.95,6255.2
8.4606,232.85,6254.4
8.4608,232.68,6251.9
8.461,232.51,6249.2
8.4612,232.38,6248.9
8.4614,232.32,6252.1
8.4616,232.33,6257.2
8.4618,232.41,6259.6
8.462,232.58,6257.7
8.4622,232.76,6256
8.4624,232.9,6252.4
8.4626,232.95,6250.1
8.4628,232.98,6250.8
8.463,233,6254.6
8.4632,232.99,6259
8.4634,232.98,6262
8.4636,232.91,6258.7
8.4638,232.78,6254.8
8.464,232.68,6252.8
8.4642,232.62,6251.6
8.4644,232.6,6252
8.4646,232.64,6255.3
8.4648,232.75,6258.1
8.465,232.91,6256.7
8.4652,233.07,6252.5
8.4654,233.19,6250
8.4656,233.27,6252
8.4658,233.28,6256
8.466,233.26,6260
8.4662,233.18,6262.1
8.4664,233.05,6262.6
8.4666,232.92,6262.3
8.4668,232.83,6262.6
8.467,232.81,6263.6
8.4672,232.8,6262.9
8.4674,232.82,6261.1
8.4676,232.87,6259.7
8.4678,232.92,6257.8
8.468,232.97,6258.5
8.4682,233.08,6266
8.4684,233.19,6273.5
8.4686,233.27,6274.8
8.4688,233.29,6270.9
8.469,233.2,6266.5
8.4692,233.02,6262.4
8.4694,232.78,6261.4
8.4696,232.53,6264
8.4698,232.43,6267
8.47,232.5,6267.6
8.4702,232.67,6266.2
8.4704,232.85,6265.3
8.4706,232.96,6266.5
8.4708,233,6271.7
8.471,233,6276.2
8.4712,233.04,6279
8.4714,233.16,6278.1
8.4716,233.25,6274.8
8.4718,233.22,6272.3
8.472,233.08,6273.1
8.4722,232.92,6275.9
8.4724,232.83,6281.1
8.4726,232.89,6284.5
8.4728,232.95,6283.4
8.473,233.01,6278.1
8.4732,233.11,6272.7
8.4734,233.21,6269.6
8.4736,233.27,6270.4
8.4738,233.35,6272.8
8.474,233.43,6272.8
8.4742,233.48,6270.3
8.4744,233.45,6269.6
8.4746,233.33,6268.6
8.4748,233.14,6267.3
8.475,232.91,6265.3
8.4752,232.7,6264.4
8.4754,232.59,6264.1
8.4756,232.59,6265.6
8.4758,232.66,6267.8
8.476,232.81,6266.7
8.4762,232.96,6261.6
8.4764,233.07,6257.2
8.4766,233.13,6256.4
8.4768,233.15,6256.9
8.477,233.13,6260.1
8.4772,233.1,6263.3
8.4774,233.07,6262.7
8.4776,233.01,6256.6
8.4778,232.9,6251.6
8.478,232.78,6250.3
8.4782,232.71,6251.5
8.4784,232.71,6253.4
8.4786,232.79,6254
8.4788,232.91,6253.1
8.479,233.04,6251.6
8.4792,233.17,6252.8
8.4794,233.3,6253.9
8.4796,233.36,6255
8.4798,233.38,6255.3
8.48,233.31,6253.9
8.4802,233.17,6253.2
8.4804,233.01,6253.9
8.4806,232.82,6255.7
8.4808,232.68,6257.5
8.481,232.67,6258.5
8.4812,232.74,6257.4
8.4814,232.82,6254.5
8.4816,232.94,6250.6
8.4818,233.08,6248.5
8.482,233.17,6250
8.4822,233.22,6255.9
8.4824,233.24,6260
8.4826,233.2,6262.5
8.4828,233.14,6261.1
8.483,233.06,6258.5
8.4832,232.94,6258
8.4834,232.77,6259.4
8.4836,232.6,6262.5
8.4838,232.53,6264.9
8.484,232.58,6265
8.4842,232.72,6262.5
8.4844,232.9,6262
8.4846,233.07,6263.5
8.4848,233.23,6266.3
8.485,233.37,6269.1
8.4852,233.46,6273.9
8.4854,233.49,6276.9
8.4856,233.44,6275.3
8.4858,233.32,6272.7
8.486,233.13,6272.7
8.4862,232.99,6272
8.4864,232.92,6270.4
8.4866,232.87,6270.4
8.4868,232.88,6270.2
8.487,232.98,6267.5
8.4872,233.1,6264.7
8.4874,233.27,6264.2
8.4876,233.4,6267.5
8.4878,233.5,6270.2
8.488,233.53,6269.5
8.4882,233.51,6267.1
8.4884,233.4,6266.5
8.4886,233.23,6269.1
8.4888,233.04,6275.5
8.489,232.89,6278.7
8.4892,232.82,6274.6
8.4894,232.8,6267.5
8.4896,232.85,6265.2
8.4898,233,6267.7
8.49,233.19,6271.1
8.4902,233.34,6272.3
8.4904,233.4,6270.4
8.4906,233.37,6268.4
8.4908,233.32,6268.7
8.491,233.3,6269
8.4912,233.3,6269.2
8.4914,233.29,6268.7
8.4916,233.16,6267.3
8.4918,232.97,6265.6
8.492,232.86,6266.8
8.4922,232.83,6268.8
8.4924,232.86,6268.9
8.4926,232.96,6266.9
8.4928,233.07,6266.2
8.493,233.21,6263.1
8.4932,233.37,6260.2
8.4934,233.48,6258.6
8.4936,233.52,6261.5
8.4938,233.5,6266
8.494,233.45,6268.6
8.4942,233.29,6265.3
8.4944,233.11,6260.9
8.4946,233.07,6256.5
8.4948,233.12,6254.9
8.495,233.22,6257.1
8.4952,233.3,6261.6
8.4954,233.35,6265
8.4956,233.4,6264.4
8.4958,233.5,6259.3
8.496,233.62,6255.6
8.4962,233.76,6255.8
8.4964,233.85,6258.8
8.4966,233.84,6261.3
8.4968,233.75,6262
8.497,233.55,6260.8
8.4972,233.35,6260.3
8.4974,233.22,6258.9
8.4976,233.19,6256.7
8.4978,233.23,6256.6
8.498,233.3,6256.3
8.4982,233.36,6257.9
8.4984,233.45,6262.2
8.4986,233.61,6264
8.4988,233.78,6259.6
8.499,233.88,6253.7
8.4992,233.86,6250.5
8.4994,233.7,6250.4
8.4996,233.45,6252.4
8.4998,233.2,6256.2
8.5,233.02,6263.4
8.5002,232.96,6266.7
8.5004,233,6265.1
8.5006,233.1,6261.9
8.5008,233.24,6259.3
8.501,233.4,6257.1
8.5012,233.54,6257.4
8.5014,233.63,6262.4
8.5016,233.71,6270.4
8.5018,233.82,6272.2
8.502,233.89,6267.8
8.5022,233.88,6262.5
8.5024,233.82,6259
8.5026,233.65,6258.4
8.5028,233.56,6262.1
8.503,233.57,6265.2
8.5032,233.53,6265.4
8.5034,233.49,6263.1
8.5036,233.48,6260.5
8.5038,233.53,6261.4
8.504,233.63,6264.7
8.5042,233.74,6267.7
8.5044,233.89,6268.1
8.5046,233.99,6266.2
8.5048,234.06,6262.5
8.505,233.98,6261.6
8.5052,233.79,6264.5
8.5054,233.57,6269.6
8.5056,233.39,6274.1
8.5058,233.36,6274
8.506,233.44,6269.3
8.5062,233.49,6263.5
8.5064,233.56,6261
8.5066,233.64,6260.5
8.5068,233.68,6261.6
8.507,233.75,6263.4
8.5072,233.85,6264
8.5074,233.94,6262.9
8.5076,233.96,6261
8.5078,233.95,6259.5
8.508,233.82,6258.9
8.5082,233.59,6256.9
8.5084,233.44,6255
8.5086,233.35,6254.2
8.5088,233.32,6253.5
8.509,233.29,6252.4
8.5092,233.29,6252
8.5094,233.39,6252.3
8.5096,233.53,6252.4
8.5098,233.68,6252.1
8.51,233.78,6251.1
8.5102,233.83,6250.4
8.5104,233.79,6249.9
8.5106,233.72,6248.7
8.5108,233.59,6247.4
8.511,233.43,6247.4
8.5112,233.29,6249.2
8.5114,233.18,6250.6
8.5116,233.08,6250.7
8.5118,233.03,6249.9
8.512,233.13,6248
8.5122,233.31,6245.2
8.5124,233.51,6245
8.5126,233.69,6246.6
8.5128,233.8,6246.7
8.513,233.82,6247.8
8.5132,233.78,6249
8.5134,233.68,6249
8.5136,233.52,6245.9
8.5138,233.32,6245.4
8.514,233.16,6246.6
8.5142,233.07,6247.3
8.5144,233.06,6246.6
8.5146,233.16,6247.5
8.5148,233.31,6248.4
8.515,233.46,6248.2
8.5152,233.59,6248.1
8.5154,233.67,6251.9
8.5156,233.73,6254.2
8.5158,233.79,6253.2
8.516,233.78,6251
8.5162,233.75,6250.8
8.5164,233.67,6252.4
8.5166,233.47,6255.5
8.5168,233.27,6257.1
8.517,233.09,6255.7
8.5172,232.97,6254.6
8.5174,232.98,6252.9
8.5176,233.11,6249.7
8.5178,233.28,6248.3
8.518,233.43,6250.7
8.5182,233.53,6256
8.5184,233.61,6262.7
8.5186,233.69,6265.8
8.5188,233.69,6264.1
8.519,233.63,6263.2
8.5192,233.51,6265.9
8.5194,233.37,6269.1
8.5196,233.35,6269.2
8.5198,233.34,6268.8
8.52,233.35,6266.3
8.5202,233.4,6263.9
8.5204,233.47,6263.5
8.5206,233.57,6264.3
8.5208,233.66,6266.7
8.521,233.74,6269.6
8.5212,233.82,6269.6
8.5214,233.88,6266.7
8.5216,233.87,6265.1
8.5218,233.81,6265.7
8.522,233.69,6268.9
8.5222,233.51,6272.1
8.5224,233.33,6272.7
8.5226,233.26,6270.7
8.5228,233.3,6267.6
8.523,233.38,6263.2
8.5232,233.44,6260.2
8.5234,233.49,6261.8
8.5236,233.52,6265.4
8.5238,233.57,6266.8
8.524,233.69,6266
8.5242,233.79,6264.1
8.5244,233.85,6262.1
8.5246,233.78,6260.8
8.5248,233.55,6260.3
8.525,233.31,6260.9
8.5252,233.12,6261.9
8.5254,233.03,6264
8.5256,233.07,6263
8.5258,233.2,6259.5
8.526,233.38,6257
8.5262,233.54,6256.8
8.5264,233.63,6256.4
8.5266,233.65,6254.8
8.5268,233.68,6253.9
8.527,233.69,6253.4
8.5272,233.68,6256.3
8.5274,233.65,6259.2
8.5276,233.53,6258.2
8.5278,233.4,6253.6
8.528,233.3,6249.8
8.5282,233.2,6247.6
8.5284,233.15,6247.4
8.5286,233.18,6249.6
8.5288,233.28,6252.9
8.529,233.49,6254
8.5292,233.72,6252.3
8.5294,233.89,6251.3
8.5296,233.99,6249.4
8.5298,233.98,6247.2
8.53,233.94,6246.9
8.5302,233.85,6250.2
8.5304,233.67,6253.4
8.5306,233.5,6253.3
8.5308,233.39,6252.6
8.531,233.37,6252.5
8.5312,233.39,6250.6
8.5314,233.47,6247.9
8.5316,233.57,6245.3
8.5318,233.7,6245.2
8.532,233.79,6246.9
8.5322,233.83,6251
8.5324,233.86,6253.7
8.5326,233.89,6253.8
8.5328,233.87,6251.5
8.533,233.78,6251.5
8.5332,233.6,6252.8
8.5334,233.46,6254.8
8.5336,233.41,6256.4
8.5338,233.42,6255.2
8.534,233.45,6251.5
8.5342,233.48,6247.3
8.5344,233.52,6246.8
8.5346,233.57,6255.3
8.5348,233.76,6266.1
8.535,233.99,6268.8
8.5352,234.12,6265.6
8.5354,234.2,6258.5
8.5356,234.13,6254.4
8.5358,233.93,6258.5
8.536,233.75,6269.4
8.5362,233.65,6276.4
8.5364,233.61,6274.2
8.5366,233.6,6266.2
8.5368,233.6,6259.1
8.537,233.65,6258.9
8.5372,233.74,6265.1
8.5374,233.92,6274
8.5376,234.07,6276.6
8.5378,234.21,6271.7
8.538,234.33,6265.1
8.5382,234.42,6259.4
8.5384,234.41,6257.6
8.5386,234.24,6261
8.5388,233.98,6266.5
8.539,233.78,6268
8.5392,233.69,6265.9
8.5394,233.66,6260.7
8.5396,233.72,6256.6
8.5398,233.87,6255.1
8.54,234,6256.7
8.5402,234.11,6260
8.5404,234.18,6262.4
8.5406,234.22,6262.5
8.5408,234.24,6261
8.541,234.24,6258.1
8.5412,234.23,6257.2
8.5414,234.14,6258.2
8.5416,233.97,6258.1
8.5418,233.81,6256.5
8.542,233.75,6257.5
8.5422,233.75,6258.6
8.5424,233.77,6258.2
8.5426,233.82,6256.7
8.5428,233.89,6253.6
8.543,233.94,6250.4
8.5432,234.02,6246.9
8.5434,234.06,6247.3
8.5436,234.11,6249.3
8.5438,234.12,6252.3
8.544,234.02,6252.2
8.5442,233.85,6251.6
8.5444,233.65,6251.1
8.5446,233.52,6250.7
8.5448,233.49,6252.6
8.545,233.57,6254.7
8.5452,233.7,6255
8.5454,233.8,6253.9
8.5456,233.85,6253
8.5458,233.88,6251.7
8.546,233.94,6249.2
8.5462,234.02,6248.6
8.5464,234.08,6250.1
8.5466,234.06,6253.4
8.5468,233.97,6256.1
8.547,233.81,6257.7
8.5472,233.63,6257.1
8.5474,233.47,6255.6
8.5476,233.37,6255.5
8.5478,233.35,6257.3
8.548,233.42,6257.6
8.5482,233.55,6256.4
8.5484,233.71,6256
8.5486,233.84,6257.4
8.5488,233.94,6258.2
8.549,234,6260.1
8.5492,234.01,6263.2
8.5494,233.96,6265.3
8.5496,233.85,6264.6
8.5498,233.74,6265
8.55,233.61,6265.1
8.5502,233.53,6264.4
8.5504,233.52,6263.2
8.5506,233.53,6262.3
8.5508,233.53,6262.6
8.551,233.53,6265.4
8.5512,233.57,6268.8
8.5514,233.68,6272
8.5516,233.84,6274.2
8.5518,234.04,6274
8.552,234.16,6270.9
8.5522,234.17,6266.5
8.5524,234.04,6265.2
8.5526,233.77,6267.5
8.5528,233.52,6270.9
8.553,233.38,6276
8.5532,233.37,6282.3
8.5534,233.45,6285.6
8.5536,233.59,6284.2
8.5538,233.78,6282.5
8.554,233.93,6282.1
8.5542,234.06,6282.9
8.5544,234.17,6287.6
8.5546,234.22,6293.3
8.5548,234.2,6293.8
8.555,234.16,6290
8.5552,234.09,6286.9
8.5554,233.96,6290
8.5556,233.81,6296.9
8.5558,233.77,6299.4
8.556,233.84,6294.3
8.5562,233.93,6286.2
8.5564,233.99,6284
8.5566,234.01,6287.2
8.5568,234.02,6295
8.557,234.07,6301.8
8.5572,234.21,6302.1
8.5574,234.35,6298.2
8.5576,234.39,6294.5
8.5578,234.36,6291.7
8.558,234.21,6292.1
8.5582,234.03,6294.9
8.5584,233.85,6297.4
8.5586,233.69,6296.5
8.5588,233.65,6293.1
8.559,233.72,6289.3
8.5592,233.86,6287
8.5594,234,6284
8.5596,234.1,6281.1
8.5598,234.13,6280
8.56,234.13,6281
8.5602,234.14,6282.4
8.5604,234.18,6283.9
8.5606,234.22,6285.7
8.5608,234.18,6284.2
8.561,234.03,6279.8
8.5612,233.85,6276
8.5614,233.73,6276.9
8.5616,233.68,6282.1
8.5618,233.76,6287.9
8.562,233.92,6290.4
8.5622,234.13,6286.8
8.5624,234.33,6279.4
8.5626,234.45,6274.3
8.5628,234.48,6274.9
8.563,234.47,6280.3
8.5632,234.42,6285.1
8.5634,234.33,6287.7
8.5636,234.21,6284.6
8.5638,234.07,6276.2
8.564,233.85,6270.7
8.5642,233.67,6271.5
8.5644,233.58,6276.3
8.5646,233.62,6280.3
8.5648,233.78,6281
8.565,233.99,6277.7
8.5652,234.18,6273
8.5654,234.27,6274
8.5656,234.3,6280.1
8.5658,234.28,6288.1
8.566,234.22,6291.9
8.5662,234.19,6289.6
8.5664,234.13,6282.9
8.5666,234.02,6281.6
8.5668,233.97,6285.4
8.567,234,6289.9
8.5672,234.01,6290.4
8.5674,234.04,6287.8
8.5676,234.09,6282.2
8.5678,234.14,6278.7
8.568,234.21,6279.8
8.5682,234.25,6285.8
8.5684,234.27,6291.5
8.5686,234.38,6293
8.5688,234.5,6289.2
8.569,234.5,6287
8.5692,234.36,6284.8
8.5694,234.11,6286.7
8.5696,234,6290.9
8.5698,233.99,6292.7
8.57,234.04,6292.4
8.5702,234.21,6290.1
8.5704,234.4,6286
8.5706,234.49,6283
8.5708,234.53,6284
8.571,234.56,6288.2
8.5712,234.58,6289.6
8.5714,234.61,6287.3
8.5716,234.61,6283.5
8.5718,234.55,6281.7
8.572,234.39,6284.3
8.5722,234.21,6291.2
8.5724,234.06,6293.7
8.5726,233.96,6287.7
8.5728,233.92,6279.4
8.573,233.92,6274.8
8.5732,234,6273
8.5734,234.13,6274.2
8.5736,234.25,6279.1
8.5738,234.31,6282
8.574,234.32,6278.5
8.5742,234.28,6273.2
8.5744,234.22,6271.6
8.5746,234.14,6272.4
8.5748,234.01,6273.3
8.575,233.89,6274.3
8.5752,233.77,6273
8.5754,233.7,6269.5
8.5756,233.67,6267
8.5758,233.71,6268.6
8.576,233.85,6270.3
8.5762,234.03,6270
8.5764,234.18,6268.3
8.5766,234.29,6266.2
8.5768,234.35,6264.7
8.577,234.33,6265.7
8.5772,234.25,6267.4
8.5774,234.13,6267.8
8.5776,233.95,6265.2
8.5778,233.77,6261.2
8.578,233.6,6258.9
8.5782,233.46,6259.1
8.5784,233.39,6260.1
8.5786,233.42,6259
8.5788,233.55,6255.6
8.579,233.7,6252.7
